,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
8878,Crush,Sacred,Clementine,Oxoto,Clementine Stripes,Aqua,Greenery,None,51.24463176595056,8878
8879,Telescope,Happy,Blood Orange,Swulu,Scarlet Tranteum,Moss,SS Creature,None,20.549882746771022,8879
8880,Rain,Happy,Clementine,Frux,Mint Balseum,Clementine,Greenery,None,16.376889039401988,8880
8881,Pile Skyline,Happy,Sacred,Raincoat,Gold Stripes,Terracotta,Pile Skyline,None,16.354031294009552,8881
8882,Rain,Happy,Terracotta,Raincoat,Mint Tranteum,Olive,SS Creature,None,27.45836661032353,8882
8883,None,Happy,Dilated,None,Sand Stripes,Clementine,Uuary,None,13.260662327858896,8883
8884,Blush,Happy,Clementine,None,Blood Orange Balseum,Blood Orange,Ercon,None,16.398518319901978,8884
8885,Rain,Singing,Third Eye,None,Aqua Arneum,Rainbow,Aqua,Curved Stripe,88.06215978508047,8885
8886,Telescope,Smirking,Aqua,Vines,Gold Polkadots,Aqua,Greenery,None,48.208919954498576,8886
8887,Pile Skyline,Happy,Moss,None,Moss Stripes,Feather,Pile Skyline,None,8.024138670490617,8887
8888,Crush,Happy,Mint,Arcith,Aqua Polkadots,Clementine,Hill Huts,None,17.186869233637083,8888
8889,Crush,Happy,Earth,Vines,Aqua Arneum,Meadow,Earth,None,18.624401206725192,8889
8890,Blush,Smirking,Blue Sacred,Cloud Suit,Blood Orange Arneum,Violet,Clementine,Cubes,93.78983772356126,8890
8891,Crush,Thermal,Sacred,Arcith,None,Thermal,Uuary,None,52.31135456850438,8891
8892,Blush,Happy,Blood Orange,None,Moss Tranteum,Aqua,Ercon,None,16.291216260153558,8892
8893,Crush,Smirking,Gold,Frux,Ocean Polkadots,Blood Orange,Fungisland,None,51.09984431202219,8893
8894,Pile Skyline,Happy,Ocean,Vines,Gold Tranteum,Scarlet,Pile Skyline,None,9.38643753521005,8894
8895,None,Happy,Earth,Cape,Clementine Arneum,Rainbow,Meadow,Gold Flower,61.93922735772392,8895
8896,Blush,Happy,Closed,Raincoat,Violet Balseum,Gold,Moss,Emanating,58.141976462136455,8896
8897,Telescope,Happy,Violet,Frux,Scarlet Stripes,Aqua,Creature Friends,None,18.720872537982434,8897
8898,Rain,Smirking,Clementine,None,Tulip Arneum,Gold,Fungisland,None,45.79000107256012,8898
8899,Crush,Happy,Terracotta,Cloud Suit,Tulip Polkadots,White,Clementine,Void,64.08453098160831,8899
8900,Rain,Happy,Black,Swulu,Tulip Tranteum,Terracotta,Aqua,Mountains,55.336950721742426,8900
8901,Rain,Happy,Black,None,Terracotta Balseum,Moss,Blood Orange,Cosmic Punch,52.6070620559669,8901
8902,Crush,Happy,Earth,Vines,Scarlet Balseum,Violet,Moss,Emanating,54.53777390181504,8902
8903,Pile Skyline,Happy,Third Eye,None,Terracotta Arneum,Cream,Pile Skyline,None,7.9704753027875235,8903
8904,None,Happy,Aqua,Oxoto,Mint Stripes,Tulip,Marius,None,18.350782724676346,8904
8905,Telescope,Happy,Olive,Swulu,None,Clementine,Cream,None,15.50294849002405,8905
8906,Blush,Singing,Aqua,Swulu,Ocean Balseum,Aqua,Aura,Emanating,85.64877855461924,8906
8907,Crush,Happy,Dilated,Oxoto,Scarlet Stripes,Sand,Rainbow,None,18.919360909341513,8907
8908,Rain,Singing,Dilated,Arcith,Ocean Polkadots,Blood Orange,Fungisland,None,52.38705169528666,8908
8909,Pile Skyline,Happy,Black,Frux,Mint Polkadots,Aqua,Pile Skyline,None,7.208746317786686,8909
8910,None,Happy,Dilated,Oxoto,Violet Tranteum,Blood Orange,Ocean,Striped Rocks,54.1515962375232,8910
8911,None,Happy,Tulip,Swirl,Mint Tranteum,Terracotta,Fungisland,None,26.187207383472373,8911
8912,Crush,Happy,Scarlet,None,Sand Balseum,Violet,Gomba,None,18.050525136321415,8912
8913,Crush,Happy,Mint,Oxoto,Terracotta Arneum,Tulip,SS Creature,None,20.796675980872063,8913
8914,Telescope,Happy,Gold,Swulu,Gold Polkadots,Moss,Moss,Liquify,54.02819452639186,8914
8915,Crush,Happy,Clementine,Frux,Tulip Stripes,Mint,Meadow,Polkadot,54.96146485720068,8915
8916,Crush,Happy,Violet,None,None,Clementine,Inciu,None,12.02179306296873,8916
8917,Crush,Happy,Meadow,Swulu,Olive Balseum,Gold,Field,None,18.077283331226717,8917
8918,None,Happy,Tulip,Vines,Mint Polkadots,Gold,Ascension,None,17.514132306322377,8918
8919,Pile Skyline,Happy,Olive,Oxoto,Aqua Stripes,Olive,Pile Skyline,None,10.341221826549978,8919
8920,None,Happy,Ocean,Frux,Aqua Tranteum,Sand,Night,Striped Rocks,55.62118804714484,8920
8921,None,Happy,Black,Arcith,Aqua Balseum,Tulip,Uuary,None,17.868116035973493,8921
8922,Pile Skyline,Happy,Aqua,Vines,Clementine Tranteum,Meadow,Pile Skyline,None,8.163465152602132,8922
8923,Blush,Happy,Clementine,Frux,Gold Stripes,Blood Orange,Scarlet,Striped Rocks,54.060431915066765,8923
8924,None,Happy,Olive,Oxoto,Gold Arneum,Aqua,Olive,Clementine Flower,54.1623443595428,8924
8925,Crush,Happy,Aqua Third Eye,Arcith,Clementine Balseum,Clementine,Stripe Room,None,17.31024680707818,8925
8926,Blush,Singing,Gold Third Eye,Arcith,Terracotta Balseum,Terracotta,Stripe Room,None,54.30175507560266,8926
8927,None,Singing,Black,Oxoto,Terracotta Arneum,Gold,Uuary,None,49.22794782611242,8927
8928,Blush,Happy,Violet,Arcith,Clementine Stripes,Sand,Gomba,None,19.681022294997288,8928
8929,Rain,Happy,Aqua,Frux,Aqua Polkadots,Aqua,Stripe Room,None,16.84355907785391,8929
8930,Pile Skyline,Happy,Gold,Vines,Clementine Tranteum,Moss,Pile Skyline,None,8.136681218487531,8930
8931,None,Smirking,Violet,Arcith,Moss Stripes,Feather,Clementine,Cosmic Punch,86.91451008255135,8931
8932,Telescope,Happy,Olive,Arcith,Aqua Arneum,Cream,Creature Friends,None,20.442632720197874,8932
8933,Clouds,Singing,Mint,Arcith,Clementine Stripes,Cream,Hill Huts,None,59.85272140086225,8933
8934,Crush,Happy,Closed,Swulu,Blood Orange Arneum,Clementine,Aqua,Cubes,51.593290779239375,8934
8935,Rain,Happy,Violet,Frux,Clementine Balseum,Gold,Night,Bullseye,53.40068244211126,8935
8936,Blush,Happy,Gold Third Eye,Oxoto,Mint Balseum,Cream,Gold,Cream Flower,56.82259605423552,8936
8937,Pile Skyline,Happy,Earth,Frux,Violet Balseum,Sand,Pile Skyline,None,8.694533275288343,8937
8938,Blush,Happy,Violet,Swulu,Ocean Balseum,Scarlet,SS Creature,None,20.464101604219046,8938
8939,Crush,Happy,Blood Orange,Frux,Clementine Polkadots,Aqua,Ercon,None,18.46881628267664,8939
8940,Pile Skyline,Thermal Screaming,Sacred,Vines,None,Thermal,Pile Skyline,None,44.05594577058155,8940
8941,Blush,Happy,Black,Swulu,Gold Stripes,Clementine,Creature Friends,None,15.829842506397481,8941
8942,Crush,Happy,Earth,Frux,Gold Arneum,Cream,Ercon,None,18.710196298924835,8942
8943,Pile Skyline,Happy,Blue Sacred,Frux,Violet Tranteum,Violet,Pile Skyline,None,10.25000010731785,8943
8944,Pile Skyline,Happy,Third Eye,Vines,Gold Arneum,Gold,Pile Skyline,None,6.817240721710973,8944
8945,Pile Skyline,Happy,Ocean,Wet,Sand Stripes,Gold,Pile Skyline,None,13.688252646582194,8945
8946,Rain,Smirking,Meadow,Swirl,Tulip Arneum,Meadow,Fungisland,None,58.99999921767998,8946
8947,Crush,Singing,Sand,Cape,Sand Polkadots,Violet,Fungisland,None,60.42672405866563,8947
8948,Crush,Happy,Gold Third Eye,Vines,Clementine Polkadots,Mint,Uuary,None,20.394400270645736,8948
8949,Telescope,Happy,Gold,Frux,Moss Balseum,Feather,Violet,Width,55.0633311712601,8949
8950,None,Happy,Violet,Oxoto,Sand Tranteum,Clementine,Earth,None,17.06888557361209,8950
8951,Pile Skyline,Singing,Moss,None,Violet Balseum,Blood Orange,Pile Skyline,None,41.68021247979142,8951
8952,Blush,Happy,Clementine,Vines,Mint Balseum,Rainbow,Inciu,None,20.099403022826536,8952
8953,None,Singing,Aqua,Swulu,Ocean Arneum,Clementine,Aqua,Polkadot,84.31875837192754,8953
8954,Rain,Happy,Black,Oxoto,Mint Arneum,Gold,Rainbow,None,16.543234966565233,8954
8955,Crush,Happy,Closed,Arcith,Gold Balseum,Olive,Mint,Olive Flower,54.553893939047036,8955
8956,Pile Skyline,Happy,Gold Third Eye,Oxoto,Olive Balseum,Aqua,Pile Skyline,None,8.469255594068903,8956
8957,Pile Skyline,Happy,Aqua,Swulu,Ocean Arneum,Scarlet,Pile Skyline,None,8.469186391299639,8957
8958,Crush,Happy,Violet,None,Blood Orange Tranteum,Violet,Rainbow,None,18.404517438802788,8958
8959,Crush,Singing,Aqua Third Eye,None,Olive Tranteum,Aqua,Ercon,None,50.12364693477546,8959
8960,Pile Skyline,Happy,Gold,Wet,Gold Arneum,Aqua,Pile Skyline,None,12.202458185279133,8960
8961,None,Happy,Aqua,Arcith,Gold Arneum,Tulip,Rainbow,None,17.36926922175837,8961
8962,Pile Skyline,Happy,Third Eye,Vines,Mint Balseum,Gold,Pile Skyline,None,7.476993422828773,8962
8963,Clouds,Smirking,Moss,Arcith,Blood Orange Stripes,Sand,Ercon,None,57.846856384950584,8963
8964,Telescope,Happy,Blood Orange,Frux,Sand Tranteum,Violet,Feather,None,21.515475231383505,8964
8965,None,Happy,Aqua,Frux,Violet Polkadots,Moss,Greenery,None,18.08797458955619,8965
8966,Pile Skyline,Happy,Aqua,Vines,Scarlet Polkadots,Moss,Pile Skyline,None,8.260029285875087,8966
8967,Telescope,Singing,Sacred,Vines,Tulip Arneum,Olive,Ascension,None,54.98290370791729,8967
8968,Blush,Smirking,Black,Swulu,Blood Orange Tranteum,Gold,Night,Polkadot,84.55473214175315,8968
8969,Crush,Singing,Dilated,Vines,Gold Arneum,Ocean,SS Creature,None,52.34414825190551,8969
8970,Pile Skyline,Happy,Aqua Third Eye,Vines,Olive Tranteum,Gold,Pile Skyline,None,7.4662678286453374,8970
8971,Telescope,Happy,Meadow,Wet,Tulip Arneum,Rainbow,Gomba,None,28.26284775838271,8971
8972,Crush,Happy,Clementine,Frux,Gold Tranteum,Moss,Night,Stripes,54.076501536121924,8972
8973,None,Happy,Scarlet,Vines,Violet Balseum,Ocean,Uuary,None,19.75617010622331,8973
8974,Blush,Happy,Blood Orange,Oxoto,Moss Polkadots,Clementine,Aura,Liquify,52.7463751514034,8974
8975,Pile Skyline,Happy,Closed,Oxoto,Gold Tranteum,Violet,Pile Skyline,None,7.9382271715515,8975
8976,Crush,Thermal,Tulip,Vines,None,Thermal,Cream,Olive Flower with Stripes,89.17710114945622,8976
8977,Blush,Happy,Clementine,Frux,Clementine Polkadots,Clementine,Tulip,Distance,51.571814919620394,8977
8978,Pile Skyline,Happy,Gold,Arcith,Ocean Stripes,Scarlet,Pile Skyline,None,7.997210425340189,8978
8979,Blush,Happy,Dilated,Frux,Violet Balseum,Ocean,Marius,None,19.289464134089602,8979
8980,None,Happy,Scarlet,Oxoto,Ocean Balseum,Ocean,Earth,None,19.922396413368787,8980
8981,Telescope,Happy,Aqua,Frux,Ocean Balseum,Moss,Ascension,None,18.94612769160386,8981
8982,Telescope,Happy,Third Eye,Oxoto,Tulip Balseum,Tulip,Gold,Meadow Flower with Stripes,56.67774798989596,8982
8983,Pile Skyline,Happy,Gold Third Eye,Oxoto,Tulip Arneum,Meadow,Pile Skyline,None,10.555744404674709,8983
8984,None,Happy,Clementine,Arcith,Gold Balseum,Clementine,Rainbow,None,14.360190076719814,8984
8985,Rain,Smirking,Sand,Cape,Violet Tranteum,Ocean,Inciu,None,59.18238471616186,8985
8986,Pile Skyline,Happy,Dilated,None,Ocean Polkadots,Clementine,Pile Skyline,None,3.6257369019387355,8986
8987,None,Happy,Gold,Swulu,Gold Balseum,Aqua,Creature Friends,None,15.851291543608731,8987
8988,Pile Skyline,Happy,Third Eye,None,Olive Tranteum,Aqua,Pile Skyline,None,5.787419136819139,8988
8989,Pile Skyline,Thermal Screaming,Aqua Third Eye,Vines,None,Thermal,Pile Skyline,None,44.08815312428487,8989
8990,Rain,Happy,Scarlet,None,Sand Tranteum,Violet,Moss,Width,53.95861870642642,8990
8991,Telescope,Happy,Sacred,Arcith,Tulip Polkadots,Terracotta,Meadow,Liquify,56.37740081185104,8991
8992,Telescope,Thermal,Aqua Third Eye,Oxoto,None,Thermal,Terracotta,Aqua Flower,89.48818303605451,8992
8993,Crush,Happy,Violet,Oxoto,Ocean Arneum,Scarlet,Gomba,None,20.394400808375106,8993
8994,Crush,Happy,Dilated,Arcith,Blood Orange Arneum,Sand,Inciu,None,18.74773855096037,8994
8995,Pile Skyline,Happy,Mint,Swulu,Tulip Polkadots,Terracotta,Pile Skyline,None,10.96342690750709,8995
8996,Crush,Happy,Meadow,None,Gold Stripes,Cream,Olive,Gold Flower with Stripes,54.65044143581157,8996
8997,Telescope,Smirking,Terracotta,Oxoto,Aqua Arneum,Gold,Marius,None,50.107587511169584,8997
8998,Crush,Happy,Meadow,Arcith,Tulip Polkadots,Terracotta,Hill Huts,None,20.587496883911854,8998
8999,Blush,Happy,Gold,Arcith,Aqua Stripes,Meadow,Inciu,None,18.2381511268621,8999
9000,Telescope,Happy,Black,Arcith,None,Mint,Olive,Mountains,51.86697576076477,9000
9001,Rain,Singing,Scarlet,Frux,Scarlet Balseum,Violet,Field,None,54.61815523617008,9001
9002,Telescope,Happy,Clementine,Oxoto,Terracotta Balseum,White,Inciu,None,20.769860934421988,9002
9003,Pile Skyline,Happy,Gold,None,Olive Stripes,Moss,Pile Skyline,None,5.937595139491555,9003
9004,Telescope,Happy,Ocean,Raincoat,Moss Balseum,Gold,Sand,Emanating,60.078109573202745,9004
9005,Pile Skyline,Happy,Clementine,Frux,Blood Orange Stripes,Gold,Pile Skyline,None,6.10915043494721,9005
9006,Crush,Happy,Earth,Vines,Violet Polkadots,Moss,Night,Cosmic Punch,54.65577258885158,9006
9007,Pile Skyline,Happy,Blood Orange,Frux,Ocean Tranteum,Gold,Pile Skyline,None,7.632518278005806,9007
9008,Telescope,Happy,Sand,Frux,Moss Balseum,Aqua,Creature Friends,None,19.048071243176203,9008
9009,Blush,Screaming,Scarlet,Frux,Moss Arneum,Violet,SS Creature,None,55.449513124527094,9009
9010,Rain,Happy,Black,Oxoto,Violet Balseum,Violet,Ercon,None,19.107078095377837,9010
9011,Clouds,Happy,Black,Oxoto,Violet Balseum,Gold,Ocean,Clouds,57.88439916971446,9011
9012,Clouds,Happy,Clementine,Frux,Aqua Balseum,Aqua,Stripe Room,None,22.453976400484823,9012
9013,Pile Skyline,Sacred,Scarlet,Arcith,Clementine Polkadots,Moss,Pile Skyline,None,44.018681382100894,9013
9014,None,Happy,Sand,Frux,Ocean Arneum,Ocean,Field,None,20.228134810824727,9014
9015,Pile Skyline,Happy,Black,Swulu,Tulip Tranteum,Aqua,Pile Skyline,None,7.144399203176137,9015
9016,Telescope,Happy,Black,Oxoto,Violet Polkadots,Moss,Scarlet,Polkadot,54.76295932374915,9016
9017,Blush,Thermal Smirking,Sacred,Frux,None,Thermal,Marius,None,54.41405570051357,9017
9018,Clouds,Happy,Ocean,Raincoat,Ocean Tranteum,Violet,Scarlet,Clouds,68.42862404696302,9018
9019,Telescope,Happy,Aqua Third Eye,Swulu,Gold Polkadots,Mint,SS Creature,None,20.415842882252978,9019
9020,Crush,Happy,Meadow,Arcith,Clementine Tranteum,Gold,Olive,Gold Flower,53.80837029580334,9020
9021,Rain,Happy,Aqua,Cape,Gold Tranteum,Gold,Olive,Olive Flower with Stripes,58.0400420319593,9021
9022,Telescope,Happy,Olive,Swulu,Clementine Tranteum,Clementine,Clementine,Olive Flower,53.60453790102564,9022
9023,Clouds,Happy,Dilated,Swirl,Sand Tranteum,Ocean,Blood Orange,Clouds,66.58368529689693,9023
9024,None,Happy,Gold,Frux,Scarlet Polkadots,Clementine,Violet,Striped Rocks,51.528928101316765,9024
9025,Telescope,Happy,Aqua,Swulu,Aqua Polkadots,Feather,Gomba,None,18.597481557624064,9025
9026,Pile Skyline,Happy,Aqua,None,Olive Stripes,Olive,Pile Skyline,None,6.103845579683476,9026
9027,Rain,Happy,Aqua,Oxoto,Gold Tranteum,Aqua,Earth,None,16.194548600640868,9027
9028,Pile Skyline,Happy,Ocean,Vines,Gold Stripes,Blood Orange,Pile Skyline,None,9.56884932658626,9028
9029,Crush,Happy,Clementine,Swirl,Blood Orange Stripes,Scarlet,Rainbow,None,24.846267971870578,9029
9030,Blush,Happy,Clementine,Arcith,Ocean Stripes,Clementine,Field,None,15.481177057978895,9030
9031,Telescope,Happy,Blue Sacred,Oxoto,Violet Tranteum,Ocean,Aqua,Liquify,55.422664277094704,9031
9032,Clouds,Happy,Scarlet,Arcith,Violet Tranteum,Aqua,Pile Skyline,None,15.094679693334545,9032
9033,Crush,Singing,Ocean,Frux,Moss Balseum,Clementine,Aqua,Liquify,87.02710198948441,9033
9034,Crush,Happy,Aqua,Swulu,Terracotta Polkadots,Tulip,Inciu,None,18.935434819848133,9034
9035,Crush,Happy,Clementine,Frux,Gold Polkadots,Clementine,Stripe Room,None,15.599174134446919,9035
9036,Blush,Singing,Moss,Swulu,Clementine Arneum,Clementine,Gold,Distance,86.49072848047312,9036
9037,Rain,Happy,Tulip,Swulu,Aqua Arneum,Meadow,Ercon,None,20.85029965781304,9037
9038,Pile Skyline,Smirking,Mint,None,Olive Stripes,Mint,Pile Skyline,None,40.11941504102447,9038
9039,Crush,Happy,Blood Orange,Swulu,Olive Balseum,Clementine,Violet,Polkadot,53.46508964047734,9039
9040,Rain,Happy,Olive,Wet,Clementine Stripes,Clementine,Hill Huts,None,23.907601054597233,9040
9041,Blush,Happy,Dilated,Arcith,Violet Tranteum,Violet,Field,None,18.46347869819809,9041
9042,Telescope,Happy,Gold Third Eye,Arcith,Mint Polkadots,Mint,Tulip,Emanating,56.07702520856955,9042
9043,Rain,Happy,Tulip,Arcith,Aqua Arneum,Mint,Meadow,Tulip Flower,56.71530848007805,9043
9044,Telescope,Happy,Blue Sacred,Arcith,Ocean Arneum,Aqua,Gold,Polkadot,53.137889863635124,9044
9045,Blush,Smirking,Third Eye,Vines,Mint Tranteum,Gold,Gomba,None,49.71606421753441,9045
9046,Telescope,Smirking,Gold Third Eye,Arcith,Gold Balseum,Meadow,Gold,Terracotta Flower,87.63309852540814,9046
9047,Rain,Happy,Violet,Oxoto,Scarlet Stripes,Scarlet,Hill Huts,None,20.2871137732568,9047
9048,Pile Skyline,Happy,Scarlet,Swulu,Moss Arneum,Violet,Pile Skyline,None,10.50212073928372,9048
9049,None,Happy,Gold,Swulu,Mint Stripes,Gold,Mint,Width,51.52357710515806,9049
9050,Crush,Happy,Clementine,Vines,Scarlet Polkadots,Moss,SS Creature,None,18.59220565341906,9050
9051,Rain,Happy,Aqua Third Eye,None,Clementine Balseum,Terracotta,Rainbow,None,18.52252363392733,9051
9052,Crush,Happy,Moss,Arcith,Scarlet Balseum,Moss,Feather,Distance,55.690918886176334,9052
9053,Pile Skyline,Happy,Scarlet,Vines,Ocean Polkadots,Scarlet,Pile Skyline,None,9.917448251594813,9053
9054,None,Sacred,Mint,Oxoto,Clementine Arneum,Meadow,Tulip,Liquify,90.2609937596159,9054
9055,Pile Skyline,Happy,Earth,Vines,Violet Stripes,Feather,Pile Skyline,None,8.544347077786233,9055
9056,Rain,Thermal Singing,Closed,Swulu,None,Thermal,Gomba,None,52.83185750336895,9056
9057,Blush,Happy,Black,None,Blood Orange Tranteum,Feather,Clementine,Polkadot,51.92055867088954,9057
9058,Telescope,Singing,Closed,Frux,Mint Stripes,Mint,Stripe Room,None,53.207597631980995,9058
9059,Telescope,Happy,Ocean,Arcith,Ocean Stripes,Moss,Aura,None,19.938597451385814,9059
9060,Pile Skyline,Happy,Sand,None,Ocean Polkadots,Moss,Pile Skyline,None,7.718395975724455,9060
9061,Pile Skyline,Happy,Gold Third Eye,None,Aqua Stripes,Meadow,Pile Skyline,None,7.793424160383745,9061
9062,Blush,Singing,Sand,Swulu,Ocean Stripes,Scarlet,Scarlet,Distance,90.019614282645,9062
9063,Blush,Singing,Black,Vines,Gold Stripes,Mint,Aqua,Terracotta Flower,87.92271045181208,9063
9064,Clouds,Singing,Dilated,Vines,Terracotta Stripes,Meadow,Meadow,Clouds,94.22954680705669,9064
9065,Telescope,Screaming,Moss,None,Ocean Tranteum,Clementine,Blood Orange,Striped Rocks,85.89013550434933,9065
9066,None,Thermal,Closed,None,None,Thermal,Marius,None,48.09026734270576,9066
9067,None,Singing,Earth,Vines,Sand Balseum,Gold,Blood Orange,Distance,84.89793288068329,9067
9068,Crush,Happy,Violet,Vines,Ocean Stripes,Clementine,Rainbow,None,17.73400374350069,9068
9069,Crush,Happy,Tulip,Swulu,Clementine Arneum,Tulip,Aura,Cosmic Pinch,56.60268868170842,9069
9070,Crush,Happy,Blue Sacred,Swulu,Moss Tranteum,Sand,Hill Huts,None,20.53920328574287,9070
9071,Crush,Happy,Terracotta,Vines,Terracotta Tranteum,Tulip,Inciu,None,20.89324976660153,9071
9072,None,Happy,Dilated,Frux,Tulip Tranteum,Clementine,Marius,None,15.915674606308775,9072
9073,Pile Skyline,Smirking,Scarlet,Wet,Gold Polkadots,Scarlet,Pile Skyline,None,47.4887614773863,9073
9074,Crush,Happy,Closed,Frux,Gold Polkadots,Aqua,Moss,Emanating,52.30124105573062,9074
9075,None,Screaming,Sacred,Vines,Terracotta Stripes,Terracotta,Tulip,Terracotta with Stripes,91.12445118646131,9075
9076,Rain,Happy,Black,Vines,Ocean Balseum,Gold,Uuary,None,16.307224179264054,9076
9077,Pile Skyline,Happy,Moss,None,Aqua Polkadots,Blood Orange,Pile Skyline,None,7.466302164856517,9077
9078,Pile Skyline,Happy,Aqua,Arcith,Gold Stripes,Feather,Pile Skyline,None,7.326707990205403,9078
9079,None,Singing,Black,None,Tulip Tranteum,Aqua,Gold,Terracotta with Stripes,83.92188300715121,9079
9080,Blush,Happy,Clementine,Cape,Olive Tranteum,Olive,Stripe Room,None,24.980362023934465,9080
9081,Rain,Sacred,Sand,Arcith,Olive Tranteum,Clementine,Sand,Curved Stripe,87.55801669307567,9081
9082,Blush,Smirking,Blue Sacred,Frux,Sand Balseum,Sand,Blood Orange,Distance,88.16939962563525,9082
9083,None,Singing,Black,None,Terracotta Balseum,Violet,Gomba,None,49.89304293674631,9083
9084,Telescope,Happy,Sacred,None,Aqua Arneum,Olive,SS Creature,None,18.501020952496,9084
9085,Crush,Happy,Olive,None,Tulip Balseum,Mint,Earth,None,18.495631868404022,9085
9086,Clouds,Thermal Smirking,Black,Vines,None,Thermal,Aqua,Clouds,93.21563285784377,9086
9087,Pile Skyline,Happy,Violet,Arcith,Terracotta Tranteum,Violet,Pile Skyline,None,9.41330248892305,9087
9088,Telescope,Happy,Scarlet,None,Gold Tranteum,Moss,Earth,None,17.256641912323943,9088
9089,None,Happy,Dilated,Swulu,Violet Stripes,Scarlet,Rainbow,None,18.463485671414446,9089
9090,Rain,Smirking,Violet,Oxoto,Moss Balseum,Blood Orange,Earth,None,52.8482784722219,9090
9091,Telescope,Happy,Black,Arcith,Sand Polkadots,Aqua,Fungisland,None,16.70410115794291,9091
9092,Crush,Thermal,Gold Third Eye,Arcith,None,Thermal,Gold,Aqua Flower,88.16884768049188,9092
9093,Blush,Smirking,Clementine,Swirl,Sand Stripes,Moss,Uuary,None,56.60796351176448,9093
9094,Pile Skyline,Happy,Closed,Swulu,Violet Arneum,Clementine,Pile Skyline,None,5.9482091435189375,9094
9095,Pile Skyline,Happy,Moss,Vines,Gold Tranteum,Aqua,Pile Skyline,None,7.525229621959706,9095
9096,Clouds,Happy,Scarlet,Cape,Gold Tranteum,Violet,Pile Skyline,None,22.882767316002113,9096
9097,Blush,Happy,Violet,Oxoto,Moss Arneum,Moss,Moss,Cubes,56.388122113963426,9097
9098,Pile Skyline,Singing,Ocean,Frux,Blood Orange Balseum,Sand,Pile Skyline,None,44.46382567343689,9098
9099,Pile Skyline,Happy,Mint,Frux,Tulip Stripes,Clementine,Pile Skyline,None,8.211773778020817,9099
9100,Clouds,Happy,Clementine,Swulu,Gold Balseum,Violet,Greenery,None,23.816343931196727,9100
9101,Pile Skyline,Smirking,Closed,None,Olive Polkadots,Terracotta,Pile Skyline,None,38.569318516615645,9101
9102,Telescope,Happy,Gold,Vines,Ocean Balseum,Aqua,Moss,None,17.835960172953193,9102
9103,Telescope,Happy,Gold Third Eye,Arcith,Clementine Tranteum,Gold,Creature Friends,None,17.235137624491607,9103
9104,Crush,Happy,Terracotta,Wet,Tulip Tranteum,Terracotta,Greenery,None,27.249198241635792,9104
9105,Crush,Happy,Olive,None,Olive Tranteum,Cream,Gold,Meadow Flower,54.344730389919526,9105
9106,Blush,Singing,Terracotta,None,Mint Stripes,Gold,Clementine,Dive,85.30558640066471,9106
9107,Pile Skyline,Smirking,Moss,None,Gold Stripes,Scarlet,Pile Skyline,None,39.1539802601955,9107
9108,None,Thermal Singing,Mint,Oxoto,None,Thermal,Marius,None,53.73830795518864,9108
9109,Crush,Happy,Third Eye,Wet,Clementine Arneum,Gold,Earth,None,23.526833923678932,9109
9110,Pile Skyline,Happy,Scarlet,Arcith,Ocean Polkadots,Clementine,Pile Skyline,None,6.978092426664194,9110
9111,Crush,Singing,Dilated,Swulu,Scarlet Arneum,Blood Orange,Rainbow,None,53.03601281999345,9111
9112,Rain,Smirking,Mint,Vines,Aqua Arneum,Olive,Aqua,Distance,87.79935272613348,9112
9113,Blush,Happy,Mint,Arcith,Aqua Stripes,Clementine,Marius,None,17.20294313878546,9113
9114,Blush,Happy,Clementine,Swulu,Gold Stripes,Meadow,Greenery,None,18.27035955566695,9114
9115,Clouds,Happy,Black,Frux,Gold Balseum,Clementine,Gomba,None,21.61186716920931,9115
9116,Pile Skyline,Happy,Earth,Cape,Sand Tranteum,Aqua,Pile Skyline,None,12.878323407205905,9116
9117,Crush,Happy,Aqua Third Eye,Swulu,Aqua Arneum,Aura,Marius,None,22.78129097064025,9117
9118,Pile Skyline,Happy,Terracotta,Arcith,Olive Arneum,Cream,Pile Skyline,None,10.341221293226274,9118
9119,Blush,Happy,Moss,Cape,Scarlet Stripes,Blood Orange,Ercon,None,26.45003000596956,9119
9120,Pile Skyline,Happy,Closed,None,Ocean Polkadots,Gold,Pile Skyline,None,3.545334659722738,9120
9121,Rain,Thermal,Gold Third Eye,Arcith,None,Thermal,Gomba,None,52.515184819985215,9121
9122,Blush,Happy,Mint,None,Aqua Balseum,Mint,Ascension,None,18.259711743393847,9122
9123,Blush,Smirking,Gold Third Eye,Vines,Gold Tranteum,Olive,Olive,Aqua Flower,88.81835431259269,9123
9124,Crush,Happy,Earth,Oxoto,Ocean Balseum,Sand,Blood Orange,Emanating,54.48412394674467,9124
9125,Rain,Smirking,Third Eye,Cloud Suit,Clementine Stripes,Mint,Marius,None,58.72650142896434,9125
9126,Crush,Happy,Clementine,Oxoto,Terracotta Tranteum,Aqua,Uuary,None,16.457411986024894,9126
9127,Pile Skyline,Happy,Closed,Vines,Ocean Stripes,Aqua,Pile Skyline,None,6.67238406501334,9127
9128,Clouds,Screaming,Ocean,Swulu,Gold Arneum,Ocean,Feather,Clouds,96.52483173331109,9128
9129,Telescope,Smirking,Clementine,Vines,Violet Balseum,Aqua,Marius,None,48.954435014314605,9129
9130,Rain,Singing,Dilated,Vines,Clementine Stripes,Clementine,SS Creature,None,49.96277109106033,9130
