,Background,Pattern,Skin,Clothes,Nose,Eyes,Hat,Type,Tattoo,Mouth,Skeleton,Goldchain,Rarity score,Token Id
7303,Light Orange,Aztec Patterns,Yellow,Bandana Red,Normal,Cyclop Eye,None,Skeleton,None,Cigarette,Painted Skeleton,None,45.98767994679176,7303
7304,Light Red,None,Aquamarine,Samurai Black,Normal,Pirate Patch Bloodshot,None,Skeleton,None,Special Cigarette,None,None,35.24237622364695,7304
7305,Light Red,None,Aquamarine,Bathrobe Pink,Normal,Cyclop Eye,Hippie Hat,Skeleton,None,None,Painted Skeleton,None,29.783167929682612,7305
7306,Grey,Aztec Patterns,None,Hoodie Blue B&B,Normal,Laser Eyes,Metal Spikes Mohawk,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,59.01633366908025,7306
7307,Light Orange,None,Black,Admirals Coat White ,Normal,Heart Glasses,Beret French,Skeleton,Big Tattoos,None,None,Gold Chain Skull,53.225974932170296,7307
7308,Blue,Aztec Patterns,None,DBZ Outfit,Normal,Happy Eyes,Rat Ears,Zombie,Small Tattoos,None,None,Gold Chain GM,62.95454484785993,7308
7309,Blue,Flower Pattern,Red,Clown Outfit,Normal,Cool Shades,Shell Blue,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.933811757933285,7309
7310,Grey,Flower Pattern,Blue,Bandana Blue,Normal,Retro Cartoon Eyes,Knitted Beanie Red,Skeleton,None,None,None,Gold Chain Skull,36.70937739114471,7310
7311,Light Red,Flower Pattern,Black,Tank Top Blue B&B,Normal,Pirate Patch Bloodshot,Bandana Dark,Skeleton,Small Tattoos,None,None,None,29.13421961437833,7311
7312,Light Red,None,None,Freedy Tank Top,Normal,Happy Eyes,None,Zombie,None,None,None,None,19.921061969076145,7312
7313,Green,Aztec Patterns,Aquamarine,Hoodie Green B&B,Normal,Retro Cartoon Eyes,Flower Crown Blue,Skeleton,None,None,None,None,15.860191706795998,7313
7314,Light Red,Flower Pattern,Red,Rick Outfit,Normal,Cute Spider Eyes,Cap B&B Purple,Skeleton,None,None,Painted Skeleton,None,29.710138448547813,7314
7315,Purple,Flower Pattern,None,Dress Pink,Normal,Exasperated Eyes,Bucket Hat Flower,Skeleton,None,None,Painted Skeleton,None,23.01992752491511,7315
7316,Beige,Flower Pattern,Aquamarine,Bandana Blue,Normal,Aviator Glasses,Sea Captain's Hat,Skeleton,Small Tattoos,None,None,None,27.856005230468806,7316
7317,Purple,Aztec Patterns,Red,Bandana Red,Normal,Retro Cartoon Eyes,Sangoku,Skeleton,Small Tattoos,None,None,None,24.48428031283054,7317
7318,Light Red,None,Yellow,Butler Outfit,Normal,Dead Eyes,Pot Hat,Skeleton,Big Tattoos,None,None,None,24.105902116057248,7318
7319,Light Red,Flower Pattern,Blue,Synthetic Cool Cat Fur Coat,Normal,Strider Glasses,Knitted Beanie Red,Skeleton,None,None,None,None,15.152564160044374,7319
7320,Beige,None,None,Hoodie Grey CM,Normal,Heart Eyes,Dread Short Red,Devil,Big Tattoos,None,None,None,38.15342879428535,7320
7321,Grey,Aztec Patterns,None,Hoodie Black POM,Normal,Bored Eyes,None,Zombie,None,None,None,None,23.65384525449491,7321
7322,Blue,None,None,T Grey POM,Normal,Sad Eyes,Roman Helmet,Robot,None,None,None,None,28.303899027481723,7322
7323,Light Orange,None,Red,Samurai Black,Normal,Exasperated Eyes,Metal Spikes Mohawk,Skeleton,None,None,Painted Skeleton,None,27.02579530959203,7323
7324,Aquamarine,None,None,Bandana Blue,Normal,3D Glasses,Knitted Beanie Orange,Zombie,None,None,None,None,26.16078636751794,7324
7325,Beige,Flower Pattern,Red,Armor Blue,Normal,Exasperated Eyes,Dread Short Red,Skeleton,None,None,None,None,13.923817340710967,7325
7326,Light Red,None,Blue,Tank Top Pink CM,Normal,Dead Eyes,Biker Helmet Blue Spikes CM,Skeleton,None,Cigarette,None,None,33.70503151964681,7326
7327,Light Red,None,Blue,Clown Outfit,Normal,Sad Eyes,Cap POM Black,Skeleton,Small Tattoos,None,None,Gold Chain Skull,48.08145049488232,7327
7328,Blue,Flower Pattern,Blue,Sweater Pink CM,Normal,Logo Eyes,Manga Hair  Blue,Skeleton,None,None,None,None,15.586414362589847,7328
7329,Beige,Aztec Patterns,None,Denim Overalls,Normal,Exasperated Eyes,Sport Headband,Devil,Small Tattoos,None,None,None,38.81147197794788,7329
7330,Grey,Aztec Patterns,None,Synthetic Cool Cat Fur Coat,Normal,Cyclop Eye,Flower Hat,Skeleton,None,None,None,None,8.423980961302362,7330
7331,Blue,None,Aquamarine,Bandana Red,Normal,Exasperated Eyes,None,Skeleton,Big Tattoos,None,None,Gold Chain Skull,45.95903354894626,7331
7332,Green,Aztec Patterns,None,Hoodie Grey CM,Normal,Dead Eyes,Bandana Dark,Skeleton,None,None,Painted Skeleton,None,23.145109939466934,7332
7333,Green,None,Blue,Tank Top Blue B&B,Normal,Square Shades,Cowboy Hat,Skeleton,None,Cigarette,Painted Skeleton,None,48.922631644670744,7333
7334,Beige,None,Blue,Bathrobe Pink,Normal,Hero Mask,Party Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,38.05741082550485,7334
7335,Grey,None,None,Dress Blue,Normal,Aviator Glasses,Chef's Hat,Zombie,None,None,None,None,25.916183080491717,7335
7336,Light Red,None,None,Tank Top Blue B&B,Normal,Sad Eyes,Biker Helmet Blue Spikes CM,Skeleton,Big Tattoos,None,Painted Skeleton,None,32.01369465983266,7336
7337,Grey,None,Red,Badass Leather Jacket,Normal,Retro Cartoon Eyes,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,32.30706076593393,7337
7338,Grey,Aztec Patterns,Yellow,Rick Outfit,Normal,Happy Eyes,Flower Blue,Skeleton,None,None,Painted Skeleton,None,26.90911570238605,7338
7339,Beige,Aztec Patterns,Red,Bear Fur,Normal,Regular Glasses,Party Hat,Skeleton,Big Tattoos,None,None,None,25.602367668443176,7339
7340,Aquamarine,None,None,Bathrobe White,Normal,Cute Spider Eyes,Biker Helmet Black Spikes POM,Devil,None,None,None,None,28.461159562799565,7340
7341,Green,None,None,Work Outfit Red,Normal,Happy Eyes,Dread Long Red,Skeleton,Big Tattoos,None,None,None,16.032184009224327,7341
7342,Grey,None,Blue,Armor Black,Normal,Happy Eyes,Deer Horns,Skeleton,None,None,Painted Skeleton,None,25.520482994062682,7342
7343,Green,None,None,T Pink B&B,Normal,Retro Cartoon Eyes,Octopus,Devil,Small Tattoos,None,None,None,36.18815181792293,7343
7344,Purple,None,Yellow,Sweater Pink CM,Normal,Fantasia Eyes,Rick Hair,Skeleton,Big Tattoos,None,None,None,25.389927837381865,7344
7345,Grey,Aztec Patterns,None,Denim Overalls,Normal,Square Shades,Knight Helmet,Devil,Small Tattoos,None,None,None,40.59041950970639,7345
7346,Purple,Aztec Patterns,None,Tank Top Blue B&B,Clown,Exasperated Eyes,None,Devil,None,None,Painted Skeleton,None,67.90639913541696,7346
7347,Green,Flower Pattern,Blue,Denim Overalls,Normal,Bloodshot,Flower Blue,Skeleton,Big Tattoos,None,None,None,25.512040759067794,7347
7348,Light Red,Aztec Patterns,None,Shaolin Outfit,Normal,Angry Eyes,Biker Helmet Black Spikes POM,Skeleton,Small Tattoos,None,Painted Skeleton,None,34.051713677043935,7348
7349,Light Orange,None,Red,Bear Fur,Normal,Cute Eyes,Dread Short Blond,Skeleton,Big Tattoos,None,Painted Skeleton,None,38.930863728333016,7349
7350,Beige,Aztec Patterns,Blue,Shaolin Outfit,Normal,Crazy Eyes,Laurel Wreath,Skeleton,Big Tattoos,None,None,None,26.336089292232867,7350
7351,Blue,Flower Pattern,None,Hoodie Blue B&B,Normal,Pirate Patch Exasperated,Halo,Zombie,None,None,None,None,28.47262409035843,7351
7352,Beige,Aztec Patterns,None,Pope Robe,Normal,Cute Spider Eyes,Flower Blue,Skeleton,None,Special Cigarette,None,None,31.780858502946025,7352
7353,Grey,None,Blue,Tank Top Pink CM,Normal,Sad Eyes,Mummy,Skeleton,Small Tattoos,None,None,None,23.293530714767986,7353
7354,Light Orange,Flower Pattern,Red,Denim Overalls,Normal,Pirate Patch Bloodshot,Savage Hair Red,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.054551004617856,7354
7355,Light Orange,None,Yellow,Armor Blue,Normal,Retro Cartoon Eyes,Savage Hair Red,Skeleton,Small Tattoos,None,None,None,21.342712618973156,7355
7356,Blue,Flower Pattern,Yellow,Pope Robe,Normal,Retro Cartoon Eyes,Beret French,Skeleton,None,None,None,None,13.475402251541398,7356
7357,Aquamarine,Aztec Patterns,None,T Grey POM,Normal,Monocle,None,Skeleton,None,None,None,None,5.497564935018787,7357
7358,Light Red,None,Yellow,Admirals Coat Black,Normal,Spider Eyes,Shell Red,Skeleton,None,None,None,None,14.087047659757221,7358
7359,Light Orange,Aztec Patterns,Aquamarine,Clown Outfit,Normal,Dead Eyes,Manga Hair  Dark,Skeleton,Big Tattoos,None,None,None,28.158836924014857,7359
7360,Grey,None,None,Synthetic Cool Cat Fur Coat,Normal,Pirate Patch Exasperated,Cap B&B Purple,Robot,None,None,None,Gold Chain Skull,53.12633509525262,7360
7361,Beige,None,Blue,Tank Top Grey POM,Normal,Crazy Eyes,Roman Helmet,Skeleton,None,None,None,None,12.596178490327631,7361
7362,Green,Flower Pattern,None,Tank Top Blue B&B,Normal,Strider Glasses,Sport Headband,Skeleton,None,None,None,None,8.787933189444098,7362
7363,Light Red,Flower Pattern,None,Dress Pink,Normal,Aviator Glasses,Dread Long Brown,Zombie,Small Tattoos,None,None,None,38.63076339813408,7363
7364,Beige,None,Red,Sweater Green CM,Normal,Happy Eyes,Savage Hair Red,Skeleton,None,None,Painted Skeleton,None,23.913233909259233,7364
7365,Grey,Flower Pattern,Yellow,Work Outfit Blue,Normal,Bloodshot,None,Skeleton,None,None,None,None,10.266630076202956,7365
7366,Green,None,None,Bandana Blue,Normal,Angry Eyes,None,Skeleton,None,None,None,None,2.376088631322771,7366
7367,Beige,None,Blue,Bear Fur,Normal,Cool Shades,Savage Hair Red,Skeleton,None,None,None,Gold Chain Skull,37.067686318916216,7367
7368,Grey,Aztec Patterns,Blue,Roman Soldier Armor,Normal,Cute Spider Eyes,Savage Hair Red,Skeleton,None,None,Painted Skeleton,None,29.89065656368437,7368
7369,Aquamarine,None,None,Hoodie Blue B&B,Normal,Retro Cartoon Eyes,Knitted Beanie Orange,Robot,Small Tattoos,None,None,None,36.84905945070167,7369
7370,Light Orange,Flower Pattern,Aquamarine,Fake Shaolin Outfit,Normal,Exasperated Eyes,Top Hat,Skeleton,None,None,None,None,16.7220522281095,7370
7371,Grey,Flower Pattern,Black,Armor Black,Normal,Bloodshot,Pirate Hat CM,Skeleton,None,None,Painted Skeleton,None,32.81689345502767,7371
7372,Purple,Flower Pattern,Yellow,Roman Soldier Armor,Normal,Pirate Patch Bloodshot,Knitted Beanie Orange,Skeleton,None,Tongue,None,None,38.517673408536716,7372
7373,Blue,None,Blue,Clown Outfit,Normal,Monocle,Clown Hair Red,Skeleton,Small Tattoos,None,None,None,24.760993469474148,7373
7374,Aquamarine,None,None,Tank Top Blue B&B,Normal,Blue Beam,Pyramid Hat,Skeleton,None,Special Cigarette,None,Gold Chain Skull,55.46184764574811,7374
7375,Light Red,Aztec Patterns,Aquamarine,Bandana Red,Normal,Retro Cartoon Eyes,Dread Short Red,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.62235405632888,7375
7376,Blue,Aztec Patterns,Rainbow,Sheriff Outfit,Normal,Heart Eyes,None,Skeleton,None,None,None,None,15.487510386466546,7376
7377,Light Red,None,Red,Butler Outfit,Normal,Pirate Patch Evil Morty,Beanie Cap,Skeleton,None,None,None,None,13.80460529860224,7377
7378,Light Orange,Flower Pattern,None,Butler Outfit,Normal,Cyclop Eye,Cap POM Black,Zombie,Small Tattoos,Cigarette,None,None,59.344723385249424,7378
7379,Beige,Flower Pattern,Red,Tank Top Grey POM,Normal,Bloodshot,Dread Short Blond,Skeleton,Small Tattoos,None,None,None,24.309549658467038,7379
7380,Light Red,None,Red,Hoodie Red CM,Normal,3D Glasses,Party Hat,Skeleton,Small Tattoos,Cigarette,Painted Skeleton,None,59.013032437410004,7380
7381,Light Orange,Flower Pattern,Yellow,Galactical Emperor Suit,Normal,Retro Cartoon Eyes,Sport Headband,Skeleton,None,None,None,None,13.166765917751,7381
7382,Light Red,Flower Pattern,Blue,Bandana Red,Normal,Dia De Los Muertos Eyes,None,Skeleton,Small Tattoos,None,Painted Skeleton,None,36.55783908641796,7382
7383,Light Orange,None,Aquamarine,T Pink B&B,Normal,Cyclop Eye,Headband Red,Skeleton,None,None,None,Gold Chain Skull,38.46520188064173,7383
7384,Green,None,Yellow,Hoodie Black POM,Normal,Sad Eyes,Super Saiyan,Skeleton,None,None,None,None,12.90777277651827,7384
7385,Green,None,Yellow,Butler Outfit,Normal,Exasperated Eyes,Kitty Red Bow,Skeleton,None,None,None,None,12.441877948752849,7385
7386,Grey,Aztec Patterns,None,T Grey POM,Normal,Square Shades,Knitted Beanie Red,Devil,None,None,None,None,29.01146803721595,7386
7387,Light Red,None,Blue,Badass Leather Jacket,Normal,Bloodshot,Kitty Red Bow,Skeleton,Small Tattoos,None,Painted Skeleton,None,37.760430073828324,7387
7388,Aquamarine,Flower Pattern,Blue,Sweater Green CM,Normal,Sad Eyes,Flower Blue,Skeleton,None,None,Painted Skeleton,None,29.177289031014215,7388
7389,Blue,Flower Pattern,Yellow,T Grey POM,Normal,John Glasses,Clown Hair Blue,Skeleton,None,Cigarette,None,None,36.37186404883198,7389
7390,Grey,Aztec Patterns,Blue,Dress Pink,Normal,Bored Eyes,None,Skeleton,Small Tattoos,None,None,None,21.38625730327774,7390
7391,Grey,None,None,Fake Shaolin Outfit,Normal,Happy Eyes,Flower Blue,Skeleton,None,None,None,None,3.712659288695705,7391
7392,Green,Aztec Patterns,Yellow,Denim Overalls,Normal,Bloodshot,None,Skeleton,None,None,None,None,10.499547781090955,7392
7393,Purple,Flower Pattern,Yellow,Sweater Green CM,Normal,Dead Eyes,Flower Blue,Skeleton,None,None,Painted Skeleton,None,29.20641386625722,7393
7394,Green,Aztec Patterns,None,Roman Soldier Armor,Normal,Retro Skull Eyes,Laurel Wreath,Skeleton,Small Tattoos,None,None,None,20.851016700366383,7394
7395,Light Red,Flower Pattern,Blue,King Robe,Normal,Cool Shades,Knitted Beanie Red,Skeleton,Big Tattoos,None,Painted Skeleton,None,41.0677634469865,7395
7396,Light Orange,Flower Pattern,Blue,Hoodie Pink CM,Normal,Retro Skull Eyes,None,Skeleton,None,Tongue,None,None,34.19691878603518,7396
7397,Aquamarine,Aztec Patterns,Blue,Caesar Outfit,Normal,Happy Eyes,Chef's Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.2975482143632,7397
7398,Aquamarine,None,Blue,Denim Overalls,Normal,Cute Eyes,Arrow,Skeleton,Small Tattoos,None,None,None,23.92244760965476,7398
7399,Grey,Flower Pattern,Blue,Samurai Black,Normal,Cyclop Eye,Manga Hair  Dark,Skeleton,Small Tattoos,None,None,None,24.86859887071482,7399
7400,Green,Flower Pattern,Aquamarine,Leather Jacket,Normal,Strider Glasses,Top Hat,Skeleton,Big Tattoos,Cigarette,Painted Skeleton,None,64.8791453554252,7400
7401,Grey,Aztec Patterns,None,Tank Top Grey POM,Normal,Thug Life Glasses,Ninja Balaclava,Zombie,Small Tattoos,None,None,None,39.06166672200842,7401
7402,Beige,None,None,Hoodie Blue B&B,Normal,John Glasses,Sangoku,Robot,None,None,None,None,28.55431568596427,7402
7403,Light Orange,Flower Pattern,Blue,Bathrobe White,Normal,Retro Skull Eyes,None,Skeleton,None,None,None,Gold Chain Skull,36.49393504486956,7403
7404,Aquamarine,Aztec Patterns,Red,Hoodie Pink CM,Normal,Exasperated Eyes,Sport Headband,Skeleton,Big Tattoos,None,None,None,25.54702061524748,7404
7405,Light Red,Aztec Patterns,None,Badass Leather Jacket,Normal,Retro Cartoon Eyes,Dread Long Blond,Zombie,None,None,None,None,26.157900650300142,7405
7406,Blue,Aztec Patterns,Blue,Sweater Pink CM,Normal,Angry Eyes,Party Hat,Skeleton,None,None,Painted Skeleton,None,29.04626033862699,7406
7407,Beige,Flower Pattern,Black,Tank Top Pink CM,Normal,Heart Eyes,Savage Hair Dark,Skeleton,None,Tongue,None,None,39.90358318193524,7407
7408,Light Orange,None,Yellow,Badass Leather Jacket,Clown,Bored Eyes,Savage Hair Dark,Skeleton,None,None,None,Gold Chain GM,66.3347251060665,7408
7409,Beige,Aztec Patterns,Red,Tank Top Blue B&B,Normal,Retro Cartoon Eyes,None,Skeleton,None,None,None,None,8.2458487561146,7409
7410,Light Orange,Flower Pattern,None,Clown Outfit,Normal,Retro Cartoon Eyes,Kitty Red Bow,Skeleton,None,Tongue,None,Gold Chain Skull,53.88378368448748,7410
7411,Blue,None,Yellow,Admirals Coat Red,Normal,Retro Cartoon Eyes,Clown Hair Red,Skeleton,None,None,None,None,11.536294780971513,7411
7412,Light Red,None,None,None,Normal,3D Glasses,None,Skeleton,None,None,Painted Skeleton,None,17.29560486616297,7412
7413,Green,None,Blue,Clown Outfit,Normal,Happy Eyes,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,32.857375643648325,7413
7414,Blue,None,Rainbow,Dress Pink,Normal,Angry Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,Tongue,None,None,49.51703924701522,7414
7415,Purple,Flower Pattern,None,Clown Outfit,Normal,Spider Eyes,Ninja Balaclava,Skeleton,Big Tattoos,None,None,None,21.788603424977325,7415
7416,Green,None,Yellow,Samurai Blue,Normal,Happy Eyes,Biker Helmet Green Goggles,Skeleton,Big Tattoos,None,None,None,22.37635692088983,7416
7417,Grey,None,Red,Hoodie Blue B&B,Clown,Happy Eyes,None,Skeleton,Small Tattoos,None,Painted Skeleton,None,59.21060457779439,7417
7418,Grey,Flower Pattern,Yellow,T Pink B&B,Normal,Exasperated Eyes,Biker Helmet Black Spikes POM,Skeleton,Small Tattoos,None,None,None,24.268843510269217,7418
7419,Light Red,Flower Pattern,None,Bathrobe White,Normal,Cool Shades,Ninja Balaclava,Skeleton,Small Tattoos,None,None,None,19.974622745275102,7419
7420,Green,Flower Pattern,Blue,Admirals Coat White ,Normal,Dead Eyes,Shell Green,Skeleton,None,None,Painted Skeleton,None,30.129413856021692,7420
7421,Green,None,None,Leather Jacket,Normal,Dia De Los Muertos Eyes,Headphones,Skeleton,Big Tattoos,None,None,None,18.59158004549333,7421
7422,Grey,Aztec Patterns,Red,Fake Shaolin Outfit,Normal,Aviator Glasses,Manga Hair  Dark,Skeleton,None,None,None,None,14.648872784079463,7422
7423,Light Orange,Flower Pattern,Rainbow,Sheriff Outfit,Normal,Happy Eyes,None,Skeleton,Big Tattoos,Cigarette,None,None,45.417640540050684,7423
7424,Beige,None,Aquamarine,Sheriff Outfit,Normal,Happy Eyes,None,Skeleton,None,None,None,None,8.708966220792822,7424
7425,Light Orange,None,None,Badass Leather Jacket,Normal,Heart Glasses,Metal Spikes,Devil,Big Tattoos,None,None,None,39.44033295676393,7425
7426,Aquamarine,None,None,Synthetic Cool Cat Fur Coat,Normal,Exasperated Eyes,Knitted Beanie Red,Skeleton,Big Tattoos,Special Cigarette,None,None,40.29976086679004,7426
7427,Light Orange,None,Black,Bandana Blue,Normal,Bored Eyes,Dread Short Brown,Skeleton,None,None,None,None,16.320407722114766,7427
7428,Light Orange,None,Red,Admirals Coat Black,Normal,Square Shades,Cap B&B Purple,Skeleton,Big Tattoos,None,None,None,24.88913819502138,7428
7429,Beige,Aztec Patterns,None,Sweater Pink CM,Normal,Visor Rick Eyes,Metal Spikes,Zombie,Big Tattoos,None,None,None,39.36446026779896,7429
7430,Grey,Flower Pattern,None,Synthetic Cool Cat Fur Coat,Normal,Strider Glasses,Knitted Beanie Red,Zombie,Small Tattoos,None,None,None,38.29885375826334,7430
7431,Light Red,Aztec Patterns,None,Rick Outfit,Normal,Retro Cartoon Eyes,Flower Crown Pink,Devil,None,None,None,None,28.05064237457809,7431
7432,Grey,None,Blue,Sweater Pink CM,Normal,Retro Cartoon Eyes,Bandana Blue,Skeleton,None,None,None,None,10.511350742509089,7432
7433,Light Orange,None,Yellow,Admirals Coat Blue,Normal,Dia De Los Muertos Eyes,None,Skeleton,Big Tattoos,None,None,None,21.048627488955756,7433
7434,Grey,Flower Pattern,Red,T Grey POM,Normal,Bloodshot,Kitty Red Bow,Skeleton,None,None,None,None,13.95001947477611,7434
7435,Grey,Flower Pattern,Red,Dress Pink,Normal,Retro Cartoon Eyes,Dread Short Dark,Skeleton,Big Tattoos,None,Painted Skeleton,None,38.31344691340178,7435
7436,Grey,None,None,Bandana Red,Normal,Pirate Patch Peaceful,Feather,Zombie,None,None,None,None,25.965690841920065,7436
7437,Aquamarine,None,Red,Butler Outfit,Normal,Regular Glasses,None,Skeleton,Big Tattoos,None,None,None,20.739961739526443,7437
7438,Green,Aztec Patterns,Rainbow,Armor Blue,Normal,Fantasia Eyes,Knitted Beanie Orange,Skeleton,None,None,None,None,19.9686698787424,7438
7439,Light Orange,Flower Pattern,None,Hoodie Red CM,Normal,Hero Mask,Ninja Balaclava,Skeleton,None,Tongue,Painted Skeleton,None,46.46880591174607,7439
7440,Light Red,Aztec Patterns,Yellow,Hoodie Blue B&B,Normal,Cyclop Eye,Top Hat,Skeleton,Small Tattoos,Tongue,None,None,47.685587005783894,7440
7441,Green,Flower Pattern,Rainbow,Dress Blue,Normal,Visor Retro Cartoon Eyes,Chef's Hat,Skeleton,Small Tattoos,None,None,None,30.64827819827129,7441
7442,Blue,Aztec Patterns,Aquamarine,Samurai Blue,Normal,Happy Eyes,Beret Green,Skeleton,None,Cigarette,None,None,36.84063934552487,7442
7443,Purple,None,None,T Pink B&B,Normal,Retro Skull Eyes,None,Devil,Big Tattoos,Tongue,Painted Skeleton,None,72.96611127296917,7443
7444,Light Red,Flower Pattern,None,Denim Overalls,Normal,Cyclop Eye,Rat Ears,Skeleton,Big Tattoos,None,Painted Skeleton,None,33.99637651627102,7444
7445,Grey,Flower Pattern,Black,Bear Fur,Normal,Dia De Los Muertos Eyes,Dread Long Blond,Skeleton,Small Tattoos,Cigarette,None,None,50.79211106067388,7445
7446,Aquamarine,None,None,T Pink B&B,Normal,Pirate Patch Evil Morty,Super Saiyan,Zombie,None,None,None,None,26.734382710739297,7446
7447,Blue,Flower Pattern,None,None,Normal,Mask and Tuba Cute,None,Devil,Small Tattoos,None,None,None,36.84332850401869,7447
7448,Beige,None,None,Hoodie Black POM,Normal,Happy Eyes,Biker Helmet Black Spikes POM,Skeleton,Big Tattoos,None,None,None,15.149924540428048,7448
7449,Grey,None,None,Hoodie Green B&B,Normal,John Glasses,Pyramid Hat,Skeleton,None,None,None,None,7.2359953451025385,7449
7450,Light Red,Aztec Patterns,Red,Armor Blue,Normal,Retro Cartoon Eyes,Beret Green,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,62.85556225121937,7450
7451,Beige,Aztec Patterns,Blue,Angel Wings,Normal,Rick Eyes,Dread Long Red,Skeleton,None,None,None,None,16.270719961703463,7451
7452,Green,Aztec Patterns,None,Armor Blue,Normal,Retro Cartoon Eyes,Dread Short Dark,Skeleton,None,Tongue,Painted Skeleton,None,44.314340269535265,7452
7453,Light Orange,Flower Pattern,Red,Bear Fur,Normal,Retro Cartoon Eyes,Knitted Beanie Orange,Skeleton,None,Tongue,None,None,35.07329206942883,7453
7454,Blue,Flower Pattern,Red,Hoodie Black POM,Normal,Retro Cartoon Eyes,Metal Spikes,Skeleton,None,None,None,None,13.05317239125981,7454
7455,Grey,Flower Pattern,Red,DBZ Outfit,Normal,Happy Eyes,Bucket Hat Flower,Skeleton,Small Tattoos,None,Painted Skeleton,None,38.03977267018972,7455
7456,Grey,Aztec Patterns,None,Hoodie Pink CM,Normal,Cyclop Eye,Chef's Hat,Zombie,None,None,None,None,27.43025797567788,7456
7457,Green,None,None,Knight Armor,Normal,Pirate Patch Exasperated,Savage Hair Red,Zombie,Small Tattoos,None,None,Gold Chain Skull,61.277575158418195,7457
7458,Aquamarine,None,None,Sheriff Outfit,Normal,Mask and Tuba Cute,Shell Red,Skeleton,None,None,None,None,8.275541270044611,7458
7459,Blue,None,None,Hoodie Blue B&B,Normal,Cute Spider Eyes,None,Skeleton,None,None,None,None,2.681813324030479,7459
7460,Green,Flower Pattern,Red,Sweater Pink CM,Normal,Sad Eyes,None,Skeleton,None,None,None,None,10.374348768416322,7460
7461,Blue,None,Yellow,Work Outfit Red,Normal,Retro Cartoon Eyes,Savage Hair Dark,Skeleton,None,None,None,None,10.983047292145589,7461
7462,Blue,Aztec Patterns,None,Dress Blue,Normal,Happy Eyes,Sombrero,Skeleton,Big Tattoos,None,Painted Skeleton,None,32.54639874425101,7462
7463,Beige,None,None,Bathrobe White,Normal,Heart Glasses,Musician Hat,Zombie,None,None,None,None,26.28891537022819,7463
7464,Grey,None,Blue,Hoodie Red CM,Normal,Visor Retro Cartoon Eyes,Headphones,Skeleton,None,None,Painted Skeleton,None,28.403004541429837,7464
7465,Blue,Flower Pattern,Blue,Tank Top Pink CM,Normal,Angry Eyes,Mummy,Skeleton,None,None,None,None,15.181662196588963,7465
7466,Grey,Aztec Patterns,Yellow,T Pink B&B,Normal,Sad Eyes,Pirate Hat POM,Skeleton,None,None,None,Gold Chain GM,40.42454200401498,7466
7467,Purple,Flower Pattern,Black,Samurai Blue,Normal,Retro Cartoon Eyes,Manga Hair  Dark,Skeleton,None,None,None,None,17.10060197605874,7467
7468,Grey,Flower Pattern,Aquamarine,Sweater Pink CM,Normal,Pirate Patch Bloodshot,Bucket Hat CM+B&B,Skeleton,None,None,None,None,17.24325887988224,7468
7469,Grey,Aztec Patterns,Blue,T Pink B&B,Normal,Bored Eyes,None,Skeleton,None,None,Painted Skeleton,None,25.26990528085561,7469
7470,Beige,None,Aquamarine,Shaolin Outfit,Normal,Retro Cartoon Eyes,None,Skeleton,Small Tattoos,None,None,None,19.39768547100844,7470
7471,Light Red,None,Blue,Italian Plumber Oufit,Normal,Retro Cartoon Eyes,Manga Hair  Dark,Skeleton,None,None,Painted Skeleton,None,25.535053712070216,7471
7472,Green,Flower Pattern,Rainbow,Hoodie Green B&B,Normal,Aviator Glasses,Sushi Chef Headband,Skeleton,None,None,None,None,19.86383049599032,7472
7473,Purple,None,Blue,Hoodie Pink CM,Normal,Angry Eyes,Knitted Beanie Red,Skeleton,None,None,None,None,13.172707733105518,7473
7474,Light Red,Flower Pattern,Aquamarine,Sweater Green CM,Normal,Cute Spider Eyes,None,Skeleton,None,None,None,None,12.983335580312497,7474
7475,Blue,None,None,Hoodie Black POM,Normal,Retro Skull Eyes,Knitted Beanie Orange,Zombie,Small Tattoos,Cigarette,None,None,57.763837483355594,7475
7476,Green,Aztec Patterns,Rainbow,Roman Soldier Armor,Normal,Cool Shades,Party Hat,Skeleton,None,None,Painted Skeleton,None,34.21446435431852,7476
7477,Grey,Aztec Patterns,None,Sweater Pink CM,Normal,Spider Eyes,Top Hat,Skeleton,None,Tongue,None,None,31.60616949832134,7477
7478,Blue,Flower Pattern,None,Tank Top Grey POM,Normal,Dead Eyes,Dread Long Brown,Devil,Small Tattoos,Cigarette,None,None,60.96069223275078,7478
7479,Aquamarine,Aztec Patterns,Yellow,Hoodie Blue B&B,Normal,Crazy Eyes,Sushi Chef Headband,Skeleton,None,None,None,None,15.464150289845326,7479
7480,Blue,Flower Pattern,None,Dress Blue,Normal,Angry Eyes,Native Americain Headdress Big,Zombie,None,None,None,None,27.99803890500162,7480
