,Mouth Accessory,Eye Accessory,Head Below,Ear Accessory,Eyes,Nose,Mouth,Face,Race,Background,Head Above,Face Accessory,Mask,Rarity score,Token Id
7310,Cig,None,Mohawk Hair Neon Pink,Silver Stud Cross Combo,Masc Wide,Bot Nose 2,Idle,Beard Neon Green,Bot,Double Pink,None,None,None,65.58967005560572,7311
7311,Cig,Sun Glasses,Messy Hair Light,Gold Stud Earrings,Look Right Variant 2,Droopy,Lipstick Purple,Fu Manchu Mustache Black,Human,Magenta Solid,None,None,None,61.24524128201596,7312
7312,None,Chainspace Deck Basic,None,None,Closed,Delicate,Smile Double Monroe Piercing,Mutton Chop Winged Mustache Brown,Human,Grey Solid,Half Buzz Half Long Hair,None,None,50.235436003631115,7313
7313,Joint,Chainspace Deck Pro,Well Combed Hair Brwn,Small Hoop Earrings,Femme Furrowed,Prominent Stud Piercing,Lipstick Green,None,Human,Light Blue Solid,None,None,None,50.53572218610212,7314
7314,Joint,None,None,Candy Raver Earrings,Femme Idle Variant 3,Downturned,Smile,Mutton Chop Curled Mustache Brown,Human,Triple Green,Cowboy Hat White,None,None,48.46679258208839,7315
7315,Blunt,Sun Glasses,Cornrows Dark Topknot Hair,Candy Raver Earrings,Femme Idle,Droopy Stud Piercing,Lipstick Red,None,Human,Peach Solid,None,None,None,49.90915597204619,7316
7316,None,None,Rough Punk Hair Black,Small Hoop Earrings,Beady Variant 3,Downturned,Smile Double Monroe Piercing,None,Human,Triple Blue,None,None,Squid Mask,54.879500258859714,7317
7317,Cig,None,None,Silver Stud Earrings,Masc Furrowed,Droopy,Lipstick Blue,Thin Curled Mustache Brown,Human,Green Diag,Beanie Hair Blonde,None,None,42.01590492734716,7318
7318,None,None,None,None,Masc Shade Eyes Variant 2,Droopy Stud Piercing,Idle,None,Human,Blue Orange Diag,Straight Long Hair,Oni Mask Green,None,48.68093062696229,7319
7319,None,Rodman Wrap Arounds,None,Candy Raver Earrings,Masc Idle,Droopy,Lipstick Green,None,Human,Peach Blue Vert,Straight Long Purple Hair,None,None,40.47438140300486,7320
7320,Joint,Cybernetic Implants,None,Open Face Shield,Femme Shade Eyes Variant 1,Downturned,Smile Double Monroe Piercing,None,Human,Purple Stripe,Straight Long Hair,None,None,56.20036395958613,7321
7321,Blunt,None,None,Silver Stud Earrings,Masc Shade Eyes Variant 2,Upturned Septum Piercing,Open Teeth,None,Human,Magenta Solid,Beanie Hair Blonde,None,None,30.668170798832428,7322
7322,Cig,None,None,Silver Stud Cross Combo,Masc Wide Variant 2,Upturned Septum Piercing,Lipstick Blue,Rough Mustache Black,Human,Double Green,Chain Headband,None,None,41.15964614216549,7323
7323,Cig,Target Visor,None,None,Femme Furrowed Variant 4,Downturned,Lipstick Red,Rough Mustache Brwn,Human,Double Green,Beanie,None,None,57.28969378385113,7324
7324,None,None,None,Silver Stud Earrings,Uninterested Variant 1,Upturned Septum Piercing,Open Teeth,None,Alien,Yellow Double Stripe,Mystic Top Hat,Gas Mask,None,76.3987001080341,7325
7325,None,Thin Glasses,None,Gold Stud Earrings,Masc Shade Eyes,Delicate,Lipstick Black,Thin Curled Mustache Black,Human,Peach Solid,Leather Bandana Bald,None,None,54.60257031200138,7326
7326,Cig,Chainspace Deck Basic,Bleached Vertical Spikes,Gold Stud Earrings,Beady Variant 6,Droopy Stud Piercing,Buck Teeth,None,Alien,Double Green,None,None,None,71.54718187501281,7327
7327,Joint,None,None,None,Bot Idle,Bot Nose 3,Smile,None,Bot,Purple Green Diag,Hood,None,None,56.92646774908569,7328
7328,None,Sniper Goggles,Punker Spike Neon Green,Silver Stud Earrings,Femme Star Liner,Upturned,Teethy Grin,None,Alien,Pink Solid,None,Oxygen Mask,None,93.62820138985332,7329
7329,None,None,None,Small Hoop Earrings,Draag Alien Variant 1,Droopy,Lipstick Red,None,Human,Blue Diag,Eye Hat,None,None,19.512427948273363,7330
7330,None,Chainspace Deck Pro,Double Pigtail Hair Pink,None,Villian Eyes,Delicate,Idle,Thick Curled Mustache Brown,Human,Blue Solid,None,None,None,47.16214596937916,7331
7331,None,Target Visor,None,Open Face Shield,Masc Wide,Bot Nose 2,Teeth Smile,Soul Patch Long Neon Blue,Bot,Candy Stripe,Mystic Top Hat,None,None,83.13898026101363,7332
7332,Cig,Chainspace Deck Elite II,None,Gold Stud Cross Combo,Femme Shade Eyes Variant 2,Droopy Stud Piercing,Open Teeth,None,Human,Blue Solid,Cowboy Hat Brown,None,None,47.57357890703619,7333
7333,Cig,None,Face Chain,Chain Earring,Uninterested Variant 1,Droopy Stud Piercing,Lipstick Purple,None,Human,Blue Solid,None,None,None,29.400145709141956,7334
7334,None,None,None,Large Hoop Earrings,Masc Wide Variant 3,Prominent,Open Teeth,None,Human,Dark Purple Solid,Chain Hat,Oxygen Mask,None,52.12492654733772,7335
7335,None,Hunter Eyes,None,Earpiece,Femme Idle,Delicate,Open Teeth,Mutton Chop Winged Mustache Brown,Human,Green Solid,Green Short Hair,None,None,55.473750685615265,7336
7336,None,None,None,Gold Stud Earrings,Closed Variant 2,Upturned Septum Piercing,Teeth Smile,None,Human,Orange Solid,Crown Long Hair Blue,Oxygen Mask,None,51.58749830242232,7337
7337,None,Eye Patch Monocle,None,Gold Stud Earrings,Femme Furrowed,Prominent,Open Teeth,None,Alien,Orange Solid,Straight Long Hair,Oni Mask Green,None,95.94868409587393,7338
7338,Cigar,None,Cornrows Light Hair,Gold Stud Cross Combo,Femme Shade Eyes,Prominent,Smile Double Monroe Piercing,Rough Mustache Brwn,Alien,Double Green,None,None,None,76.3550476426191,7339
7339,Cig,Sun Glasses Red,Messy Bun,Chain Earring,Robo-Eyes Variant 2,Prominent,Idle,Mutton Chop Curled Mustache Black,Human,Purple Green Diag,None,None,None,60.370349138513134,7340
7340,None,Eye Patch,Messy Hair Dark,None,Femme Wide Variant 2,Prominent Stud Piercing,Open Teeth,Thick Curled Mustache Brown,Alien,Orange Tie Dye,None,None,None,75.39887338213089,7341
7341,Cig,Sun Glasses Red,None,None,Masc Shade Eyes,Bot Nose 1,Teeth Smile,Goatee Black,Bot,Candy Stripe,Silly Copter Hat,None,None,83.93528472218416,7342
7342,Cig,None,Blue Vertical Spikes,Small Hoop Earrings,Masc Idle Variant 3,Upturned,Lipstick Red,None,Human,Double Purple,None,None,None,25.785328148629354,7343
7343,None,None,None,Earpiece,Masc Shade Eyes Variant 2,Prominent,Idle,Thick Curled Mustache Black,Human,Light Blue Solid,Silly Copter Hat,None,None,36.47031473974092,7344
7344,Joint,None,Mohawk Hair,Gold Stud Earrings,Closed,Prominent,Lipstick Red,Soul Patch Short,Human,Dark Purple Solid,None,None,None,46.54270518620001,7345
7345,Cigar,Glasses,None,Silver Stud Earrings,Masc Shade Eyes Variant 3,Droopy Stud Piercing,Lipstick Red,Fu Manchu Mustache Brown,Human,Pink Diag,Long Pink Pigtails,None,None,66.59471828510787,7346
7346,Blunt,None,None,Small Hoop Earrings,Masc Furrowed Variant 2,Upturned Septum Piercing,Teethy Grin,Thin Curled Mustache Black,Human,Red Solid,Half Buzz Half Long Blue Hair,None,None,45.75683827973619,7347
7347,None,Chainspace Deck Basic,Bleached Vertical Spikes,Gold Stud Earrings,Masc Shade Eyes,Prominent Stud Piercing,Idle,Mutton Chop Curled Mustache Black,Human,Double Pink,None,None,None,50.61729608212578,7348
7348,None,None,Blue Vertical Spikes,Candy Raver Earrings,Femme Idle Variant 3,Delicate,Missing Tooth,Blu Manchu Mustache,Human,Metropolis 1,None,None,None,38.51683474119037,7349
7349,Blunt,Night Vision Goggles,None,Small Hoop Earrings,Closed,Prominent,Teeth Smile,Soul Patch Short,Human,Magenta Solid,Backwards Hat 2,None,None,64.7670967151713,7350
7350,None,None,None,None,Masc Shade Eyes Variant 4,Prominent Stud Piercing,Teeth Smile,None,Human,Pink Solid,Beanie Hair Green,None,None,16.702005700360665,7351
7351,None,None,Rough Punk Hair Black,Gold Stud Cross Combo,Villian Eyes,Upturned Septum Piercing,Open Teeth,None,Human,Purple Stripe,None,Viral Mask,None,51.11290676938103,7352
7352,None,None,None,None,Masc Idle Variant 4,Upturned,Lipstick Purple,None,Human,Purple Stripe,Half Buzz Half Long Hair,Viral Mask,None,50.171145032984995,7353
7353,None,None,Bleached Vertical Spikes,None,Skull Red Dot,None,None,None,Skull,Yellow Diag,None,None,None,52.0478003299423,7354
7354,None,Glasses,Mohawk Hair,Silver Stud Earrings,Masc Idle Variant 3,Upturned,Idle,None,Human,Light Blue Solid,None,None,None,34.81677897692897,7355
7355,None,None,Slicked Blonde Hair,None,Bot Busted Eye,Upturned Septum Piercing,Lipstick Purple,None,Bot,Purple Green Diag,None,None,Gas Tank Mask,74.37072927424958,7356
7356,None,None,Bleached Vertical Spikes,Small Hoop Earrings,Femme Wide,Downturned,Teethy Grin,None,Human,Grey Solid,None,None,None,17.595592754956073,7357
7357,None,Glass Visor,None,Chain Earring,Bot Busted Eye,Bot Nose 3,Lipstick Red,Fu Manchu Mustache Black,Bot,Blue Orange Diag,Good Morning Bandana Top Knot,None,None,81.6487017005487,7358
7358,None,None,Slicked Blonde Hair,Silver Stud Cross Combo,Uninterested,Bot Nose 1,Open Teeth,Thick Curled Mustache Black,Bot,Purple Orange Diag,None,None,None,58.8802221867752,7359
7359,Cig,None,None,None,Femme Star Liner,Delicate,Idle,Rough Mustache Brwn,Human,Grey Solid,E-Girl Hair,None,None,37.11109391536397,7360
7360,None,Glasses,None,Large Hoop Earrings,Villian Eyes,Upturned Septum Piercing,Smile,Goatee Black,Human,Blue Solid,Beanie Hair Green,None,None,50.87316197288937,7361
7361,Joint,None,None,Silver Stud Earrings,Femme Furrowed Variant 5,Prominent,Lipstick Purple,None,Human,Peach Solid,Beanie Hair Blonde,None,None,33.2744367229376,7362
7362,None,Cybernetic Implants,None,Candy Raver Earrings,Masc Shade Eyes Variant 3,Prominent,Idle,None,Alien,Double Yellow,Horns,Oxygen Mask,None,94.70685716318309,7363
7363,None,None,None,Silver Stud Cross Combo,Draag Alien,Bot Nose 2,Teethy Grin,None,Bot,Black Orange Diag,Long Green Front Braid,None,Gas Tank Mask,79.6902563593193,7364
7364,Cig,Chainspace Deck Elite II,Bob Hair,Gold Stud Earrings,Femme Star Liner,Bot Nose 3,Idle,Mutton Chop Curled Mustache Brown,Bot,Red Solid,None,None,None,84.86203477403883,7365
7365,Tongue Out,Sniper Goggles,Messy Hair Dark,Gold Stud Earrings,Closed Variant 2,Upturned,Buck Teeth,Thin Curled Mustache Black,Human,Pink Solid,None,None,None,68.16281634220542,7366
7366,None,None,None,Large Hoop Earrings,Femme Wide,Bot Nose 1,Lipstick Black,None,Bot,Grey Solid,Leather Bandana Bald,None,Hockey Mask,83.2193959409861,7367
7367,Blunt,None,None,Silver Stud Earrings,Villian Eyes Variant 2,Droopy Stud Piercing,Smile,Goatee Black,Human,Yellow Solid,Backwards Hat 1,None,None,46.23119767543164,7368
7368,Joint,None,None,Silver Stud Earrings,Beady Variant 3,Prominent,Buck Teeth,None,Human,Metropolis 2,Backwards Hat 2,None,None,34.2828366812544,7369
7369,Cigar,None,None,Gold Stud Earrings,Femme Furrowed Variant 1,Droopy Stud Piercing,Lipstick Red,Thick Curled Mustache Black,Human,Magenta Solid,Long Pink Pigtails,None,None,48.90056656093222,7370
7370,Cigar,Aviators,None,None,Femme Star Liner,Upturned Septum Piercing,Lipstick Black,Thick Curled Mustache Black,Human,Triple Pink,Blitmap Hat,None,None,65.18987036579958,7371
7371,None,Glass Visor,Mohawk Hair Neon Pink,Small Hoop Earrings,Villian Eyes Variant 1,Downturned,Teethy Grin,None,Human,Dark Purple Solid,None,Viral Mask,None,67.62445965256919,7372
7372,Cig,None,None,Large Hoop Earrings,Masc Idle,Droopy Stud Piercing,Smile,Thin Curled Mustache Brown,Alien,Green Diag,E-Girl Hair,None,None,66.86863427784368,7373
7373,Joint,None,None,Silver Stud Earrings,Masc Idle Variant 1,Upturned,Idle,Forehead X Tattoo,Human,Grey Solid,Blitmap Hat,None,None,46.10147652594331,7374
7374,Cigar,None,Well Combed Hair Blk,Small Hoop Earrings,Femme Star Liner,Droopy Stud Piercing,Open Teeth,Rough Mustache Black,Human,Yellow Diag,None,None,None,46.62792298955516,7375
7375,Tongue Pill,None,None,Large Hoop Earrings,Beady Variant 6,Upturned,Teeth Smile,Thick Curled Mustache Brown,Human,Double Pink,Neon Green Industrial Dreads,None,None,51.14720552813067,7376
7376,Cig,Kaneda Goggles,Mohawk Hair,None,Masc Furrowed Variant 4,Droopy,Missing Tooth,Fu Manchu Mustache Black,Human,Green Solid,None,None,None,59.07656085079698,7377
7377,Cigar,None,None,Large Hoop Earrings,Villian Eyes Variant 2,Upturned Septum Piercing,Lipstick Green,None,Human,Purple Tie Dye,Crown Bald,None,None,35.50272637874252,7378
7378,Joint,None,Cornrows Dark Hair,Small Hoop Earrings,Look Right Variant 3,Downturned,Teethy Grin,Basic Mustache Black,Human,Yellow Diag,None,None,None,46.52783662556034,7379
7379,None,None,Well Combed Hair Blk,Silver Stud Cross Combo,Femme Furrowed,Bot Nose 3,Buck Teeth,Mutton Chop Winged Mustache Brown,Bot,Triple Blue,None,None,None,60.07024905182084,7380
7380,None,None,Mohawk Hair Neon Blue,Silver Stud Earrings,Femme Shade Eyes,Bot Nose 1,Missing Tooth,None,Bot,Double Yellow,None,None,None,46.694708769795064,7381
7381,None,None,None,Small Hoop Earrings,Masc Wide Variant 1,Upturned,Lipstick Purple,None,Human,Green Solid,Half Buzz Half Long Hair,Viral Mask,None,51.791181454974314,7382
7382,None,Deal With It,None,None,Look Right Variant 3,Droopy Stud Piercing,Lipstick Green,None,Human,Double Purple,Neon Green Industrial Dreads,Oxygen Mask,None,69.02580642607829,7383
7383,Cig,None,None,Silver Stud Earrings,Villian Eyes,Droopy,Teeth Smile,Fu Manchu Mustache Brown,Human,Pink Solid,Half Buzz Half Long Blue Hair,None,None,40.551492279437234,7384
7384,Cigar,Scouter Red,None,Candy Raver Earrings,Femme Furrowed,Droopy Stud Piercing,Idle,None,Alien,Light Blue Solid,None,None,None,57.51315078585948,7385
7385,None,None,None,Chain Earring,Femme Wide,Upturned,Lipstick Purple,Rough Mustache Black,Human,Purple Orange Diag,Blitmap Hat,None,None,37.22664586078958,7386
7386,Joint,None,Bleached Vertical Spikes,Silver Stud Cross Combo,Masc Wide Variant 1,Upturned Septum Piercing,Open Teeth,Clown Facepaint,Human,Double Yellow,None,None,None,45.2303981227837,7387
7387,Blunt,Goggles,Rough Punk Hair Black,Silver Stud Earrings,Robo-Eyes Variant 1,Droopy,Idle,None,Human,Candy Stripe,None,None,None,49.393818846154524,7388
7388,Joint,None,None,Silver Stud Earrings,Closed,Prominent Stud Piercing,Open Teeth,Basic Mustache Black,Human,Peach Blue Vert,Chain Headband,None,None,46.60939272425997,7389
7389,None,None,Mohawk Hair Neon Blue,None,Masc Wide Variant 2,Upturned Septum Piercing,Idle,Goatee Black,Human,Green Solid,None,None,None,27.965501723378022,7390
7390,Cigar,None,Mohawk Hair Neon Pink,Candy Raver Earrings,Villian Eyes,Prominent Stud Piercing,Lipstick Red,Soul Patch Short,Human,Orange Solid,None,None,None,47.98113065970222,7391
7391,Tongue Out,Scouter Green,None,Small Hoop Earrings,Masc Idle Variant 4,Downturned,Buck Teeth,Thin Curled Mustache Brown,Human,Pink Diag,Pyramid Hat,None,None,68.20730559435746,7392
7392,None,Thin Glasses,Cropped Cut Dark,None,Masc Shade Eyes Variant 3,Upturned,Lipstick Red,Thin Curled Mustache Brown,Alien,Peach Solid,None,None,None,73.94197659994698,7393
7393,Cigar,Scouter Green,None,None,Uninterested,Prominent,Open Teeth,Soul Patch Short,Human,Double Pink,Eye Hat,None,None,63.33243417739391,7394
7394,Cig,None,None,Silver Stud Cross Combo,Masc Wide Variant 4,Delicate,Smile,Beard Brown,Human,Peach Solid,E-Girl Hair,None,None,40.82212736057594,7395
7395,None,Lennon Glasses,None,Silver Stud Cross Combo,Beady Variant 6,Droopy Stud Piercing,Buck Teeth,Mutton Chop Winged Mustache Black,Human,Peach Solid,Dreadlocks,None,None,52.48943991224927,7396
7396,None,None,Well Combed Hair Blk,Candy Raver Earrings,Look Right Variant 3,Droopy Stud Piercing,Lipstick Green,None,Human,Candy Stripe,None,None,None,21.114050912984244,7397
7397,None,Glasses,None,Gold Stud Earrings,Closed,Droopy,Idle,Winged Mustache Brown,Human,Green Diag,Long Green Front Braid,None,None,51.38840195259574,7398
7398,None,None,None,None,Femme Idle Variant 1,Droopy Stud Piercing,Open Teeth,Soul Patch Long Neon Blue,Human,Double Pink,Half Buzz Half Long Blue Hair,None,None,31.676579666466765,7399
7399,Cig,Glasses,Mohawk Hair Neon Pink,Large Hoop Earrings,Bot Beady,Bot Nose 3,Smile,Mutton Chop Winged Mustache Black,Bot,Green Stripe,None,None,None,86.52644773426296,7400
7400,Cig,None,Bob Hair,Small Hoop Earrings,Masc Furrowed Variant 4,Droopy,Smile,None,Human,Green Diag,None,None,None,25.733392741112976,7401
7401,Cig,None,Face Chain,Small Hoop Earrings,Beady,Bot Nose 3,Teethy Grin,Basic Mustache Black,Bot,Purple Stripe,None,None,None,67.16517013058548,7402
7402,Joint,Target Visor,Double Spike,Large Hoop Earrings,Uninterested Variant 2,Prominent Stud Piercing,Teethy Grin,Thick Curled Mustache Black,Human,Light Blue Solid,None,None,None,65.76432987183003,7403
7403,Joint,None,Cornrows Light Hair,Silver Stud Earrings,Masc Furrowed Variant 2,Droopy,Lipstick Red,Thin Curled Mustache Black,Human,Peach Solid,None,None,None,46.1051986742105,7404
7404,None,Scouter Red,Mohawk Hair Neon Blue,Silver Stud Earrings,Robo-Eyes Variant 2,Delicate,Lipstick Red,Rough Mustache Black,Alien,Peach Solid,None,None,None,76.37009266621536,7405
7405,None,Eye Patch Sight,Cropped Cut Dark,Small Hoop Earrings,Look Right,Droopy Stud Piercing,Idle,None,Alien,Red Solid,None,Oni Mask Purple,None,92.67187920703094,7406
7406,Joint,Glasses,None,None,Masc Wide,Upturned Septum Piercing,Teethy Grin,Rough Mustache Brwn,Bot,Yellow Solid,Half Buzz Half Long Hair,None,None,84.75095547312756,7407
7407,Blunt,Geordi Visor,None,None,Look Right Variant 3,Downturned,Teeth Smile,Basic Mustache Brwn,Alien,Green Diag,Long Styled Hair,None,None,89.31420297341755,7408
7408,Cig,Target Visor,Pompadour,Silver Stud Earrings,Femme Idle Variant 3,Delicate,Lipstick Blue,None,Human,Pink Solid,None,None,None,45.00814203519857,7409
7409,Cig,Sun Glasses Red,Mohawk Hair,Large Hoop Earrings,Masc Idle Variant 3,Downturned,Open Teeth,Mutton Chop Curled Mustache Brown,Alien,Magenta Solid,None,None,None,84.69161361364068,7410
7410,None,None,Bob Hair,Chain Earring,Closed Variant 2,Upturned,Missing Tooth,Thick Curled Mustache Brown,Human,Magenta Solid,None,None,None,37.81607180554232,7411
7411,Joint,None,Cornrows Dark Topknot Hair,Silver Stud Cross Combo,Closed,Droopy Stud Piercing,Smile,None,Human,Metropolis 1,None,None,None,31.424439253588975,7412
7412,None,None,Messy Bun,Large Hoop Earrings,Femme Furrowed Variant 2,Prominent,Lipstick Black,None,Human,Green Solid,None,None,Squid Mask,56.540335317372346,7413
7413,None,None,Bleached Vertical Spikes,Candy Raver Earrings,Femme Shade Eyes Variant 1,Delicate,Lipstick Blue,Mutton Chop Winged Mustache Brown,Human,Dark Purple Solid,None,None,None,35.23202789924981,7414
7414,None,Scouter Red,Meditation Circlet,Gold Stud Cross Combo,Masc Idle Variant 4,Droopy,Lipstick Red,Soul Patch Long Neon Blue,Human,Green Blue Vert,None,None,None,55.2291487552019,7415
7415,None,None,Bob Hair,Large Hoop Earrings,Uninterested Variant 1,Upturned,Lipstick Red,Fu Manchu Mustache Brown,Human,Double Yellow,None,None,None,34.39043929284545,7416
7416,None,None,Slicked Blonde Hair,None,Bot Idle,Bot Nose 1,Smile Double Monroe Piercing,None,Bot,Dark Purple Solid,None,None,Full Head Bandage,78.02585006746567,7417
7417,Cig,Scouter Green,None,Silver Stud Earrings,Masc Wide Variant 4,Droopy,Lipstick Red,Rough Mustache Black,Human,Metropolis 2,Classic Top Hat,None,None,60.663178046046376,7418
7418,Cig,Scouter Red,Meditation Circlet,Silver Stud Earrings,Femme Idle,Delicate,Lipstick Red,Soul Patch Short,Human,Magenta Solid,None,None,None,58.257268420807726,7419
7419,None,None,Well Combed Hair Blk,Silver Stud Earrings,Beady Variant 1,Upturned,Open Teeth,Goatee Black,Human,Dark Purple Solid,None,None,None,32.51073509813179,7420
7420,Blunt,None,None,None,Masc Wide Variant 2,Prominent Stud Piercing,Smile Double Monroe Piercing,Rough Mustache Black,Human,Light Blue Solid,Horns,None,None,46.042193241775685,7421
7421,Blunt,Goggles,Pompadour,Chain Earring,Beady Variant 4,Upturned,Teeth Smile,Thin Curled Mustache Black,Human,Candy Stripe,None,None,None,67.82175859699443,7422
7422,None,Sun Glasses Red,None,None,Femme Wide,Upturned Septum Piercing,Lipstick Black,None,Bot,Purple Solid,Dreadlocks,Oxygen Mask,None,91.46327239505483,7423
7423,Pipe,Glass Visor,Widows Peak Hair,Small Hoop Earrings,Draag Alien Variant 1,Droopy Stud Piercing,Open Teeth,Beard Black,Human,Double Purple,None,None,None,65.64568838567742,7424
7424,None,Sniper Goggles,None,Large Hoop Earrings,Femme Furrowed Variant 3,Droopy Stud Piercing,Buck Teeth,None,Human,Blue Diag,Beanie Hair Green,None,None,39.903397101106655,7425
7425,Cigar,None,None,None,Beady,Bot Nose 2,Lipstick Red,Beard Black,Bot,Grey Solid,None,None,None,53.19401914712475,7426
7426,Tongue Out,Chainspace Deck SE,None,Silver Stud Earrings,Femme Idle Variant 4,Upturned Septum Piercing,Teethy Grin,Soul Patch Short,Human,Black Orange Diag,Green Short Hair,None,None,65.96831967414242,7427
7427,Joint,None,Cornrows Dark Hair,Silver Stud Cross Combo,Masc Furrowed,Prominent,Open Teeth,Mutton Chop Winged Mustache Black,Alien,Red Solid,None,None,None,70.76849826127884,7428
7428,None,Eye Patch,None,None,Look Right,Upturned Septum Piercing,Idle,None,Bot,Purple Tie Dye,Backwards Hat 1,Oxygen Mask,None,88.82768981888728,7429
7429,None,None,Bob Hair,Small Hoop Earrings,Femme Shade Eyes Variant 2,Upturned Septum Piercing,Idle,None,Human,Peach Solid,None,None,Full Head Bandage,50.052592517572236,7430
7430,Cigar,None,Widows Peak Hair,Silver Stud Earrings,Masc Idle Variant 3,Prominent Stud Piercing,Smile Double Monroe Piercing,Mutton Chop Winged Mustache Brown,Human,Triple Pink,None,None,None,48.61873686109987,7431
7431,Tongue Out,Sun Glasses,None,Gold Stud Earrings,Femme Furrowed Variant 1,Delicate,Teethy Grin,None,Human,Pink Diag,Mystic Top Hat,None,None,53.5719416671723,7432
7432,Joint,None,Bob Hair,None,Femme Shade Eyes,Bot Nose 3,Teethy Grin,Skeleton Facepaint,Bot,Yellow Diag,None,None,None,71.35054665285654,7433
7433,Pipe,Scouter Green,Slicked Dark Hair,Large Hoop Earrings,Closed,Upturned,Lipstick Green,None,Alien,Double Green,None,None,None,79.25041360734559,7434
7434,Cig,Chainspace Deck Elite I,None,None,Look Right Variant 3,Delicate,Lipstick Red,Goatee Black,Human,Green Black Diag,Funky Bandana Bald,None,None,58.108928741756586,7435
7435,Pipe,Sniper Goggles,Slicked Blonde Hair,Silver Stud Earrings,Uninterested,Delicate,Idle,Rough Mustache Black,Human,Yellow Pink Diag,None,None,None,65.11931088958643,7436
7436,Blunt,Sun Glasses,Metal Skullcap,Silver Stud Cross Combo,Look Right,Droopy Stud Piercing,Open Teeth,Goatee Black,Human,Yellow Solid,None,None,None,63.14708513770232,7437
7437,None,Goggles,Mohawk Hair,None,Femme Wide Variant 2,Prominent Stud Piercing,Lipstick Green,Thin Curled Mustache Brown,Human,Peach Blue Vert,None,None,None,50.680347130401294,7438
7438,Blunt,Kaneda Goggles,Widows Peak Blue Hair,Small Hoop Earrings,Beady Variant 2,Prominent Stud Piercing,Teethy Grin,Beard Brown,Human,Yellow Pink Diag,None,None,None,65.30461321711353,7439
7439,None,None,Messy Hair Dark,Large Hoop Earrings,Femme Wide,Bot Nose 3,Lipstick Blue,None,Bot,Peach Solid,None,Oni Mask Purple,None,79.42728546720039,7440
7440,Cig,Glass Visor,None,Large Hoop Earrings,Villian Eyes,Droopy,Smile Double Monroe Piercing,Fu Manchu Mustache Brown,Human,Magenta Solid,E-Girl Hair,None,None,61.1747577965759,7441
7441,None,None,Punker Spike Neon Green,Silver Stud Cross Combo,Look Right Variant 4,Upturned,Lipstick Purple,Mutton Chop Curled Mustache Brown,Human,Triple Pink,None,None,None,34.57952939378829,7442
7442,Cig,None,None,Silver Stud Earrings,Femme Furrowed Variant 5,Prominent Stud Piercing,Idle,Thin Curled Mustache Brown,Alien,Purple Stripe,Beanie,None,None,66.02709833455859,7443
7443,Cigar,None,None,Silver Stud Earrings,Femme Furrowed,Delicate,Missing Tooth,Beard Brown,Human,Double Pink,Eye Hat,None,None,49.73833882853155,7444
7444,Joint,None,Purple Fro Hawk,Silver Stud Earrings,Beady Variant 4,Upturned Septum Piercing,Smile,None,Human,Double Green,None,None,None,30.060162668506063,7445
7445,Cig,Glass Visor,None,None,Bot Beady,Bot Nose 2,Teethy Grin,Soul Patch Long,Bot,Peach Solid,Green Short Hair,None,None,83.31991090447055,7446
7446,Cig,None,Sushi Chef Bandana,Candy Raver Earrings,Masc Idle,Prominent Stud Piercing,Smile Double Monroe Piercing,None,Human,Triple Green,None,None,None,28.365768210720617,7447
7447,Tongue Out,None,Rough Punk Hair Black,Gold Stud Cross Combo,Uninterested,Droopy,Idle,Rough Mustache Black,Human,Red Solid,None,None,None,48.12571741023323,7448
7448,Pipe,None,Well Combed Hair Blk,Small Hoop Earrings,Look Right,Droopy Stud Piercing,Smile,None,Human,Green Blue Vert,None,None,None,33.074252486839505,7449
7449,None,Eye Patch Sight,None,Small Hoop Earrings,Draag Alien,Bot Nose 2,Lipstick Red,None,Bot,Yellow Solid,Backwards Hat 2,Oxygen Mask,None,95.84477324815525,7450
7450,None,Sun Glasses,Cropped Cut Dark,None,Femme Wide Variant 3,Downturned,Buck Teeth,None,Human,Beam,None,None,None,35.851236946865534,7451
7451,None,Sun Glasses Red,Bald Unkempt,None,Masc Shade Eyes,Upturned,Idle,None,Human,Double Green,None,None,None,32.418159023126215,7452
7452,None,Chainspace Deck Basic,Slicked Blonde Hair,Gold Stud Cross Combo,Masc Shade Eyes Variant 2,Droopy,Teethy Grin,Soul Patch Short,Human,Yellow Double Stripe,None,None,None,54.03541384483894,7453
7453,Cig,Eye Patch Monocle,None,Gold Stud Cross Combo,Uninterested,Bot Nose 2,Smile Double Monroe Piercing,Rough Mustache Brwn,Bot,Pink Solid,Cowboy Hat White,None,None,89.13608281193449,7454
7454,Joint,None,None,Gold Stud Earrings,Draag Alien,Downturned,Open Teeth,None,Human,Purple Solid,Cowboy Hat Brown,None,None,32.6923619949045,7455
7455,None,Sniper Goggles,Mohawk Hair,Gold Stud Earrings,Beady Variant 1,Prominent,Lipstick Blue,None,Human,Green Diag,None,Oxygen Mask,None,71.55401738502302,7456
7456,Cig,None,Rough Punk Hair Black,None,Villian Eyes Variant 2,Upturned Septum Piercing,Buck Teeth,Mutton Chop Curled Mustache Black,Human,Pink Solid,None,None,None,37.84157507543451,7457
7457,None,None,Metal Skullcap,Gold Stud Earrings,Draag Alien,Downturned,Idle,None,Human,Dark Purple Solid,None,Oxygen Mask,None,49.69669032985747,7458
7458,None,Cybernetic Implants,None,None,Masc Furrowed,Droopy,Teethy Grin,None,Human,Black Orange Diag,Beanie Hair Green,Viral Mask,None,66.56793913031467,7459
