,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
8986,No,No,Portrait,Day,Augmented,Verdant Teal,Upsilon,Dark Spirit,Posthumans,None,None,None,Android Tail,Crystal,Checkered Rift,None,None,None,None,None,None,None,None,26.915576989534173,8987
8987,No,No,Portrait,Day,Augmented,Deep Amethyst,Iota,Spirit Detective,Posthumans,None,None,None,Earbuds,Lightning,Repair Drone,None,None,None,None,None,None,None,None,26.951356692296425,8988
8988,No,No,Portrait,Day,Augmented,Celestial Aqua,Theta,Medic,Posthumans,None,None,None,Laptop,Vitality,Checkered Rift,None,None,None,None,None,None,None,None,26.764310331820194,8989
8989,No,No,Portrait,Day,Natural,Prussian Steel,Theta,Infiltrator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.451013198818566,8990
8990,No,No,Portrait,Day,Augmented,Azure Sky,Omicron,Summer Student,Humans,Bomb,Bandaid,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.20365094856924,8991
8991,No,No,Portrait,Day,Augmented,Candy Rose,Zeta,Rugby Player,Humans,Potion Flask,Donut,Tear Drops,None,None,None,None,None,None,None,None,None,None,None,22.320560701950797,8992
8992,No,No,Portrait,Day,Augmented,Slate Gray,Mu,Ancient Servant,Humans,Toy Cars,Bubble Gum,Spikes,None,None,None,None,None,None,None,None,None,None,None,22.260030944842367,8993
8993,No,No,Portrait,Day,Augmented,Marmalade Apricot,Lambda,Water Spirit,Posthumans,None,None,None,Laser Sword,Lightning,Hexagonal Rift,None,None,None,None,None,None,None,None,27.015996433955923,8994
8994,No,No,Portrait,Day,Augmented,Incredible Indigo,Rho,Swimmer,Humans,Coffee,Bubble Gum,Star Scar,None,None,None,None,None,None,None,None,None,None,None,22.209151663412737,8995
8995,No,No,Portrait,Day,Natural,Polychromatic,Psi,Ancient Prince,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0013750401909611114,8996
8996,No,No,Portrait,Day,Augmented,Smoked Amber,Omega,Ancient Servant,Humans,Coffee,Bubble Gum,Dots,None,None,None,None,None,None,None,None,None,None,None,22.306794186299904,8997
8997,No,Yes,Portrait,Night,Augmented,Polychromatic,Upsilon,Zashiki-Warashi,Yokai,Bell,None,None,None,None,None,None,Minotaur,Axe,None,None,None,None,None,53.3803809513915,8998
8998,No,Yes,Portrait,Day,Natural,Brilliant Byzantine,Omicron,Shiro Ukari,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16.64024631344355,8999
8999,No,No,Portrait,Day,Augmented,Metallic Charcoal,Mu,Megalodon,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Rooster,None,Moon Band,None,22.525329125183198,9000
9000,No,No,Portrait,Day,Augmented,Crimson Carmine,Delta,Axe Warden,Humans,Potion Flask,Star,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.178846385036486,9001
9001,No,No,Portrait,Day,Augmented,Atomic Acid,Theta,Ice Spirit,Posthumans,None,None,None,Battery,Crystal,Claw Rift,None,None,None,None,None,None,None,None,26.966472648267953,9002
9002,No,No,Portrait,Day,Natural,Polychromatic,Omega,Medic,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8994099342854103,9003
9003,Yes,No,Animated,Day & Night,Natural,Golden Bronze,Tau,Ibaraki-Doji,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.58187681480348,9004
9004,No,No,Portrait,Day,Augmented,Natural Nectarine,Omega,Summer Model,Humans,Fast Food,Star,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.243491634227,9005
9005,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Oni,Yokai,Cucumber,None,None,None,None,None,None,Rhino,Katana,None,None,None,None,None,27.521905057268903,9006
9006,No,No,Portrait,Day,Augmented,Aegean Sea,Zeta,Kijo,Yokai,Daruma,None,None,None,None,None,Lantern,None,Katana,None,None,None,None,None,28.455761108808947,9007
9007,No,No,Portrait,Day,Augmented,Hunter Green,Theta,Ape,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Rabbit,None,Turquoise,None,22.548737172145195,9008
9008,No,No,Portrait,Day,Augmented,Stormy Fossil,Epsilon,Ancient Maid,Humans,Book,None,Diamond and Star,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.38382072124503,9009
9009,No,No,Portrait,Day,Natural,Royal Purple,Sigma,Baseball Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7592629828415455,9010
9010,No,No,Portrait,Day,Augmented,Atomic Acid,Delta,Ancient Prince,Humans,Game Controller and Disc,None,Moon,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.45535177156342,9011
9011,No,No,Portrait,Day,Augmented,Rich Navy,Gamma,Tyrannosaurus Rex,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Rooster,None,Crescent,None,22.514341321245436,9012
9012,No,No,Portrait,Day,Augmented,Regal Cobalt,Sigma,Infiltrator,Posthumans,None,None,None,Earbuds,Energy,Claw Rift,None,None,None,None,None,None,None,None,26.83444913858548,9013
9013,No,No,Portrait,Day,Augmented,Lilac Lavender,Tau,Water Spirit,Posthumans,None,None,None,Keyboard and Mouse,Wind,Hexagonal Rift,None,None,None,None,None,None,None,None,26.96235055305779,9014
9014,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Snake,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,None,Love,Crescent,None,23.32588022206884,9015
9015,No,No,Portrait,Day,Natural,Incredible Indigo,Sigma,Snake,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8361986528704315,9016
9016,No,No,Portrait,Day,Augmented,Ashen Stone,Alpha,Summer Student,Humans,Book,Star,Tear Drops,None,None,None,None,None,None,None,None,None,None,None,22.19539106475443,9017
9017,No,No,Portrait,Simple 1,Natural,Metallic Charcoal,Iota,Autumn Student,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.849974041513605,9018
9018,No,No,Portrait,Day,Augmented,Hidden Ruby,Upsilon,Axe Warden,Humans,Mask,Leaf,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.166468399824474,9019
9019,No,No,Portrait,Day,Augmented,Forest Shamrock,Beta,Tengu,Yokai,None,None,None,None,None,None,Flame Eyes,Bull,Nunchucks,None,None,None,None,None,33.877484299933116,9020
9020,No,No,Portrait,Day,Augmented,Azure Sky,Iota,Oni,Yokai,Umbrella,None,None,None,None,None,Flame Eyes,None,Feudal Tanto,None,None,None,None,None,28.459895316355205,9021
9021,No,No,Portrait,Day,Natural,Prussian Steel,Theta,Snake,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7357867772218605,9022
9022,No,No,Portrait,Day,Augmented,Aegean Sea,Theta,Octopus,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Ox,Exasperation,None,None,22.79494251127492,9023
9023,No,No,Portrait,Day,Natural,Clay Walnut,Kappa,Spear Warrior,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6327189920165958,9024
9024,No,No,Portrait,Day,Natural,Pesto Guacamole,Tau,Jellyfish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9118461570436609,9025
9025,No,No,Portrait,Day,Augmented,Imperial Eggplant,Phi,Pirate,Humans,Book,Donut,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,21.989065085779977,9026
9026,No,No,Portrait,Day,Augmented,Emerald Seafoam,Alpha,Kimono Model,Humans,Book,None,Spikes,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.372827410508037,9027
9027,No,No,Portrait,Day,Augmented,Queen Pink,Upsilon,Swimmer,Humans,Breakfast,Toast,Star Scar,None,None,None,None,None,None,None,None,None,None,None,22.268278301950488,9028
9028,No,No,Portrait,Simple 1,Augmented,Electric Fuschia,Alpha,Zashiki-Warashi,Yokai,None,None,None,None,None,None,Lantern,Antelope,Kusarigama,None,None,None,None,None,45.862108619920946,9029
9029,No,No,Portrait,Day,Augmented,Deep Amethyst,Delta,Spinosaurus,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Ox,Proud,None,None,22.772922992099094,9030
9030,No,No,Portrait,Day,Augmented,Clay Walnut,Kappa,Spy,Posthumans,None,None,None,Earbuds,Crystal,Houndstooth Rift,None,None,None,None,None,None,None,None,26.878462710952117,9031
9031,No,No,Portrait,Day,Augmented,Forest Shamrock,Delta,Barbarian,Humans,Mask,Bandaid,Triangles,None,None,None,None,None,None,None,None,None,None,Halo,35.62080007209031,9032
9032,No,No,Portrait,Day,Augmented,Incredible Indigo,Omicron,Lion,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Rooster,None,Moon Band,None,22.489585346217286,9033
9033,No,No,Portrait,Day,Augmented,Regal Cobalt,Xi,Ox,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Horse,None,Turquoise,None,22.519866810998927,9034
9034,No,No,Portrait,Day,Natural,Clay Walnut,Mu,Kitsune,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.2267654772798235,9035
9035,No,No,Portrait,Day,Augmented,Silver Cloud,Delta,Cthylla,Posthumans,None,None,None,Laser Sword,Fire,Recon Drone,None,None,None,None,None,None,None,None,26.98710748979771,9036
9036,No,No,Portrait,Day,Augmented,Metallic Charcoal,Zeta,Hammerhead Shark,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Rabbit,None,Gold,None,22.584484393253195,9037
9037,No,No,Portrait,Day,Augmented,Atomic Acid,Beta,Kimono Model,Humans,None,Heart,Red Hearts,None,None,None,None,None,None,Monocle,None,None,None,None,26.299981456576997,9038
9038,No,No,Portrait,Day,Augmented,Soot Black,Kappa,Ethereum Cyborg,Posthumans,None,None,None,Battery,Earth,Ethereum,None,None,None,None,None,None,None,None,26.934830870800813,9039
9039,No,No,Portrait,Day,Augmented,Imperial Eggplant,Sigma,Nightmare,Posthumans,None,None,None,Battery,Holy,Spirit Eyes,None,None,None,None,None,None,None,None,26.78630356078246,9040
9040,No,No,Portrait,Day,Natural,Regal Cobalt,Lambda,Spy,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.4744022532765562,9041
9041,No,No,Portrait,Day,Augmented,Flamingo Pink,Psi,Bumblebee,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Horse,Love,None,None,22.867811441614624,9042
9042,No,No,Portrait,Day,Augmented,Azure Sky,Iota,Pirate,Humans,Bomb,Bubble Gum,None,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.092224704473693,9043
9043,No,No,Portrait,Day,Augmented,Hidden Ruby,Psi,Ancient Maid,Humans,None,Popsicle,Diamond and Star,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.275208417895758,9044
9044,No,No,Portrait,Day,Augmented,King Turquoise,Omicron,Whale Shark,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Snake,Proud,None,None,22.76743824409198,9045
9045,No,No,Portrait,Day,Augmented,Mint Pistachio,Lambda,Simulacrum,Posthumans,None,None,None,Android Tail,Ice,Repair Drone,None,None,None,None,None,None,None,None,26.853709763116136,9046
9046,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Iota,Summer Student,Humans,Coffee,Bandaid,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.115598204270555,9047
9047,No,No,Portrait,Day,Augmented,Celestial Aqua,Mu,Spear Warrior,Humans,Book,Star,Diamond and Star,None,None,None,None,None,None,None,None,None,None,None,22.06336039768127,9048
9048,No,No,Portrait,Day,Augmented,Imperial Eggplant,Epsilon,Tengu,Yokai,None,None,None,None,None,None,Flame Eyes,Bull,Axe,None,None,None,None,None,33.79773713461649,9049
9049,No,No,Portrait,Day,Augmented,Forest Shamrock,Omicron,Sentinel,Posthumans,None,None,None,Earbuds,Lightning,Claw Rift,None,None,None,None,None,None,None,None,26.930727631038298,9050
9050,No,No,Portrait,Day,Augmented,Coral Peach,Phi,Gynoid,Posthumans,None,None,None,Earbuds,Vitality,Ethereum,None,None,None,None,None,None,None,None,26.98985963861764,9051
9051,No,No,Portrait,Day,Natural,Dark Cerulean,Zeta,Sentinel,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.576188894850929,9052
9052,No,No,Portrait,Day,Augmented,Midnight Plum,Psi,Kuro-Bozu,Yokai,Cucumber,None,None,None,None,None,Flame Eyes,Stag,None,None,None,None,None,None,28.5437878385618,9053
9053,No,No,Portrait,Day,Augmented,Stormy Fossil,Delta,Spirit Detective,Posthumans,None,None,None,Earbuds,Water,Hand Rift,None,None,None,None,None,None,None,None,26.941727548989153,9054
9054,No,No,Portrait,Day,Augmented,Verdant Teal,Psi,Ice Spirit,Posthumans,None,None,None,Keyboard and Mouse,Lightning,Repair Drone,None,None,None,None,None,None,None,ERROR,40.3556476918338,9055
9055,No,No,Portrait,Day,Augmented,Soot Black,Zeta,Lance Defender,Humans,Potion Flask,Star,Diamond and Star,None,None,None,None,None,None,None,None,None,None,None,22.321912066609702,9056
9056,No,No,Portrait,Day,Natural,Slate Gray,Lambda,Sabretooth Tiger,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8925929634065818,9057
9057,No,No,Portrait,Day,Augmented,Hunter Green,Xi,Spear Warrior,Humans,Book,Heart,Diamond and Star,None,None,None,None,None,None,None,None,None,None,None,22.217395166935294,9058
9058,No,No,Portrait,Day,Augmented,Coral Peach,Omicron,Winter Model,Humans,Game Controller,Popsicle,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.18435714929692,9059
9059,No,No,Portrait,Day,Augmented,Atomic Acid,Zeta,Axolotl,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Rabbit,Proud,None,None,22.904968386433787,9060
9060,No,No,Portrait,Simple 1,Augmented,Queen Pink,Phi,Winter Model,Humans,Book,Bubble Gum,None,None,None,None,None,None,None,Square Glasses,None,None,None,None,34.34198245163259,9061
9061,No,No,Portrait,Day,Augmented,Crimson Carmine,Gamma,Winter Student,Humans,Breakfast,Bubble Gum,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.141717382028546,9062
9062,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Ancient General,Humans,Game Controller,Popsicle,Yellow Hearts,None,None,None,None,None,None,None,None,None,None,None,21.572428540603813,9063
9063,No,No,Portrait,Day,Natural,Silver Cloud,Epsilon,Winter Student,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7248778666709709,9064
9064,No,No,Portrait,Day,Augmented,Princess Iris,Iota,Ethereum Cyborg,Posthumans,None,None,None,Laser Sword,Energy,Tentacle Rift,None,None,None,None,None,None,None,None,26.899085440816574,9065
9065,No,No,Portrait,Day,Augmented,Polychromatic,Phi,Simulacrum,Posthumans,None,None,None,Tablet,Energy,Recon Drone,None,None,None,None,None,None,None,None,26.193515135095353,9066
9066,No,No,Portrait,Day,Natural,Silver Cloud,Gamma,Rabbit,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9035923290767414,9067
9067,No,No,Portrait,Day,Augmented,Smoked Amber,Phi,Sabretooth Tiger,Demihumans,None,None,None,None,None,None,None,None,None,None,Tiger,Proud,Gold,None,27.241950118767683,9068
9068,No,No,Portrait,Day,Natural,Shamrock Parakeet,Rho,Cthylla,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5981925820513838,9069
9069,No,No,Portrait,Day,Augmented,Princess Iris,Epsilon,Kimono Model,Humans,Bomb,Bubble Gum,Diamond and Star,None,None,None,None,None,None,None,None,None,None,None,22.20226998781827,9070
9070,No,No,Portrait,Day,Augmented,Azure Sky,Xi,Earth Spirit,Posthumans,None,None,None,Smartphone,Fire,Houndstooth Rift,None,None,None,None,None,None,None,None,26.889464693255206,9071
9071,No,No,Portrait,Simple 1,Augmented,Dark Cerulean,Kappa,Tyrannosaurus Rex,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Goat,None,Turquoise,None,34.744859925650346,9072
9072,No,No,Portrait,Day,Augmented,Flamingo Pink,Psi,Whale Shark,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Dragon,None,Moon Band,None,22.61746762640315,9073
9073,No,No,Portrait,Day,Augmented,Slate Gray,Xi,Autumn Student,Humans,Mask,None,Dots,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.43334340520726,9074
9074,No,No,Portrait,Day,Natural,Electric Fuschia,Alpha,Sabretooth Tiger,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6422457028819711,9075
9075,No,No,Portrait,Day,Augmented,Chartreuse Sage,Phi,Mermaid,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Snake,None,Gold,None,22.655995348518594,9076
9076,No,No,Portrait,Day,Augmented,Clay Walnut,Mu,Rugby Player,Humans,None,Leaf,Red Hearts,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,26.188572144414092,9077
9077,No,No,Portrait,Day,Natural,Stormy Fossil,Epsilon,Wildcat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8733309602628214,9078
9078,No,No,Portrait,Day,Augmented,Incredible Indigo,Rho,Oni,Yokai,Flowers,None,None,None,None,None,Flame Eyes,Bison,None,None,None,None,None,None,28.553413814022637,9079
9079,No,No,Capsule,N/A,Natural,Natural Nectarine,Rho,Ethereum Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.164525845525343,9080
9080,No,No,Portrait,Day,Augmented,Forest Shamrock,Xi,Assassin,Posthumans,None,None,None,Smartphone,Holy,Recon Drone,None,None,None,None,None,None,None,None,26.93072928297135,9081
9081,No,No,Capsule,N/A,Augmented,Crimson Carmine,Gamma,Triceratops,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Pig,None,Turquoise,None,48.17449848482841,9082
9082,No,No,Portrait,Day,Augmented,Raven Onyx,Mu,Pirate,Humans,Book,Heart,None,None,None,None,None,None,None,Shades,None,None,None,None,22.19122781330532,9083
9083,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Omicron,Hammer Paladin,Humans,Book,Leaf,Whiskers,None,None,None,None,None,None,None,None,None,None,None,22.220141808529124,9084
9084,No,No,Portrait,Day,Augmented,Mint Pistachio,Epsilon,Shikigami,Yokai,None,None,None,None,None,None,Bat,Antelope,Kunai,None,None,None,None,None,33.88849798291538,9085
9085,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Technician,Posthumans,None,None,None,Tablet,Earth,Houndstooth Rift,None,None,None,None,None,None,None,None,26.654265600359935,9086
9086,No,No,Portrait,Day,Augmented,Hunter Green,Omicron,Ancient Captain,Humans,Bomb,None,Yellow Hearts,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.381073941283745,9087
9087,No,No,Portrait,Day,Augmented,Pesto Guacamole,Lambda,Pirate,Humans,Book,Popsicle,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.11008275811024,9088
9088,No,No,Portrait,Day,Augmented,Candy Rose,Zeta,Wildcat,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Dog,None,Crescent,Ancient Fossil,35.982332999667285,9089
9089,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Ethereum Cyborg,Posthumans,None,None,None,Laptop,Vitality,Ethereum,None,None,None,None,None,None,None,None,26.200387037367502,9090
9090,No,No,Portrait,Day,Augmented,Metallic Charcoal,Lambda,Kuro-Bozu,Yokai,Shrimp,None,None,None,None,None,Bat,None,Tetsubo,None,None,None,None,None,28.49565327045441,9091
9091,No,No,Portrait,Day,Natural,Imperial Eggplant,Phi,Infiltrator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.4647691187175482,9092
9092,No,No,Portrait,Day,Natural,Coral Peach,Omicron,Tennis Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7537635055300127,9093
9093,No,No,Portrait,Day,Natural,Aegean Sea,Delta,Winter Model,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6671064477192885,9094
9094,No,No,Portrait,Day,Augmented,Soot Black,Theta,Mermaid,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Monkey,None,Moon Band,None,22.59822847297737,9095
9095,No,No,Portrait,Day,Natural,Electric Fuschia,Beta,Bitcoin Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.3409709414770128,9096
9096,No,No,Portrait,Day,Augmented,Polychromatic,Omicron,Researcher,Posthumans,None,None,None,Smartphone,Water,Ethereum,None,None,None,None,None,None,None,None,26.26092863312619,9097
9097,No,No,Portrait,Day,Natural,Imperial Eggplant,Upsilon,Pirate,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5708188707018669,9098
9098,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Researcher,Posthumans,None,None,None,Laptop,Fire,Checkered Rift,None,None,None,None,None,None,None,None,26.687280493313875,9099
9099,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Rugby Player,Humans,Breakfast,None,Spikes,None,None,None,None,None,None,Shades,None,None,None,None,22.1431488535795,9100
9100,No,No,Portrait,Day,Natural,Metallic Charcoal,Delta,Lion,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8471960913971643,9101
9101,No,No,Portrait,Day,Augmented,Bumblebee Canary,Xi,Gynoid,Posthumans,None,None,None,Laptop,Forest,Checkered Rift,None,None,None,None,None,None,None,None,26.918327484439146,9102
9102,No,No,Portrait,Day,Augmented,Golden Bronze,Omicron,Lance Defender,Humans,Game Controller,None,Yellow Hearts,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.371441908115074,9103
9103,No,No,Portrait,Day,Natural,Deep Amethyst,Theta,Shiro Ukari,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.2872787185641865,9104
9104,No,No,Portrait,Day,Augmented,Regal Cobalt,Lambda,Ancient General,Humans,Toy Cars,Bubble Gum,None,None,None,None,None,None,None,Monocle,None,None,None,None,22.011089424308423,9105
9105,No,No,Portrait,Day,Augmented,Azure Sky,Iota,Swimmer,Humans,Coffee,None,Whiskers,None,None,None,None,None,None,Monocle,None,None,None,None,22.335695927313704,9106
9106,No,No,Portrait,Day,Augmented,Silver Cloud,Delta,Water Spirit,Posthumans,None,None,None,Tablet,Wind,Pincer Drone,None,None,None,None,None,None,None,None,26.915573546294414,9107
9107,No,No,Portrait,Day,Augmented,Imperial Eggplant,Sigma,Phantom Nun,Posthumans,None,None,None,Earbuds,Vitality,Hand Rift,None,None,None,None,None,None,None,None,26.805559230886043,9108
9108,No,No,Portrait,Day,Augmented,Natural Nectarine,Phi,Spear Warrior,Humans,Toy Cars,Toast,None,None,None,None,None,None,None,Shades,None,None,None,None,22.224247526496118,9109
9109,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Kuro-Bozu,Yokai,Flame Earring,None,None,None,None,None,None,Duiker,Kunai,None,None,None,None,None,28.215040520521985,9110
9110,No,No,Portrait,Day,Augmented,Ultra Violet,Xi,Kijo,Yokai,None,None,None,None,None,None,Flame Eyes,Bull,Cursed Tanto,None,None,None,None,None,33.90912456569461,9111
9111,No,No,Portrait,Day,Augmented,Azure Sky,Zeta,Turtle,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Dog,None,Crescent,None,22.495094183364778,9112
9112,No,No,Portrait,Day,Natural,Concord Grape,Gamma,Bitcoin Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5376767262074724,9113
9113,No,No,Portrait,Day,Natural,Bumblebee Canary,Lambda,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.884340238080124,9114
9114,No,No,Portrait,Day,Augmented,Silver Cloud,Gamma,Earth Spirit,Posthumans,None,None,None,Keyboard and Mouse,Holy,Claw Rift,None,None,None,None,None,None,None,None,27.00773916643864,9115
9115,No,No,Portrait,Day,Natural,Magenta Blush,Omicron,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9283520193534878,9116
9116,No,No,Portrait,Day,Augmented,Metallic Charcoal,Kappa,Autumn Student,Humans,Bomb,Bandaid,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.130747059620923,9117
9117,No,No,Portrait,Day,Augmented,Golden Bronze,Mu,Goat,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Monkey,None,Crescent,None,22.52398009865383,9118
9118,No,No,Portrait,Day,Augmented,Regal Cobalt,Rho,Infiltrator,Posthumans,None,None,None,Smartphone,Crystal,Checkered Rift,None,None,None,None,None,None,None,None,26.837195641567924,9119
9119,No,No,Portrait,Day,Augmented,Clay Walnut,Kappa,Spear Warrior,Humans,Bomb,None,Triangles,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.378333082278846,9120
9120,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Theta,Bumblebee,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Rat,Dazzled,None,None,22.786684555762186,9121
9121,No,No,Portrait,Day,Natural,Royal Purple,Phi,Rat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9379817151243997,9122
9122,No,No,Portrait,Day,Natural,Marmalade Apricot,Rho,Fire Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6559685424316235,9123
9123,No,No,Portrait,Simple 1,Augmented,Marmalade Apricot,Zeta,Broadsword Vanguard,Humans,Game Controller,Donut,Dots,None,None,None,None,None,None,None,None,None,None,None,34.508411582853945,9124
9124,No,No,Portrait,Day,Augmented,Verdant Teal,Upsilon,Dark Spirit,Posthumans,None,None,None,Battery,Holy,Hexagonal Rift,None,None,None,None,None,None,None,None,26.918331477642294,9125
9125,No,No,Portrait,Day,Augmented,Metallic Charcoal,Lambda,Liquidator,Posthumans,None,None,None,Keyboard and Mouse,Ice,Hexagonal Rift,None,None,None,None,None,None,None,None,26.927977135005165,9126
9126,No,No,Portrait,Simple 1,Augmented,Slate Gray,Xi,Volleyball Player,Humans,None,Leaf,Blue Hearts,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,38.51087699649166,9127
9127,No,No,Portrait,Day,Augmented,Natural Nectarine,Omega,Summer Student,Humans,Bomb,None,Moon,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.530976290212443,9128
9128,No,No,Portrait,Day,Augmented,Regal Cobalt,Mu,Kuro-Bozu,Yokai,None,None,None,None,None,None,Kunai,Rhino,Katana,None,None,None,None,None,33.79635920517395,9129
9129,No,No,Portrait,Day,Augmented,Deep Amethyst,Beta,Medic,Posthumans,None,None,None,Earbuds,Energy,Tentacle Rift,None,None,None,None,None,None,None,None,26.954105535695223,9130
9130,No,No,Portrait,Day,Natural,Magenta Blush,Iota,Water Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6353331498103196,9131
9131,No,No,Portrait,Day,Natural,Raven Onyx,Xi,Cthylla,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6504682417147962,9132
9132,No,No,Portrait,Day,Augmented,Regal Cobalt,Iota,Sentinel,Posthumans,None,None,None,Smartphone,Holy,Hexagonal Rift,None,None,None,None,None,None,None,None,26.834453543994375,9133
9133,No,No,Portrait,Day,Natural,Great Pearl,Omicron,Assassin,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5596853708230958,9134
9134,No,No,Portrait,Day,Augmented,Dark Cerulean,Lambda,Bull,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Ox,Dazzled,None,None,22.76605893597535,9135
