,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
9525,Off White C,Katana,Bubble Gum,Red,Yellow Bikini,Indigo Ponytail,Human,None,None,None,None,None,10.383179138607177,9525
9526,Off White D,Coin,Gaiter,Closed,Lavender Kimono with Bow,Purple Pigtails,Human,None,None,Yellow Kanzashi,Sleep Mask,None,36.282551886461604,9526
9527,Off White A,Bean Juice,Laughing,Calm,Light Kimono,Teal Bun,Human,None,None,Backwards Cap,None,None,23.823490922971875,9527
9528,Off White A,None,Relaxed,Hopeful,Frog Hoodie,Silver Bangs,Human,None,None,None,None,None,3.2448593337050524,9528
9529,Off White A,Sake,Smirk,Red,Black Tech Jacket,Blonde Flowy,Human,Blue Tassel,None,Purple Kanzashi,None,None,42.29206857972089,9529
9530,Cool Gray,None,Growl,Meditating,Hoodie with Bag,Orange Short Spiky,Human,None,None,None,None,None,6.944913329790091,9530
9531,Off White D,Bokken,Pout,Chill,White T-Shirt,Spirit Spiky,Spirit,None,Beads,None,Clear Glasses,None,61.04467348749275,9531
9532,Cool Gray,Hand Wrap,Chewing,Joyful,Red Perfecto Jacket,Brown Bangs,Human,None,None,None,None,Fireflies,34.19866536628405,9532
9533,Off White A,None,Closed,Joyful,Light Armor,Teal Bangs,Human,None,None,None,Kabuki Facepaint,None,17.626483582183276,9533
9534,Off White D,Bat,Growl,Bored,Black Tech Jacket,Purple Spiky,Human,None,None,None,None,None,9.848933301054142,9534
9535,Off White D,Bat,Growl,Chill,Black Blazer,Silver Spiky,Human,None,Chain,Red Panda Mask,Lipstick Kiss,None,55.34578220126998,9535
9536,Off White C,None,Lipstick,Red,Lavender Kimono with Bow,Green Ponytail,Human,None,None,None,None,None,3.9286284937516194,9536
9537,Off White B,Bokken,Frown,Concerned,Cloud Poncho,Teal Bob,Human,Corded Earbuds,None,None,None,None,28.630813574702156,9537
9538,Off White C,None,Wheat Straw,Concerned,Lavender Kimono with Bow,Pink Pixie,Human,None,None,Pointy Straw Hat,None,None,17.736443162960917,9538
9539,Cool Gray,None,Relaxed,Bored,White Blazer,Indigo Disheveled,Human,None,None,Red Panda Beanie,None,None,20.288724725014756,9539
9540,Off White D,Floorsweeper,Smirk,Joyful,Blue Qipao,Blonde Flowy,Human,Sunflower,None,None,None,Smoke,47.48782091566518,9540
9541,Off White D,Fishing Rod,Smile,Joyful,Black Hoodie,Teal Bangs,Human,None,None,None,None,None,10.238055944417559,9541
9542,Off White C,None,Relaxed,Calm,Archer,Orange Pixie,Human,None,None,None,None,None,2.730432199845546,9542
9543,Off White D,None,Tactical Knife,Careless,Azuki Track Jacket,Brown Samurai,Human,None,None,None,None,None,4.020943374068821,9543
9544,Red,Sakura Katana,420,Closed,Red Panda Kigurumi,Blue Spiky,Human,None,None,None,None,None,9.82708220281517,9544
9545,Off White A,None,Whistling,Calm,Turquoise Kimono,Pink Hairband,Human,None,Zen Headphones,None,None,None,20.583075933795445,9545
9546,Off White A,None,Bubble Gum,Suspicious,Light Kimono,Teal Messy,Human,None,None,None,None,None,3.941772128626126,9546
9547,Off White C,Boombox,Growl,Bored,Tank Top,Magenta Long,Human,None,None,None,None,None,10.275458434696457,9547
9548,Dark Purple,Fireball,Not Bad,Tired,Azuki Tech Jacket,Blue Short Spiky,Human,Ethereum,None,Distressed Beanie,None,None,45.338609192691486,9548
9549,Off White C,None,Face Mask,Pensive,Cat T-Shirt,Brown Messy,Human,Yellow Fan,None,None,None,None,22.095469833068666,9549
9550,Off White B,Shuriken,Closed,Curious,Blue Kimono,Indigo Long,Human,None,None,None,None,None,9.560938977451467,9550
9551,Cool Gray,Lantern,Grass,Meditating,Denim Jacket,Brown Half Bun,Human,None,None,None,None,Fireflies,33.594147930948544,9551
9552,Off White C,Shinai,Lipstick,Concerned,Black Qipao,Silver Bun,Blue,Sword,None,None,None,None,46.872449693989026,9552
9553,Off White B,None,Relaxed,Bored,Black Hoodie,Brown Spiky,Human,None,None,None,None,None,3.0799638333949395,9553
9554,Off White A,Hook Sword,Chuckle,Curious,Alpine Jacket,Brown Disheveled,Human,Stud,None,Horns,Red Stripes Face Paint,None,56.77880919297119,9554
9555,Off White A,Water Orb,Smoking,Striking,Frog Hoodie,Dreadlocks,Human,Yellow Fan,None,None,None,None,28.663815496270278,9555
9556,Cool Gray,Fishing Rod,Chuckle,Careless,Shinto Robe,Silver Long,Blue,Spiked Ring,None,Pointy Straw Hat,None,None,64.1678712290436,9556
9557,Off White C,Floorsweeper,Scroll,Bored,Light Kimono,Green Samurai,Human,Chiyogami,Koi Tattoo,None,Clear Glasses,None,59.07546650852645,9557
9558,Off White D,Bat,Growl,Red,Fur Hoodie,Magenta Long,Human,None,None,None,None,Sakura,30.457348153230367,9558
9559,Dark Blue,Zanbato,Relaxed,Meditating,Red Hoodie,Brown Spiky,Human,None,None,None,Lipstick Kiss,None,26.830706353409088,9559
9560,Off White C,Talisman,Growl,Tired,Black Yukata,Blonde Messy,Human,None,None,None,None,Water,30.747535827329468,9560
9561,Off White C,None,Laughing,Closed,Bloody Bomber,Blonde Flowy,Human,None,Beads,Frog Baseball Cap,Heart Eye Patch,None,46.56259941279161,9561
9562,Off White B,Monkey King Staff,Laughing,Joyful,Lavender Kimono with Bow,Maroon Bob,Human,None,None,None,None,None,10.528253293563177,9562
9563,Off White C,None,Gaiter,Bored,Blue Kimono,Powder Blue Disheveled,Human,Small Hoop,None,None,None,None,21.983374508739555,9563
9564,Off White C,Lightning Orb,Smirk,Careless,Green Yukata,Indigo Disheveled,Human,None,None,None,None,None,9.481838987126853,9564
9565,Off White B,None,Smile,Calm,Red Ninja Top,Green Ombre Bangs,Human,None,Zen Headphones,None,Red Stripes Face Paint,None,35.02069970614327,9565
9566,Off White B,Lantern,Tongue Out,Concerned,Blue Kimono with Bow,Indigo Pixie,Human,None,None,Cat Headband,None,None,24.6126508754215,9566
9567,Dark Blue,Fan,Lipstick,Closed,Tank Top with Jacket,Magenta Flowy,Human,None,None,None,Sleep Mask,None,25.118270717189382,9567
9568,Dark Blue,None,Bubble Gum,Joyful,Red Ninja Top,Blonde Hairband,Human,None,Sneakers,None,Black Glasses,None,38.287211128436496,9568
9569,Off White A,None,Grin,Closed,Blue Floral Kimono,Indigo Pixie,Human,Wireless Earbuds,None,Yellow Kanzashi,None,None,33.06221791139563,9569
9570,Off White A,Bat,Relaxed,Closed,Light Kimono,Silver Bun,Human,Wireless Earbuds,None,None,Eye Patch,None,38.326596781803545,9570
9571,Off White B,Monkey King Staff,Whistling,Pensive,Light Kimono,Silver Long,Blue,None,None,None,None,None,29.520979383994888,9571
9572,Red,Floorsweeper,Smoking,Ruby,Dress Shirt,Brown Half Bun,Human,None,None,None,None,None,11.985791966555293,9572
9573,Off White D,Blue Bean,Smirk,Closed,Vest,Magenta Messy,Human,None,None,Backwards Cap,Eye Patch,None,35.45164055391621,9573
9574,Off White B,Fan,Relaxed,Daydreaming,Black Bomber,Blonde Bun,Human,None,Chill Headphones,None,None,None,25.619280905684917,9574
9575,Off White A,Zanbato,Lipstick,Determined,Hoodie with Bag,Powder Blue Pigtails,Human,None,None,Straw Hat,None,None,23.412421750173415,9575
9576,Off White A,None,Meh,Chill,White Yukata,Powder Blue Swept Back,Human,None,Koi Tattoo,None,None,Smoke,40.78382728160317,9576
9577,Off White B,Bat,Smile,Relaxed,Light Kimono,Powder Blue Pigtails,Human,None,None,None,Red Fang Face Paint,None,24.177341988548974,9577
9578,Red,Lantern,Grass,Daydreaming,Blue Floral Kimono,Powder Blue Pigtails,Human,Ear Cuffs,None,Frog Mask,None,None,43.593325108670356,9578
9579,Off White A,Leather Katana,Relaxed,Chill,Brown Yukata,Silver Short Spiky,Human,None,None,Distressed Beanie,None,None,23.012329908598797,9579
9580,Off White C,Fishing Rod,Bubble Gum,Amethyst,Red Floral Kimono,Purple Bangs,Human,None,None,None,None,None,10.493107932373878,9580
9581,Off White B,Lantern,Laughing,Striking,Rain Jacket,Brown Dreadlocks,Human,None,None,None,None,None,10.286427849622767,9581
9582,Off White B,Bean Juice,420,Chill,Black Bomber,Black Disheveled,Human,None,Chill Headphones,Chef Headband,Round Blue Sunglasses,None,55.22050211766663,9582
9583,Off White B,Fan,Closed,Tired,Green Yukata,Green Spiky,Human,None,None,None,None,None,9.376269854971769,9583
9584,Off White C,Hand Wrap,Closed,Joyful,Blue Kimono with Bow,Spirit Bob,Spirit,None,None,None,None,None,29.107723010881603,9584
9585,Off White D,Shinai,Long Stubble,Suspicious,Red Panda Yukata,Indigo Disheveled,Human,None,None,None,Red Stripes Face Paint,None,25.417209834403526,9585
9586,Off White D,Bat,Face Mask,Striking,Camo Hoodie,Brown Blonde Flowy,Human,None,None,None,Round Blue Sunglasses,None,24.588437989136278,9586
9587,Red,Leather Katana,Closed,Concerned,Red Panda Kigurumi,Blue Hairband,Human,None,None,None,None,None,11.075641669925513,9587
9588,Off White B,Sakura Katana,Meh,Closed,Light Kimono,Magenta Long,Red,Chill,Towel,None,Sleep Mask,None,74.73216842615784,9588
9589,Off White C,None,Grass,Pensive,Light Kimono,Silver Long,Blue,None,None,IKZ Baseball Cap,None,None,35.95700976685556,9589
9590,Red,Sakura Katana,Scroll,Careless,Suit with Turtleneck,Buzzcut,Human,None,None,Cowboy Hat,None,None,26.20423491104031,9590
9591,Off White D,Shinai,Grass,Relaxed,Red Qipao with Fur,Silver Bangs,Human,None,Beads,IKZ Baseball Cap,None,None,40.73588011722873,9591
9592,Red,Sake,Relaxed,Bored,Red Hoodie,Maroon Half Bun,Human,None,None,None,None,None,11.36803435630162,9592
9593,Red,Sakura Katana,Wheat Straw,Pierced Eyebrow,Black Kimono,Indigo Long,Human,None,Red Panda Headphones,None,Black Glasses,None,43.382320982621394,9593
9594,Off White B,Coin,Toothpick,Relaxed,Sloth T-Shirt,Teal Bob,Human,None,None,None,Red Fang Face Paint,None,25.045687908383623,9594
9595,Off White B,Banner,Grin,Daydreaming,Light Armor,Purple Pigtails,Human,None,None,None,None,None,10.099553715500305,9595
9596,Cool Gray,Zanbato,Chuckle,Focused,Black T-Shirt,Buzzcut,Human,Yellow Fan,None,Red Panda Headband,Bandaid,None,59.62735983934492,9596
9597,Off White C,Katana,Chuckle,Pensive,Kimono with Straw Hat,Brown Spiky,Human,None,Beads,None,None,None,26.19745564230841,9597
9598,Off White B,None,Bubble Gum,Tired,Kimono with Jacket,Silver Spiky,Blue,None,Chill Headphones,None,None,None,39.39908029287417,9598
9599,Off White C,Katana,Lipstick,Amethyst,Cloud Poncho,Purple Pigtails,Human,None,None,None,Red Fang Face Paint,None,24.08066480495957,9599
9600,Off White A,Skateboard,Growl,Indifferent,Red Hoodie,Magenta Long,Human,None,None,Newsboy Cap,None,None,24.66981994809286,9600
9601,Off White B,None,Relaxed,Careless,Black Yukata,Brown Disheveled,Human,None,None,Chef Headband,None,None,16.848304925302298,9601
9602,Off White A,None,Relaxed,Indifferent,Kung Fu Shirt,Brown Long,Human,Chiyogami,None,Cat Headband,None,None,34.9129814201038,9602
9603,Red,Kanabo,Bubble Gum,Pensive,Red Kimono,Blonde Swept Back,Human,Skull Ear Cuffs,Chain,None,Clear Glasses,None,61.862404872405286,9603
9604,Cool Gray,Golden Kanabo,Chuckle,Glowing,Black Yukata,Black Disheveled,Human,None,None,None,None,Fireflies,34.6009369287701,9604
9605,Cool Gray,Golden Shuriken,Pout,Chill,None,Spirit Fluffy,Spirit,Small Hoop,Golden Headphones,None,None,Fireflies,88.95303483057918,9605
9606,Off White B,None,420,Tired,Red Hoodie,Brown Blonde Long,Human,None,None,None,None,None,4.632086393996815,9606
9607,Off White C,Bat,Smirk,Determined,Blue Bomber,Blonde Bob,Human,None,None,None,Kabuki Facepaint,None,22.814441729263823,9607
9608,Dark Blue,Katana,Meh,Chill,Black Kimono,Spirit Fluffy,Spirit,None,None,Broken Straw Hat,None,None,46.59573873188543,9608
9609,Off White C,Banner,Sleep Bubble,Closed,Bumblebee Jacket,Brown Fluffy,Human,Spiked Ring,Tribal Tattoo,None,Bandaid,None,56.618179737736355,9609
9610,Off White C,Hook Sword,Not Bad,Suspicious,White T-Shirt,Maroon Fluffy,Human,None,None,None,None,None,10.369987779669964,9610
9611,Off White B,Monk Staff,Whistling,Bored,Cat Kigurumi,Blonde Swept Back,Human,None,None,None,None,None,11.244929379265951,9611
9612,Off White C,Leather Katana,Smoking,Careless,Alpine Jacket,Brown Messy,Human,None,Tribal Tattoo,None,None,None,26.243604288624528,9612
9613,Dark Blue,Bat,Whistling,Closed,Shinto Robe,Silver Spiky,Human,None,None,Beret,Seer Eyeband,None,39.34899496117369,9613
9614,Off White C,Fishing Rod,Lipstick,Ruby,Light Armor,Maroon Ponytail,Red,None,None,Purple Kanzashi,None,None,42.87662112023862,9614
9615,Red,Gloves,Relaxed,Determined,Black Yukata,Maroon Disheveled,Human,None,None,None,None,None,10.407352222347518,9615
9616,Off White C,Coin,Closed,Concerned,Archer,Black Pigtails,Human,Sunflower,None,None,None,None,27.00412990322092,9616
9617,Off White C,Lantern,Whistling,Focused,Maroon Yukata,Buzzcut,Blue,Small Hoop,None,IKZ Baseball Cap,None,None,60.12812430052029,9617
9618,Cool Gray,Kanabo,Bubble Gum,Indifferent,Azuki Sweater,Orange Swept Back,Human,None,None,None,Red Fang Face Paint,Fireflies,48.55848281246717,9618
9619,Off White B,Water Orb,Toothpick,Calm,Light Armor,Maroon Bun,Red,Frog,Tribal Tattoo,Purple Kanzashi,Reading Glasses,None,92.68685745096694,9619
9620,Off White A,None,Grass,Closed,Yellow Bikini,Green Half Bun,Human,None,Tribal Tattoo,None,None,None,18.05951863836404,9620
9621,Off White B,None,Laughing,Joyful,Azuki Tech Jacket,Brown Flowy,Human,Red Cylinder,None,None,Kabuki Facepaint,None,36.44724643507642,9621
9622,Off White A,Zanbato,Face Mask,Chill,Blue Kimono,Brown Disheveled,Human,Skull Ear Cuffs,None,None,Black Glasses,None,42.766807750002734,9622
9623,Off White C,Golden Kanabo,Bubble Gum,Pensive,White Hoodie,Green Spiky,Human,None,None,None,None,None,10.904194695930935,9623
9624,Off White C,Leather Katana,420,Meditating,Azuki Tech Jacket,Indigo Long,Human,Wu,None,None,Blue Sunglasses,None,42.49861652406876,9624
9625,Red,Guitar,Closed,Pensive,Black T-Shirt,Brown Disheveled,Human,None,None,None,None,None,11.678040514403094,9625
9626,Off White C,Leather Katana,Grin,Closed,Black Hoodie,Purple Bun,Human,None,None,None,Sleep Mask,None,21.649305856003323,9626
9627,Off White C,Shuriken,Closed,Closed,Red Ninja Top,Blue Bun,Human,None,None,Beret,Heart Eye Patch,None,35.57036211981342,9627
9628,Off White A,None,Closed,Pierced Eyebrow,Hawaiian Shirt,Maroon Ponytail,Human,None,None,None,None,Sakura,23.634063294236878,9628
9629,Off White C,Zanbato,Scroll,Determined,Hoodie with Bag,Teal Messy,Human,None,None,Black Bucket Hat,None,None,23.632244595571944,9629
9630,Off White D,None,Pout,Chill,Kimono with Jacket,Magenta Long,Red,None,None,None,Eye Scar,None,36.62300427885159,9630
9631,Off White C,Blue Bean,Grin,Calm,Alpine Jacket,Brown Flowy,Human,None,None,Cowboy Hat,None,None,24.636858487752804,9631
9632,Off White C,Katana,Closed,Joyful,Azuki Tech Jacket,Brown Ponytail,Human,None,None,Horns,Kabuki Facepaint,None,37.13765543471042,9632
9633,Red,None,Relaxed,Determined,Light Kimono,Indigo Bangs,Human,None,None,None,None,None,3.5724233280016358,9633
9634,Off White D,Gloves,Closed,Concerned,Sloth Kimono,Pink Flowy,Human,Chiyogami,Towel,None,None,None,43.852505040218055,9634
9635,Off White A,Bokken,Grass,White,Black Blazer,Purple Dreadlocks,Human,None,Chain,None,Bandaid,None,42.17998117051841,9635
9636,Red,None,Relaxed,Determined,Black Perfecto Jacket,Purple Spiky,Human,Skull Ear Cuffs,None,None,None,None,21.94157783186837,9636
9637,Dark Purple,None,Relaxed,Concerned,Frog Kimono,Black Pigtails,Human,None,Chill Headphones,Frog Baseball Cap,None,None,36.41000906024425,9637
9638,Off White B,Zanbato,Not Bad,Closed,Plated Samurai Armor,Maroon Short Spiky,Human,None,None,Horns,Sleep Mask,None,36.421021790724936,9638
9639,Off White A,Bokken,Face Mask,Focused,Camo Hoodie,Brown Disheveled,Human,None,None,IKZ Baseball Cap,None,None,24.927040881604366,9639
9640,Off White C,Banner,Bubble Gum,Determined,Straw Poncho,Blue Spiky,Human,None,None,None,Clear Glasses,None,23.823448491158487,9640
9641,Off White D,Banner,Wheat Straw,Concerned,Yellow Bikini,Blonde Bob,Human,None,None,IKZ Baseball Cap,None,None,23.502542838123688,9641
9642,Off White B,Lantern,Not Bad,Closed,Bumblebee Jacket,Silver Swept Back,Human,None,None,Cowboy Hat,Seer Eyeband,None,36.33090620164003,9642
9643,Off White C,Coin,Grin,Closed,Frog T-Shirt,Purple Bun,Human,None,None,None,Eye Patch,None,21.937312048539283,9643
9644,Off White B,Bat,Grass,Tired,Sloth Yukata,Silver Short Spiky,Red,None,None,None,None,None,29.239598774099907,9644
9645,Off White D,Bokken,Relaxed,Pierced Eyebrow,Black Qipao,Maroon Bun,Human,Wireless Earbuds,None,None,Blue Sunglasses,None,41.71610084240118,9645
9646,Red,Sakura Katana,Bubble Gum,Joyful,Lavender Kimono with Bow,Blue Pink Ombre Flowy,Human,None,None,Pointy Straw Hat,None,None,26.008577460776927,9646
9647,Off White D,None,Sleep Bubble,Closed,Black Kimono,Brown Disheveled,Human,None,Zen Headphones,None,None,None,18.16284889379856,9647
9648,Red,None,Gaiter,Amethyst,Frog Hoodie,Orange Pixie,Human,None,Towel,None,None,None,22.99682954623442,9648
9649,Off White C,Sakura Katana,Pout,Curious,Suit with Turtleneck,Black Disheveled,Human,None,None,None,None,None,9.602735876501992,9649
9650,Off White C,Bean Juice,Closed,Pensive,Green Yukata,Magenta Long,Human,None,None,Cat Headband,None,None,22.99913195746312,9650
9651,Off White C,None,Smile,Glowing,Red Panda Hoodie,Brown Flowy,Human,None,None,None,None,None,4.495815785942129,9651
9652,Off White D,Coin,Meh,Careless,Dress Shirt,Indigo Swept Back,Human,Stud,Koi Tattoo,None,None,None,44.16463572874241,9652
9653,Off White D,None,Long Stubble,Pensive,Shinto Robe,Silver Disheveled,Human,None,Frog Headphones,None,None,None,21.271180565227198,9653
9654,Off White A,Leather Katana,Relaxed,Tired,Kung Fu Shirt,Indigo Fluffy,Human,None,Beads,None,None,None,25.698429716235015,9654
9655,Off White C,Zanbato,Grass,Hopeful,Azuki Track Jacket,Silver Bun,Human,None,None,None,Black Glasses,None,24.401609594050036,9655
9656,Off White B,None,Chuckle,Determined,Shinto Robe,Green Samurai,Human,None,None,None,Bandaid,None,17.59570074503067,9656
9657,Cool Gray,Lantern,Smirk,Careless,White Yukata,Black Pink Long,Human,Sakura,None,None,None,None,30.088286711766965,9657
9658,Off White C,Zanbato,Smirk,Indifferent,Alpine Jacket,Magenta Long,Human,None,None,None,None,None,9.198235556505411,9658
9659,Dark Purple,Coin,Pout,Curious,Suit with Turtleneck,Maroon Disheveled,Human,None,None,None,Red Stripes Face Paint,None,27.46161376018399,9659
9660,Red,Fan,Meh,Closed,White Layered Yukata,Indigo Long,Human,None,None,Distressed Beanie,Ji Eyeband,None,38.15538130882137,9660
9661,Off White D,Katana,Not Bad,Careless,Black Kimono,Orange Short Spiky,Human,None,None,IKZ Baseball Cap,None,None,23.175009404511755,9661
9662,Cool Gray,Shuriken,Grass,White,Lavender Kimono with Bow,Teal Bun,Human,Red Spiked Ring,Chill Headphones,None,Round Blue Sunglasses,None,62.029494374772,9662
9663,Off White D,None,Growl,Careless,Frog T-Shirt,Orange Samurai,Human,None,None,None,None,None,3.623016522681525,9663
9664,Off White D,Hand Wrap,Smirk,Amethyst,Blue Kimono with Bow,Maroon Half Bun,Human,None,None,Pointy Straw Hat,Blush,None,38.148819710413854,9664
9665,Off White A,Banner,Wheat Straw,Curious,White T-Shirt,Green Fluffy,Human,None,None,None,None,None,10.099566470516395,9665
9666,Off White B,None,Chewing,Closed,Blue Floral Kimono,Blonde Bun,Human,Frog,None,None,Heart Eye Patch,None,34.132603910982546,9666
9667,Off White D,None,Chewing,Calm,Light Kimono,Brown Ponytail,Human,Dragon,None,Azuki Cap,None,None,35.20972343953333,9667
9668,Off White A,Hand Wrap,Closed,Joyful,Alpine Jacket,Blonde Bun,Human,None,None,None,Blush,None,24.386231032895274,9668
9669,Off White B,None,Bubble Gum,Focused,Kung Fu Shirt,Teal Messy,Human,Blue Fan,None,IKZ Baseball Cap,Round Blue Sunglasses,None,50.32997923037751,9669
9670,Off White B,Boombox,Smile,White,Tank Top,Blue Bun,Human,None,None,None,None,None,11.11084091165274,9670
9671,Off White A,Bat,Laughing,Amethyst,Black Qipao,Purple Half Bun,Human,None,Sneakers,None,None,None,26.988798396419654,9671
9672,Off White D,Monkey King Staff,Smile,Determined,Black Hoodie,Black Bangs,Human,None,None,None,None,None,9.468593974612245,9672
9673,Red,None,Whistling,Chill,Bloody Bomber,Silver Disheveled,Human,None,None,None,Blue Sunglasses,None,20.517305379400497,9673
9674,Cool Gray,Leather Katana,Meh,Glowing,Green Yukata,Maroon Fluffy,Human,None,None,Beret,None,None,27.571550028231368,9674
9675,Dark Blue,None,Not Bad,Meditating,Camo Hoodie,Brown Samurai,Human,None,None,Frog Baseball Cap,None,Fox Fire,41.55331363439525,9675
9676,Off White C,Monk Staff,Relaxed,Curious,Red Panda Yukata,Green Samurai,Human,None,None,Black Bucket Hat,None,None,23.550920679332354,9676
9677,Off White B,Monk Staff,Grass,Hopeful,Hoodie,Orange Pixie,Human,None,Choker,None,None,None,27.38005150630699,9677
9678,Off White D,Umbrella,Bubble Gum,Calm,Black Oversized Kimono,Brown Flowy,Human,Blue Tassel,None,None,None,None,28.47035184544805,9678
9679,Off White A,Lantern,Smoking,Curious,Azuki Sweater,Gray Samurai,Human,None,None,None,Red Stripes Face Paint,None,24.355441376730035,9679
9680,Dark Purple,Bat,Relaxed,Joyful,Camo Tech Jacket,Silver Bun,Human,Yellow Fan,None,Full Bandana,None,None,43.86150819949382,9680
9681,Red,Red Bean,Relaxed,Hopeful,Turquoise Kimono with Bow,Green Ombre Flowy,Human,None,None,Purple Kanzashi,Kabuki Facepaint,None,40.182083597783816,9681
9682,Off White C,Leather Katana,Meh,Closed,White Hoodie,Blue Short Spiky,Human,None,None,Sloth Baseball Cap,Eye Patch,None,35.717575106877106,9682
9683,Red,Coin,Smile,Closed,Hoshi Jacket,Black Pigtails,Human,Sunflower,Koi Tattoo,None,None,None,43.91197277107298,9683
9684,Cool Gray,Bat,Toothpick,Suspicious,Alpine Jacket,Orange Swept Back,Human,None,None,None,None,None,13.258691860744525,9684
9685,Off White C,None,Smirk,Tired,Green Yukata,Blonde Short Spiky,Human,None,None,Backwards Cap,None,None,16.646067629092347,9685
9686,Off White C,Kanabo,Meh,Determined,Azuki Sweater,Green Spiky,Human,None,None,Cat Beanie,Red Stripes Face Paint,None,37.97514991218009,9686
9687,Off White B,Banner,Tongue Out,Pierced Eyebrow,Yellow Bikini,Magenta Pigtails,Red,None,None,None,Bandaid,None,43.92722931615695,9687
9688,Red,None,Wheat Straw,Ruby,Tank Top with Jacket,Brown Blonde Flowy,Human,None,None,None,None,None,5.986360119984517,9688
9689,Off White A,Boombox,Smoking,Determined,Black Yukata,Blonde Short Spiky,Human,None,None,None,None,None,9.508202133363154,9689
9690,Cool Gray,Coin,Growl,Red,Sloth T-Shirt,Silver Swept Back,Blue,None,Beads,None,Bandaid,None,63.596451563217116,9690
9691,Dark Purple,Lantern,Bubble Gum,Relaxed,Hoodie,Indigo Ponytail,Human,None,Choker,Full Bandana,Reading Glasses,None,58.37014763558247,9691
9692,Off White B,Lightning Orb,Tongue Out,Determined,Azuki Track Jacket,Maroon Bob,Human,None,None,None,None,None,10.35018204995187,9692
9693,Off White C,Golden Katana,Smoking,Focused,Black Kimono,Silver Long,Human,None,None,Straw Hat,None,None,24.680851155512524,9693
9694,Off White B,Leather Katana,Bubble Gum,Chill,Plated Samurai Armor,Black Fluffy,Human,None,None,Red Panda Baseball Cap,None,None,24.729177983291958,9694
9695,Off White D,Umbrella,Pout,Focused,Rain Jacket,Indigo Disheveled,Human,Yellow Fan,None,None,None,None,27.95376939434987,9695
9696,Off White C,None,Pout,Bored,White Hoodie,Gray Samurai,Human,None,None,Cat Baseball Cap,None,None,17.978280921559342,9696
9697,Off White A,Talisman,Tongue Out,Joyful,Archer,Teal Hairband,Human,None,None,None,None,None,11.192199570319927,9697
9698,Off White A,None,Closed,Pensive,Black Yukata,Blue Short Spiky,Human,None,None,None,Red Fang Face Paint,None,17.257175463697706,9698
9699,Off White B,Lantern,Smile,Pierced Eyebrow,Blue Kimono with Bow,Maroon Bun,Human,None,None,None,Red Stripes Face Paint,None,24.4895076367527,9699
9700,Off White D,Bat,Grass,Glowing,Black Ninja Top,Maroon Bun,Human,None,None,Purple Kanzashi,None,None,24.168625954448324,9700
9701,Off White C,Talisman,Smirk,Closed,Black Kimono,Purple Spiky,Human,None,None,Chef Headband,None,None,21.01418456189866,9701
9702,Off White A,Bean Juice,Tongue Out,Determined,Black Ninja Top,Teal Hairband,Human,None,None,None,Bandaid,None,24.22354912345317,9702
9703,Off White D,None,Face Mask,Closed,Alpine Jacket,Blonde Bun,Human,None,Koi Tattoo,Broken Straw Hat,None,None,31.939020312960658,9703
9704,Red,Lantern,Bubble Gum,Closed,Green Yukata,Brown Samurai,Human,Stud,None,Cowboy Hat,None,None,41.13373902037927,9704
9705,Off White C,None,Toothpick,Indifferent,Green Yukata,Blue Samurai,Human,None,Golden Headphones,None,None,None,20.54575062736871,9705
9706,Dark Purple,None,Relaxed,Curious,Kimono with Jacket,Magenta Messy,Human,None,None,Cat Ears,None,None,20.231569501229245,9706
9707,Off White D,None,Grin,Calm,Blue Qipao,Black Hairband,Human,None,None,Straw Hat,None,None,17.773794856818423,9707
9708,Off White D,Bat,Grass,Curious,Blue Kimono,Orange Swept Back,Human,Yellow Fan,None,None,None,None,27.347031999200556,9708
9709,Off White B,Blue Bean,Laughing,Hopeful,Sloth Hoodie,Magenta Pigtails,Human,None,None,None,Round Blue Sunglasses,None,25.384209229567524,9709
9710,Off White A,Katana,Chewing,Joyful,Black Qipao,Maroon Half Bun,Human,None,None,None,Blue Sunglasses,Water,45.087762791856726,9710
9711,Off White D,Golden Boombox,Closed,Joyful,Azuki Track Jacket,Brown Flowy,Human,None,None,None,None,None,9.479611109454304,9711
9712,Off White C,None,Not Bad,Closed,Red Kimono,Silver Disheveled,Human,None,Chain,None,Round Blue Sunglasses,None,32.01143075104714,9712
9713,Red,Coin,Closed,Bored,Suikan,Indigo Fluffy,Human,None,None,None,None,None,11.403239750796201,9713
9714,Off White D,Lantern,420,Determined,Blue Kimono,Blonde Messy,Human,None,None,None,None,None,9.156441519587236,9714
9715,Cool Gray,None,Laughing,Striking,Red Qipao with Fur,Blonde Hairband,Human,None,Zen Headphones,Newsboy Cap,None,None,37.58162561248098,9715
9716,Off White A,Kanabo,Grass,Focused,Sloth T-Shirt,Indigo Disheveled,Human,None,None,Cowboy Hat,None,None,24.786356732083163,9716
9717,Off White B,Zanbato,Relaxed,Determined,Blue Kimono with Bow,Blue Bun,Human,Blue Cylinder,None,None,None,None,26.45674548047009,9717
9718,Off White A,Banner,Closed,Determined,Blue Kimono,Green Spiky,Human,None,None,None,None,None,7.989089638612013,9718
9719,Off White C,Sakura Katana,Relaxed,Determined,Red Panda T-Shirt,Silver Pixie,Red,Blue Fan,None,None,Bandaid,None,59.06428671484638,9719
