,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
7336,udder pointy kind,yabbagabba,angreye,yallo,oweee,eerz?,REKT,dirt,None,None,5.304234709874544,7336
7337,ouchie,nuddernuddermouf,suthpithus,look up dere,bierdy,eer,wekkum tarbys,fLEsh stik,None,None,2.3665957854216884,7337
7338,pointy,yabbagabba,termigooblin,o noooooo,TAK UR ORDRR?,eors,RRRRRRAAAAAHHH,rottn elfboddie,None,None,7.691463313570648,7338
7339,das notta nose,nuddernuddermouf,browney,o noooooo,TAK UR ORDRR?,eerchompr,BLINGG,kobold puke,None,None,5.448689893986917,7339
7340,ouchie,blippyblipblipblip,gathp,lookin hear,soft pare,eers,New Tattoo,stupid color,None,None,5.937156345133083,7340
7341,zippyzipzip,mubblebumm,grrrAAAAAuuugh,lookin down,wart top,eors,yaris pleeze,darkerer,None,None,6.109139613882662,7341
7342,das notta nose,blablabla,whaja say?,eeeeeediot,STABBYSTABHEAD,eers,BLINGG,nothin,None,None,4.244773979833788,7342
7343,is dat a nose,oobie doo,pinkypinkpink,eeep,bumpynoggn,eeeeers,furr,nothin,None,None,4.224107440346881,7343
7344,funny,blippyblipblipblip,nar,eh?,jawboymangirl,iers,wekkum tarbys,wat dis?,None,None,3.653089763614602,7344
7345,danglydoo,aaaabaaaaabbbaaa,whaja say?,lookin hear,kiwimonstr,eerz?,yur mom,darkerer,None,None,4.808871613157095,7345
7346,dribble,nomnomhole,i seend a mouse! yum!,lookin down,oweee,eirs,wanna poak dat,stupid sun,None,None,6.803990668286808,7346
7347,goz down,yabbagabba,nar,blindeded,avvokado,eeeeers,inna bun,fLEsh stik,None,None,5.035906926075824,7347
7348,uppy,glibbaglab,whoaz me,lookin dere,kiwimonstr,EERS,sashay,fludded tunlz,None,None,5.166630065033298,7348
7349,is dat a nose,blarrr,oook,das not an eyez!,SPIKR,floaty eerz,wanna poak dat,mold,None,None,5.772047011202035,7349
7350,arouzd,mouffs,nar,krazed,furrrrrrrrrr,earz,fansee,dirt,None,None,4.409831697959614,7350
7351,goz down,bleebleebloobloo,i seend a mouse! yum!,sparples,flatface,floaty eerz,wanna poak dat,fludded tunlz,None,None,3.5292515694773416,7351
7352,dizeezsd,mrnnhrhmn,LAZZARZZZZ,sparples,soft pare,eers,clubbin time,stupid sun,None,None,6.226089419530015,7352
7353,ouchie,aaaabaaaaabbbaaa,i seend a mouse! yum!,krazed,growf,eeerbonez,stukinda troat,darkderest,None,None,3.8182080415592763,7353
7354,udder pointy kind,nuddernuddermouf,look dis way,sparples,STABBYSTABHEAD,iers,RRRRRRAAAAAHHH,fLEsh stik,None,None,5.806440775255937,7354
7355,blobby,blarrr,gooness,lookin dere,SPIKR,earrz,inna bun,bloody milk yumm,None,None,6.466896688993343,7355
7356,ouchie,gooooooo,peep,krazed,taterhead,earz,RRRRRRAAAAAHHH,wat dis?,None,None,3.0614537205997436,7356
7357,droopy,ibblebiddle,look dis way,lookin down,deflateded,eer,wekkum tarbys,wat dis?,None,None,4.34105862474467,7357
7358,das notta nose,blarrr,nspektin stuff,ooooh,avvokado,iers,clubbin time,fLEsh stik,None,None,2.7243156976350944,7358
7359,arouzd,glibbaglab,whaja say?,hipnoatisn,growf,eors,dawwww,purdy cave,None,None,1.6029468816725314,7359
7360,dribble,blippyblipblipblip,whoaz me,punchded,avvokado,iers,flappy,nothin,None,None,4.093391871385848,7360
7361,ouchie,mubblebumm,suthpithus,squintee,deflateded,eerchompr,dawwww,purdy cave,None,None,2.3046539764551635,7361
7362,dizeezsd,glibbaglab,suthpithus,seepy,bumpynoggn,warin der farree,fansee,kobold puke,None,None,6.150436215211911,7362
7363,uppy,blahhhhhhh,narf,lookit dat,taterhead,eerz?,wekkum tarbys,rottn elfboddie,None,None,4.361716903791119,7363
7364,berries,blahhhhhhh,termigooblin,look up dere,oweee,eers,BLINGG,mold,None,None,2.0569989252215826,7364
7365,shnozz,mouf,wass dat way,hipnoatisn,growf,floaty eerz,dat spase soot gots holes,wat dis?,None,None,3.426059955925742,7365
7366,shnozz,mouffs,narf,eeep,taterhead,floaty eerz,ETH,mold,None,None,6.2398799579049635,7366
7367,zippyzipzip,blippyblipblipblip,tremblr,yallo,deflateded,eer,wekkum tarbys,nothin,None,None,2.7243542371452065,7367
7368,dribble,blippyblipblipblip,pinkypinkpink,das not an eyez!,jawboymangirl,eerchompr,yaris pleeze,stupid color,None,None,7.498843786846784,7368
7369,buttnose,oobie doo,gathp,glowcoma,jawboymangirl,eors,stukinda troat,darkerer,None,None,6.356830453538278,7369
7370,dizeezsd,nudder mouf,hlo,lookin down,floppee,eors,clubbin time,dirt,None,None,4.3066531620772945,7370
7371,funny,gooooooo,wass dat way,hipnoatisn,flatface,EERS,New Tattoo,mold,None,None,6.384331699111071,7371
7372,bloo,nudder mouf,nspektin stuff,look up dere,kiwimonstr,earrz,RRRRRRAAAAAHHH,purdy cave,None,None,2.483560041992078,7372
7373,udder pointy kind,glibbaglab,gathp,grekd,cracky,EERS,ouchies,mold,None,None,2.3596929449399453,7373
7374,flassid,mrnnhrhmn,whoaz me,squintee,SPIKR,EERS,fansee,darkderest,None,None,8.647691140377727,7374
7375,bloo,nuddernuddermouf,pinkypinkpink,squintee,taterhead,eors,BLINGG,kobold puke,None,None,1.8368588811086135,7375
7376,dizeezsd,nuddernuddermouf,don lookitme,eeep,deflateded,EERS,yaris pleeze,bloody milk yumm,None,None,6.859038582617442,7376
7377,flassid,burblurblurb,zoweee,o noooooo,taterhead,earz,furr,fLEsh stik,None,None,3.852616258215756,7377
7378,goz down,yabbagabba,not enthuzd,ooooh,bierdy,eermoffs,dat spase soot gots holes,fludded tunlz,None,None,4.685047871469727,7378
7379,kwaigun,gooooooo,pinkypinkpink,ooooh,jawboymangirl,eermoffs,BLINGG,fLEsh stik,None,None,5.586306237441637,7379
7380,crooky,mouffs,tremblr,das not an eyez!,flatface,woodywood eers,grey body,fludded tunlz,None,None,8.159267356289906,7380
7381,is dat a nose,nuddernuddermouf,hlo,transeded,cracky,eer,teeheehee,stupid color,None,None,5.586305549745959,7381
7382,funny,gooooooo,das not eyz eeder,ooooh,avvokado,blingyfaweez,fansee,mold,None,None,6.755817377081125,7382
7383,shnozz,oobie doo,zoinks,yallo,wart top,eors,sashay,purdy cave,None,None,2.400974408871965,7383
7384,crooky,aaaabaaaaabbbaaa,pinkypinkpink,spooky,soft pare,eerchompr,clubbin time,nothin,None,None,2.4422985372666752,7384
7385,danglydoo,blippyblipblipblip,hlo,look up dere,furrrrrrrrrr,eirs,yur mom,kobold puke,None,None,3.9558209457721825,7385
7386,LAAAYZERSNOT,gooooooo,peep,eeeeeediot,bierdy,earz,RRRRRRAAAAAHHH,stupid sun,None,None,7.299326238091483,7386
7387,bloo,gaaahhh,narf,blindeded,furrrrrrrrrr,woodywood eers,Diamondhands?,kobold puke,None,None,9.418248388158956,7387
7388,crooky,yabbagabba,nspektin stuff,blindeded,floppee,eer,fansee,bloody milk yumm,None,None,3.948952518321118,7388
7389,arouzd,nuddernuddermouf,pinkypinkpink,upside downside,soft pare,eeeeers,shy gobblin,kobold puke,None,None,3.6943815477150297,7389
7390,das notta nose,mrnnhrhmn,i seend a mouse! yum!,upside downside,floppee,eeeeers,fansee,kobold puke,None,None,4.230977246701067,7390
7391,zippyzipzip,nuddernuddermouf,whaja say?,eeep,avvokado,eerz?,yaris pleeze,mold,None,None,5.022154236308915,7391
7392,goz down,blablabla,wass dat way,eeeeeediot,bumpynoggn,earz,blarggh,stupid color,None,None,3.646222711096835,7392
7393,dizeezsd,blippyblipblipblip,gooness,das not an eyez!,bumpynoggn,eors,sashay,nothin,None,None,2.9857723015205013,7393
7394,arouzd,blahhhhhhh,zoweee,ooop,STABBYSTABHEAD,eirs,clubbin time,fLEsh stik,None,None,5.125362366160865,7394
7395,pointy,nuddernuddermouf,i seend a mouse! yum!,eeeeeediot,oweee,eeerbonez,wanna poak dat,rottn elfboddie,None,None,4.148400559426806,7395
7396,sniffer,oobie doo,nspektin stuff,yallo,soft pare,eers,dawwww,darkerer,None,None,2.16022494600181,7396
7397,droopy,blahhhhhhh,angreye,spooky,jawboymangirl,earrz,eeeeeeeeboooom,nothin,None,None,5.3523598289447,7397
7398,sniffer,blippyblipblipblip,i seend a mouse! yum!,lookit dat,cracky,eirs,dawwww,fludded tunlz,None,None,2.256530236440816,7398
7399,crooky,blippyblipblipblip,pinkypinkpink,eh?,deflateded,iers,blarggh,fludded tunlz,None,None,4.685033419477891,7399
7400,zippyzipzip,ibblebiddle,das not eyz eeder,glowcoma,growf,eers,wekkum tarbys,nothin,None,None,1.90563883738775,7400
7401,uppy,blablabla,grrrAAAAAuuugh,teeny peephoal,cracky,eerchompr,flappy,kobold puke,None,None,2.091379612980375,7401
7402,ouchie,blablabla,don lookitme,punchded,kiwimonstr,EERS,RRRRRRAAAAAHHH,bloody milk yumm,None,None,4.155306838386935,7402
7403,buttnose,gooooooo,das not eyz eeder,lookin down,oweee,eeerbonez,fansee,dirt,None,None,4.224118452486161,7403
7404,dribble,oobie doo,oook,das not an eyez!,STABBYSTABHEAD,floaty eerz,BLINGG,rottn elfboddie,None,None,7.794659742671528,7404
7405,buttnose,mubblebumm,i seend a mouse! yum!,lookit dat,wart top,earrz,furr,darkerer,None,None,3.5567596979616423,7405
7406,bloo,nuddernuddermouf,not enthuzd,eeep,bumpynoggn,earrz,yur mom,darkderest,None,None,3.9833215063976386,7406
7407,funny,blippyblipblipblip,nar,ooooh,deflateded,buttfly eerz,dawwww,fLEsh stik,None,None,5.765177205000534,7407
7408,funny,nudder mouf,narf,grekd,jawboymangirl,eerchompr,inna bun,darkerer,None,None,8.076736087620127,7408
7409,crooky,glibbaglab,LAZZARZZZZ,krazed,floppee,floaty eerz,New Tattoo,fludded tunlz,None,None,8.950446410664327,7409
7410,udder pointy kind,blahhhhhhh,zoweee,o noooooo,flatface,earrz,dawwww,rottn elfboddie,None,None,1.7680644717688427,7410
7411,kwaigun,oobie doo,not enthuzd,blindeded,flatface,earrz,wanna poak dat,fLEsh stik,None,None,3.116504387697998,7411
7412,buttnose,blahhhhhhh,grrrAAAAAuuugh,yallo,cracky,earz,blarggh,nothin,None,None,2.1464488597713824,7412
7413,bloo,nomnomhole,nar,lookin hear,kiwimonstr,eeeeers,grey body,mold,None,None,4.134662323636644,7413
7414,kwaigun,nomnomhole,oook,seepy,avvokado,eers,blarggh,rottn elfboddie,None,None,5.937170796819547,7414
7415,pointy,mrnnhrhmn,nar,hipnoatisn,TAK UR ORDRR?,eerz?,blarggh,rottn elfboddie,None,None,8.578963484393094,7415
7416,buttnose,blarrr,narf,o noooooo,wart top,eeerbonez,RRRRRRAAAAAHHH,darkderest,None,None,4.217242451832258,7416
7417,arouzd,bleebleebloobloo,pinkypinkpink,yallo,jawboymangirl,floaty eerz,stukinda troat,fLEsh stik,None,None,5.799566838299809,7417
7418,flassid,gooooooo,tremblr,upside downside,kiwimonstr,eors,clubbin time,stupid sun,None,None,5.414289247784936,7418
7419,udder pointy kind,blablabla,gathp,das not an eyez!,growf,floaty eerz,RRRRRRAAAAAHHH,kobold puke,None,None,2.46292722722943,7419
7420,crooky,nuddernuddermouf,das not eyz eeder,seepy,taterhead,EERS,shy gobblin,kobold puke,None,None,3.068311828187771,7420
7421,kwaigun,blarrr,oook,ooop,avvokado,eer,furr,nothin,None,None,2.786224471710634,7421
7422,bloo,gooooooo,zoinks,hangded over,floppee,eirs,ouchies,bloody milk yumm,None,None,3.900754453122965,7422
7423,funny,bleebleebloobloo,oook,hangded over,kiwimonstr,EERS,inna bun,purdy cave,None,None,5.407413248505204,7423
7424,crooky,glaaaaaah,gathp,spooky,cracky,eerchompr,flappy,stupid color,None,None,3.6049384933283966,7424
7425,buttnose,flthththlffh,zoinks,glowcoma,avvokado,eerchompr,shy gobblin,dirt,None,None,4.155337807289864,7425
7426,funny,glibbaglab,zoinks,das not an eyez!,furrrrrrrrrr,eers,dawwww,purdy cave,None,None,3.4467003448073417,7426
7427,funny,oobie doo,peep,squintee,growf,earrz,RRRRRRAAAAAHHH,stupid color,None,None,4.065874108138534,7427
7428,das notta nose,nuddernuddermouf,wass dat way,ooop,flatface,iers,yur mom,dirt,None,None,2.868838322645596,7428
7429,crooky,ibblebiddle,das not eyz eeder,punchded,deflateded,eeeeers,fansee,bloody milk yumm,None,None,4.43738111963776,7429
7430,zippyzipzip,bleebleebloobloo,i seend a mouse! yum!,lookin down,deflateded,eerz?,eeeeeeeeboooom,fLEsh stik,None,None,6.061000732501261,7430
7431,kwaigun,mouf,hlo,lookin hear,SPIKR,EERS,clubbin time,rottn elfboddie,None,None,7.746505721144557,7431
7432,ouchie,flthththlffh,zoinks,seepy,kiwimonstr,eeerbonez,shy gobblin,nothin,None,None,1.568548299931751,7432
7433,flassid,glibbaglab,i seend a mouse! yum!,hipnoatisn,cracky,eers,Diamondhands?,wat dis?,None,None,4.272294496154094,7433
7434,ouchie,mrnnhrhmn,LAZZARZZZZ,yallo,floppee,eeeeers,yur mom,wat dis?,None,None,6.12977931247293,7434
7435,droopy,blippyblipblipblip,peep,squintee,oweee,onny a fleshwoond,RRRRRRAAAAAHHH,nothin,None,None,7.024123829030214,7435
7436,ouchie,mubblebumm,nar,yallo,jawboymangirl,eors,ouchies,dirt,None,None,2.1876800857325023,7436
7437,ouchie,mubblebumm,peep,punchded,jawboymangirl,floaty eerz,blarggh,dirt,None,None,3.83196898917099,7437
7438,berries,blahhhhhhh,gathp,ooooh,bierdy,earz,furr,mold,None,None,1.2039124707888065,7438
7439,is dat a nose,blarrr,oook,yallo,growf,earz,BLINGG,stupid color,None,None,3.501725548690594,7439
7440,kwaigun,blippyblipblipblip,zoweee,squintee,kiwimonstr,eeerbonez,blarggh,dirt,None,None,3.6118330765760773,7440
7441,shnozz,mouf,suthpithus,hangded over,bumpynoggn,onny a fleshwoond,yaris pleeze,purdy cave,None,None,8.496401248805299,7441
7442,funny,oobie doo,browney,krazed,oweee,eors,ETH,purdy cave,None,None,4.740097850566933,7442
7443,goz down,mouffs,narf,ooop,flatface,eors,grey body,dirt,None,None,1.568538665168737,7443
7444,das notta nose,blahhhhhhh,whoaz me,lookit dat,deflateded,EERS,dat spase soot gots holes,darkerer,None,None,5.049701591540948,7444
7445,blobby,burblurblurb,nar,blindeded,jawboymangirl,eerchompr,teeheehee,stupid sun,None,None,8.72340008759123,7445
7446,danglydoo,mubblebumm,don lookitme,upside downside,growf,eerchompr,dawwww,fLEsh stik,None,None,2.235876773401704,7446
7447,sniffer,blahhhhhhh,not enthuzd,eeeeeediot,soft pare,eermoffs,shy gobblin,fLEsh stik,None,None,3.783784001336745,7447
7448,is dat a nose,mouffs,zoinks,lookin down,furrrrrrrrrr,eer,ouchies,darkerer,None,None,6.391188430086259,7448
7449,zippyzipzip,mouf,zoinks,sparples,taterhead,eers,RRRRRRAAAAAHHH,bloody milk yumm,None,None,2.696793117922386,7449
7450,shnozz,blahhhhhhh,gooness,grekd,furrrrrrrrrr,eermoffs,shy gobblin,nothin,None,None,6.398091269957259,7450
7451,sniffer,mouf,peep,o noooooo,soft pare,eerchompr,dawwww,bloody milk yumm,None,None,1.6166919986946593,7451
7452,bloo,mubblebumm,nspektin stuff,hangded over,flatface,floaty eerz,RRRRRRAAAAAHHH,fludded tunlz,None,None,2.9720092902110142,7452
7453,das notta nose,blablabla,waaah,punchded,deflateded,earrz,dat spase soot gots holes,rottn elfboddie,None,None,5.311104516839473,7453
7454,zippyzipzip,oobie doo,i seend a mouse! yum!,eeeeeediot,flatface,eermoffs,ouchies,nothin,None,None,3.350395742369384,7454
7455,sniffer,gaaahhh,zoweee,hipnoatisn,wart top,eors,clubbin time,bloody milk yumm,None,None,3.3091032691991087,7455
7456,dizeezsd,blippyblipblipblip,not enthuzd,grekd,taterhead,floaty eerz,eeeeeeeeboooom,wat dis?,None,None,6.804008559673143,7456
7457,bloo,gaaahhh,pinkypinkpink,blindeded,flatface,earz,yur mom,darkderest,None,None,3.9764647754224494,7457
7458,zippyzipzip,yabbagabba,das not eyz eeder,seepy,furrrrrrrrrr,earz,ouchies,fLEsh stik,None,None,3.2334307970345186,7458
7459,crooky,blablabla,zoweee,yallo,bumpynoggn,earz,fansee,dirt,None,None,3.164616430625728,7459
7460,flassid,nudder mouf,i seend a mouse! yum!,lookit dat,jawboymangirl,eeerbonez,shy gobblin,nothin,None,None,3.3847977642680904,7460
7461,crooky,bleebleebloobloo,nspektin stuff,o noooooo,avvokado,eirs,sashay,dirt,None,None,4.148424645570914,7461
7462,udder pointy kind,ibblebiddle,das not eyz eeder,ooooh,floppee,iers,flappy,mold,None,None,1.2245645585892495,7462
7463,flassid,glibbaglab,tremblr,krazed,TAK UR ORDRR?,eirs,RRRRRRAAAAAHHH,wat dis?,None,None,6.38435028063605,7463
7464,berries,blablabla,tremblr,squintee,growf,eerchompr,clubbin time,wat dis?,None,None,2.5729735057681618,7464
7465,shnozz,LAZERBARRF,das not eyz eeder,lookin down,furrrrrrrrrr,floaty eerz,ETH,kobold puke,None,None,9.507707958082513,7465
7466,flassid,blablabla,pinkypinkpink,yallo,kiwimonstr,earrz,furr,fLEsh stik,None,None,2.077615225058049,7466
7467,dizeezsd,gooooooo,not enthuzd,sparples,soft pare,iers,flappy,stupid color,None,None,4.196593118631663,7467
7468,dizeezsd,mubblebumm,zoinks,spooky,flatface,eer,clubbin time,dirt,None,None,2.180837117679302,7468
7469,das notta nose,mouf,whaja say?,eeeeeediot,soft pare,floaty eerz,eeeeeeeeboooom,dirt,None,None,5.579402709874959,7469
7470,sniffer,bleebleebloobloo,zoinks,sparples,furrrrrrrrrr,earrz,stukinda troat,darkerer,None,None,6.563187528814682,7470
7471,pointy,blablabla,zoinks,hangded over,deflateded,iers,blarggh,mold,None,None,3.095861248339062,7471
7472,LAAAYZERSNOT,mubblebumm,whaja say?,yallo,bumpynoggn,leefs,yur mom,darkderest,None,None,10.202539055875695,7472
7473,bloo,ibblebiddle,LAZZARZZZZ,lookin hear,growf,earrz,inna bun,dirt,None,None,5.503726108177224,7473
7474,buttnose,gooooooo,peep,yallo,STABBYSTABHEAD,LAAAAAZZER EERS,sashay,rottn elfboddie,None,None,10.457080431443353,7474
7475,ouchie,mrnnhrhmn,zoweee,spooky,floppee,eer,grey body,purdy cave,None,None,3.1577665796610215,7475
7476,pointy,mubblebumm,nspektin stuff,yallo,oweee,eermoffs,yur mom,fludded tunlz,None,None,6.060986966525562,7476
7477,crooky,flthththlffh,LAZZARZZZZ,grekd,cracky,earrz,inna bun,nothin,None,None,5.8408269674811715,7477
7478,das notta nose,glaaaaaah,das not eyz eeder,eh?,taterhead,eeeeers,ETH,rottn elfboddie,None,None,7.381880216139845,7478
7479,udder pointy kind,glaaaaaah,whoaz me,eeeeeediot,floppee,eerchompr,grey body,kobold puke,None,None,3.4742332488109673,7479
7480,crooky,mouffs,zoinks,upside downside,flatface,earz,flappy,mold,None,None,1.9744635265606019,7480
7481,is dat a nose,LAZERBARRF,oook,ooooh,bumpynoggn,eermoffs,wekkum tarbys,darkderest,None,None,8.916038195534702,7481
7482,shnozz,glibbaglab,termigooblin,lookin down,bierdy,EERS,blarggh,stupid color,None,None,5.888954150401785,7482
7483,zippyzipzip,oobie doo,grrrAAAAAuuugh,spooky,jawboymangirl,eer,sashay,bloody milk yumm,None,None,2.8550484745619786,7483
7484,dribble,blarrr,look dis way,lookin dere,deflateded,eeerbonez,teeheehee,darkerer,None,None,7.017259528211269,7484
7485,shnozz,oobie doo,browney,eh?,bumpynoggn,eors,grey body,darkerer,None,None,4.341085463045656,7485
7486,crooky,mouffs,grrrAAAAAuuugh,lookin down,cracky,eermoffs,inna bun,darkderest,None,None,7.829059701635889,7486
7487,shnozz,blarrr,pinkypinkpink,lookin dere,floppee,eerz?,clubbin time,bloody milk yumm,None,None,3.3710203009667676,7487
7488,berries,yabbagabba,tremblr,upside downside,avvokado,LAAAAAZZER EERS,BLINGG,kobold puke,None,None,5.957804991096059,7488
7489,ouchie,LAZERBARRF,whaja say?,hipnoatisn,kiwimonstr,woodywood eers,wanna poak dat,purdy cave,None,None,8.482659571635725,7489
7490,kwaigun,mrnnhrhmn,zoinks,blindeded,bierdy,eors,fansee,mold,None,None,3.8595197844082643,7490
7491,zippyzipzip,flthththlffh,nspektin stuff,das not an eyez!,deflateded,eirs,grey body,nothin,None,None,2.9857406437004115,7491
7492,kwaigun,mouffs,peep,squintee,growf,eors,ouchies,bloody milk yumm,None,None,3.5636453332258724,7492
7493,udder pointy kind,mouffs,nar,hangded over,flatface,eeeeers,flappy,stupid color,None,None,2.841286837880418,7493
7494,sniffer,blahhhhhhh,nspektin stuff,das not an eyez!,wart top,earrz,grey body,fLEsh stik,None,None,2.242757592200541,7494
7495,crooky,ibblebiddle,pinkypinkpink,yallo,deflateded,eors,ETH,fludded tunlz,None,None,5.985311742051407,7495
7496,is dat a nose,blahhhhhhh,tremblr,ooooh,growf,earz,furr,mold,None,None,1.9056450322982084,7496
7497,sniffer,glaaaaaah,das not eyz eeder,punchded,bumpynoggn,iers,wekkum tarbys,purdy cave,None,None,4.003987357272756,7497
7498,blobby,blahhhhhhh,whoaz me,blindeded,oweee,LAAAAAZZER EERS,clubbin time,stupid sun,None,None,8.799085635440187,7498
7499,droopy,blippyblipblipblip,whaja say?,upside downside,deflateded,earz,flappy,nothin,None,None,2.3459492037672285,7499
7500,bloo,mouf,tremblr,yallo,floppee,eirs,shy gobblin,fLEsh stik,None,None,3.164608860476601,7500
7501,uppy,mouf,zoweee,punchded,furrrrrrrrrr,blingyfaweez,dawwww,kobold puke,None,None,7.547005376843341,7501
7502,ouchie,blarrr,termigooblin,o noooooo,avvokado,iers,blarggh,kobold puke,None,None,3.178391140090632,7502
7503,is dat a nose,bleebleebloobloo,LAZZARZZZZ,eeep,oweee,earz,dat spase soot gots holes,fludded tunlz,None,None,7.491986366343692,7503
7504,danglydoo,burblurblurb,angreye,spooky,oweee,eers,sashay,fLEsh stik,None,None,4.2447492047725195,7504
7505,dribble,glaaaaaah,i seend a mouse! yum!,wass overder?,STABBYSTABHEAD,eers,RRRRRRAAAAAHHH,wat dis?,None,None,6.219218926854323,7505
7506,dribble,blippyblipblipblip,nspektin stuff,eeeeeediot,SPIKR,eeerbonez,dat spase soot gots holes,mold,None,None,4.162229634105471,7506
7507,zippyzipzip,glaaaaaah,suthpithus,upside downside,cracky,eirs,ouchies,stupid color,None,None,4.925817291714272,7507
7508,shnozz,gaaahhh,zoweee,hipnoatisn,soft pare,earz,wanna poak dat,stupid sun,None,None,5.104728861412257,7508
7509,kwaigun,blippyblipblipblip,waaah,blindeded,wart top,eeerbonez,grey body,darkerer,None,None,6.088512302212287,7509
7510,arouzd,ibblebiddle,i seend a mouse! yum!,yallo,oweee,iers,clubbin time,kobold puke,None,None,3.0752353129761536,7510
7511,flassid,blarrr,don lookitme,krazed,jawboymangirl,eeerbonez,yur mom,rottn elfboddie,None,None,3.880137462842481,7511
7512,LAAAYZERSNOT,flthththlffh,gooness,krazed,cracky,eerz?,BLINGG,mold,None,None,3.4467161726485873,7512
7513,shnozz,oobie doo,grrrAAAAAuuugh,squintee,flatface,iers,dawwww,kobold puke,None,None,2.290929504655789,7513
7514,shnozz,blippyblipblipblip,don lookitme,squintee,growf,eeerbonez,inna bun,dirt,None,None,4.38924636549922,7514
7515,zippyzipzip,flthththlffh,hlo,look up dere,cracky,floaty eerz,sashay,mold,None,None,1.4584572897207881,7515
7516,ouchie,gaaahhh,zoweee,yallo,taterhead,EERS,RRRRRRAAAAAHHH,dirt,None,None,3.735641677812506,7516
7517,bloo,nudder mouf,not enthuzd,lookin down,floppee,eer,yur mom,kobold puke,None,None,3.735652000729253,7517
7518,udder pointy kind,mubblebumm,don lookitme,LAZERRR,growf,eermoffs,RRRRRRAAAAAHHH,darkerer,None,None,6.941603570667487,7518
7519,ouchie,mrnnhrhmn,gathp,look up dere,growf,iers,furr,fLEsh stik,None,None,2.689954278944273,7519
7520,bloo,ibblebiddle,oook,hipnoatisn,avvokado,eors,ouchies,kobold puke,None,None,2.2427775485061328,7520
7521,goz down,mrnnhrhmn,whaja say?,transeded,oweee,earrz,grey body,stupid color,None,None,3.8319393971862707,7521
7522,udder pointy kind,nomnomhole,not enthuzd,hangded over,jawboymangirl,eers,yaris pleeze,darkderest,None,None,7.003519915197526,7522
7523,dribble,bleebleebloobloo,angreye,hangded over,furrrrrrrrrr,eers,ETH,stupid sun,None,None,8.434453249356196,7523
7524,droopy,blablabla,wass dat way,lookin dere,soft pare,blingyfaweez,BLINGG,stupid color,None,None,7.767114452358752,7524
7525,LAAAYZERSNOT,bleebleebloobloo,angreye,look up dere,jawboymangirl,iers,shy gobblin,dirt,None,None,6.528789635838378,7525
7526,das notta nose,mubblebumm,zoweee,das not an eyez!,bumpynoggn,eers,wanna poak dat,mold,None,None,2.861942366296844,7526
7527,uppy,oobie doo,nspektin stuff,lookin hear,wart top,eerz?,ETH,fLEsh stik,None,None,5.710129290669901,7527
7528,zippyzipzip,oobie doo,LAZZARZZZZ,upside downside,cracky,eeerbonez,yur mom,fludded tunlz,None,None,5.668851270102204,7528
7529,sniffer,ibblebiddle,grrrAAAAAuuugh,upside downside,furrrrrrrrrr,eerz?,shy gobblin,purdy cave,None,None,3.96955230094112,7529
7530,blobby,mubblebumm,pinkypinkpink,wass overder?,furrrrrrrrrr,eermoffs,fansee,bloody milk yumm,None,None,6.989763097577013,7530
7531,zippyzipzip,mubblebumm,termigooblin,ooop,bierdy,eers,clubbin time,dirt,None,None,2.5523303645769992,7531
7532,crooky,nomnomhole,nspektin stuff,spooky,deflateded,eeerbonez,inna bun,rottn elfboddie,None,None,6.797109163166463,7532
7533,udder pointy kind,blahhhhhhh,nspektin stuff,grekd,wart top,earrz,yaris pleeze,darkderest,None,None,5.66884645226264,7533
7534,buttnose,gaaahhh,not enthuzd,yallo,TAK UR ORDRR?,eerchompr,wanna poak dat,wat dis?,None,None,6.748968905324911,7534
7535,blobby,burblurblurb,narf,spooky,STABBYSTABHEAD,eerz?,dawwww,stupid color,None,None,7.017265032219654,7535
7536,pointy,ibblebiddle,oook,spooky,floppee,floaty eerz,flappy,darkerer,None,None,4.451146194186964,7536
7537,berries,mouf,pinkypinkpink,transeded,soft pare,eermoffs,blarggh,kobold puke,None,None,3.061442709529262,7537
7538,dizeezsd,nuddernuddermouf,gathp,hangded over,bierdy,woodywood eers,fansee,dirt,None,None,6.0953827976363195,7538
7539,das notta nose,mouffs,gathp,eeeeeediot,TAK UR ORDRR?,earz,ouchies,kobold puke,None,None,5.551870496620721,7539
7540,zippyzipzip,yabbagabba,whaja say?,lookin dere,cracky,eerz?,stukinda troat,darkerer,None,None,4.554315786055657,7540
7541,blobby,mouf,zoweee,grekd,taterhead,leefs,furr,dirt,None,None,7.306200172299272,7541
7542,dribble,mubblebumm,nspektin stuff,eeeeeediot,bumpynoggn,eers,flappy,purdy cave,None,None,1.7611857201795467,7542
7543,bloo,glibbaglab,nspektin stuff,lookit dat,bierdy,eer,inna bun,wat dis?,None,None,2.882588946119078,7543
7544,shnozz,aaaabaaaaabbbaaa,i seend a mouse! yum!,yallo,wart top,warin der farree,stukinda troat,fludded tunlz,None,None,8.998608002035054,7544
7545,funny,glaaaaaah,oook,eeeeeediot,growf,eeeeers,New Tattoo,nothin,None,None,5.579401333109435,7545
7546,ouchie,bleebleebloobloo,whaja say?,LAZERRR,bumpynoggn,eers,dat spase soot gots holes,kobold puke,None,None,4.127833120337659,7546
7547,sniffer,yabbagabba,oook,spooky,growf,eers,blarggh,nothin,None,None,1.314006925432891,7547
