,Chin,Eyes,Hat,Back,Layerz,Lol-Drip,Base-Layer,Sides,Nose,Smoking,Lips,Tattoos,Mouth,Body,Tail,Background,Rarity score,Token Id
10243,Little-Bumps,Peace,Pimp,Purple-3,None,Skeleton,None,Flaps,Original,None,None,Black-Tatts,Scaly,Blue,Waves,Yellow,29.047168134111168,10243
10244,Armoured,Blinky,Line,Red-5,None,Birds-Aren't-Real,None,Speckled,Original,None,Neon-Green,Colour-Tatts,Goofy,Green,Spotty,Lilac,49.733571787302814,10244
10245,Spikes,Blood,Lu-Tang,Purple-8,Iridescent-Bag,None,TShirt-Turquoise,Stripes,Flared,None,None,None,Gappy,Grey,Mottled,Purple,42.19717547193072,10245
10246,Frills,Vr1,Kruger,Orange-1,Creepz-Bag,None,TShirt-Purple,Flaps,Flared,None,None,None,Disgusted,Blue,Waves,Purple,41.4450024118728,10246
10247,Flaps,Glass,Bucket-Burberry,Red-6,None,Three-Wolf-Moon,None,Colour-Tatts,Deep,None,None,Chest-Hair,Grills,Green,Waves,Blue,22.596209726045107,10247
10248,Triple,Veins-2,Fujita,None,Block-Chain,None,Sweater-White,None,Deep,None,Red,None,Cheesy,Green,Stripy,Teal,62.35172580493234,10248
10249,Stubble,Weird-Pupil-Green,Fujita,None,Block-Chain,None,TShirt-Olive,None,Wide,None,Orange,None,Goofy,Blue,Plain,Grey,69.95959933967193,10249
10250,Spikes,Nerd,Dad-Cap-Black,Pink-3,Bra,None,Sweater-Purple,Techno,Wide,None,Neon-Green,None,Goofy,Blue,Techno,Grey,68.95904957608627,10250
10251,Stubble,Crosseyed-Green,Five-Panel-Purple,Pink-9,None,None,Sweater-Turquoise,Ovals,Original,None,None,None,Disgusted,Green,Techno,Teal,22.393569571143892,10251
10252,Armoured,Chameleon-Almond-Blue,Valhalla,Green-2,None,Cold-Blooded,None,Ovals,Original,None,None,Black-Tatts,Cheerful,Grey,Rainbow,Purple,29.79285746165859,10252
10253,Flaps,Bosseyed-Red,Camo,Orange-9,Military-Vest,None,Sweater-Black,Colour-Tatts,Snouty,None,None,None,Closed,Green,Rainbow,Blue,43.7463042334186,10253
10254,Armoured,Veins-2,Jurassic,Red-8,None,Godziller,None,Techno,Wide,None,Red,Black-Tatts,Grills,Blue,Sharp,Brown,52.32068447268622,10254
10255,Spikes,Crosseyed-Blue,Pimp,Red-1,None,Argyle-1,None,Flaps,Original,None,None,Black-Tatts,Cheerful,Green,Stripy,Lilac,29.394500490521168,10255
10256,Little-Bumps,Chameleon-Circle-Blue,Fujita,None,None,Dystopian,None,None,Snouty,None,Red,None,Goofy,Grey,Colour-Tatts,Blue,40.139295903089746,10256
10257,Lines,Vr1,Police,Orange-6,None,None,None,Mottling,Wide,None,Red,Black-Tatts,Spiky,Blue,Mottled,Purple,28.214571463737116,10257
10258,Spots,Crazed-Grey,Bucket-Creepz,Bones,Ase-Chain-Silver,None,Sweater-White,Spots,Snouty,None,None,None,Closed,Purple,Waves,Green,46.5035164030074,10258
10259,Lines,Dopey-Yellow,Ushanka,None,Ase-Chain-Silver,None,TShirt-Black,None,Original,None,None,None,Gappy,Grey,Techno,Purple,46.05055924787809,10259
10260,Armoured,Vr2,Backwards-Cap-Red,Green-9,Tech-3,None,None,Spots,Flared,None,Orange,None,Goofy,Grey,Curvy,Blue,41.528043443716875,10260
10261,Flaps,Sunglasses-2,Hermes,Red-9,None,Camo-Brown,None,Spots,Deep,None,None,Chest-Hair,Spiky,Green,Sharp,Lilac,23.855664619260867,10261
10262,Techno,Chameleon-Circle-Green-1,Monster,Orange-7,Block-Chain,None,Sweater-Navy,Markings,Deep,None,Orange,None,Checkerboard,Yellow,Mottled,Teal,73.58499929327452,10262
10263,Techno,Glass,Line,Purple-5,Psychrome-Hoody,None,Sweater-Navy,Mottling,Wide,None,Green,None,Razor-Sharp,Green,Mottled,Lilac,67.86983144390236,10263
10264,Armoured,Demon-Realm-2,Pharrell,Pink-8,None,Dyor-Sweater,None,Spots,Wide,None,None,Colour-Tatts,Gappy,Purple,Sharp,Yellow,34.72211346802746,10264
10265,Stubble,Crosseyed-Yellow,Five-Panel-Blue-Checkerboard,Pink-2,None,Argyle-3,None,Colour-Tatts,Original,None,Neon-Green,Colour-Tatts,Awkward,Yellow,Techno,Blue,56.63032885607288,10265
10266,Stubble,Dopey-Yellow,Bobble-Hat-Orange,Purple-7,Wizard,None,TShirt-Pink,Bumps,Deep,None,None,None,Closed,Blue,Black-Tatts,Green,45.69696593458861,10266
10267,Soft-Spikes,Squint-Yellow,Sneakerhead,Pink-5,None,Dyor-Sweater,None,Stripes,Original,None,Red,Chest-Hair,Spiky,Green,Colour-Tatts,Purple,42.938931063161164,10267
10268,Soft-Spikes,Crazed-Yellow,Bucket-Creepz,Purple-9,None,Creepz-Rugby,None,Scales,Snouty,None,None,Colour-Tatts,Disgusted,Blue,Waves,Brown,30.91278393973292,10268
10269,Armoured,Diamond,Hermes,Pink-9,Stormzy,None,None,Stripes,Snouty,None,None,None,Gappy,Blue,Curvy,Green,18.50248043964629,10269
10270,Lines,Crazed-Green,Five-Panel-Blue-Checkerboard,Green-1,None,None,None,Markings,Flared,None,None,Colour-Tatts,Befuddled,Green,Plain,Teal,12.626880509747506,10270
10271,Spikes,Bosseyed-Green,Backwards-Cap-Black,Red-2,None,Dyor-Sweater,None,Flaps,Flared,Cigarette,None,Black-Tatts,Closed,Green,Waves,Sky,61.49356646761065,10271
10272,Frills,Weird-Pupil-Red,Koopa-Green,Purple-4,Fire-Hoody,None,TShirt-White,Hatching,Flared,None,None,None,Disgusted,Yellow,Mottled,Light-Blue,50.39412139997741,10272
10273,Creases,Nerd,Purple-Camo,Orange-5,Tech-3,None,TShirt-White,Colour-Tatts,Original,None,None,None,Awkward,Grey,Rainbow,Pink,51.153332813345784,10273
10274,Lines,Vr1,Pimp,Orange-4,None,Camo-Green,None,Flaps,Snouty,None,None,Black-Tatts,Spiky,Purple,Waves,Teal,35.70952353207076,10274
10275,Armoured,Vertical-Red,Lumpy,Red-2,Tech-3,None,None,Bumps,Original,None,None,None,Grills,Blue,Waves,Green,19.289033331057663,10275
10276,Armoured,Bowie-Blue,Pyramid,Purple-7,None,Cold-Blooded,None,Black-Tatts,Wide,None,None,Black-Tatts,Closed,Grey,Mottled,Green,27.43042882663685,10276
10277,Little-Bumps,Vertical-Blue,Eggscellent,Green-7,None,Slugger,None,Spots,Snouty,None,None,Colour-Tatts,Cheerful,Blue,Waves,Green,26.963930577816026,10277
10278,Spikes,V,Lumpy,Red-1,None,Birds-Aren't-Real,None,Markings,Original,None,Purple,Black-Tatts,Awkward,Grey,Stripy,Pink,55.09503261738571,10278
10279,Spikes,V,Eggscellent,Red-6,None,Godziller,None,Techno,Snouty,None,Red,Colour-Tatts,Cheesy,Yellow,Colour-Tatts,Purple,53.66884909969891,10279
10280,Lines,Chameleon-Circle-Purple,Gatorade,Red-1,Tech-3,None,None,Mottling,Wide,Spliff,None,None,Closed,Yellow,Mottled,Purple,55.517938608155106,10280
10281,Techno,Bosseyed-Purple,Bucket-Creepz,Pink-2,None,Diamond-Hands,None,Hatching,Snouty,None,Red,Chest-Hair,Cheesy,Green,Techno,Sky,48.746175857173604,10281
10282,Frills,Vertical-Red,Eggscellent,Orange-6,None,None,None,Sharp,Wide,None,Red,Chest-Hair,Goofy,Green,Waves,Blue,22.66555526695779,10282
10283,Spikes,Peace,Bucket-Burberry,Pink-1,Puffer-vest,None,None,Scales,Original,None,None,None,Scaly,Blue,Black-Tatts,Brown,22.614775490886448,10283
10284,Triple,Demon-Realm-3,Line,Orange-9,Gillet,None,Sweater-Navy,Scales,Deep,None,None,None,Scaly,Grey,Curvy,Light-Green,48.51175081273352,10284
10285,Stubble,Bosseyed-Blue,Wizard,Pink-2,None,None,None,Speckled,Wide,None,None,Black-Tatts,Disgusted,Blue,Stripy,Purple,7.82679670846931,10285
10286,Soft-Spikes,Chameleon-Circle-Orange,Dad-Cap-Green,Bones,None,Lemuria-Wyoming-2,None,Sharp,Wide,None,None,Colour-Tatts,Scaly,Blue,Rainbow,Brown,33.66676680831283,10286
10287,Frills,Nerd,Lumpy,Pink-2,None,Run-Cbc,None,Hatching,Snouty,None,Neon-Green,Chest-Hair,Spiky,Green,Mottled,Teal,42.707427749662706,10287
10288,Big-Bumps,Blood,Wizard,Green-9,None,Creepz-Rugby,None,Ovals,Original,None,None,Colour-Tatts,Disgusted,Green,Stripy,Teal,28.27108516192193,10288
10289,Armoured,Weird-Pupil-Yellow,Creepz-Trucker,Tech,None,Highest-in-the-room,None,Flaps,Deep,Cigarette,None,Chest-Hair,Closed,Grey,Waves,Blue,56.77543195841793,10289
10290,Little-Bumps,Demon-Realm-3,Skull-And-Bones,Purple-3,Og-Hoody,None,Sweater-Purple,Colour-Tatts,Deep,None,None,None,Razor-Sharp,Yellow,Colour-Tatts,Light-Blue,53.097201604138746,10290
10291,Frills,Dopey-Yellow,Hermes,Orange-4,None,Lemuria-Wyoming-2,None,Ovals,Flared,None,None,Chest-Hair,Gappy,Blue,Stripy,Green,22.94320712737544,10291
10292,Soft-Spikes,Vertical-Purple,Police,Green-3,None,Red-Puffer,None,Bumps,Original,None,Red,Chest-Hair,Awkward,Yellow,Sharp,Teal,49.222749654228785,10292
10293,Triple,Weird-Pupil-Blue,Beanie-Burgundy,Red-7,Vest-2,None,Sweater-Purple,Scales,Flared,None,None,None,Cheerful,Grey,Stripy,Green,47.35103737875695,10293
10294,Veiny,Weird-Pupil-Green,Red-Camo,Pink-2,Bra,None,Sweater-Purple,Spots,Original,Pipe,None,None,Closed,Blue,Stripy,Green,77.67219901686038,10294
10295,Frills,Squint-Yellow,Sneakerhead,Pink-9,None,Slugger,None,Colour-Tatts,Flared,None,Green,Chest-Hair,Cheesy,Green,Plain,Blue,44.39930412361246,10295
10296,Spikes,Peace,Dad-Cap-Green,Red-9,Cardigan,None,Sweater-Purple,Mottling,Deep,Cigarette,None,None,Closed,Purple,Plain,Blue,83.44484462274727,10296
10297,Creases,Vr3,Valhalla,Red-6,None,Lousy-Lemuria,None,Scales,Deep,None,Green,Chest-Hair,Awkward,Yellow,Bone,Light-Blue,56.320203031280315,10297
10298,Little-Bumps,Glass,Lu-Tang,Pink-4,None,None,None,Black-Tatts,Wide,None,None,Chest-Hair,Scaly,Purple,Mottled,Green,9.06576893429491,10298
10299,Triple,Squint-Green,Creepz,Green-7,Hawaiian-Lei,None,TShirt-Pink,Hatching,Original,None,Neon-Green,None,Cheesy,Blue,Curvy,Grey,67.45799097160875,10299
10300,Spikes,Bosseyed-Purple,Five-Panel-Purple,Green-1,Creepz-Hoody,None,Sweater-Navy,Speckled,Deep,None,Green,None,Goofy,Blue,Mottled,Grey,64.99015021186246,10300
10301,Lines,Veins-2,Bucket-Burberry,Orange-2,None,None,None,Ovals,Deep,None,Green,Colour-Tatts,Goofy,Yellow,Curvy,Light-Blue,38.222813650790336,10301
10302,Armoured,Vertical-Blue,Kruger,Red-1,Vest-2,None,Sweater-Turquoise,Mottling,Flared,None,None,None,Scaly,Blue,Sharp,Purple,38.816989090892726,10302
10303,Lines,Dopey-Green,Kruger,Pink-4,None,None,None,Markings,Flared,None,Red,Chest-Hair,Awkward,Purple,Stripy,Grey,33.03137144219701,10303
10304,Lines,Bosseyed-Red,Camo,Orange-2,Cardigan,None,Sweater-White,Colour-Tatts,Wide,None,Blue,None,Grills,Blue,Stripy,Green,67.34210925134875,10304
10305,Spikes,Squint-Grey,Gatorade,Pink-8,None,Lemuria-Wyoming-1,None,Scales,Snouty,None,None,Chest-Hair,Closed,Grey,Mottled,Green,23.552696925748876,10305
10306,Armoured,Spiral,Red-Camo,Orange-7,Tech-2,None,None,Spots,Original,None,None,None,Disgusted,Green,Spotty,Purple,14.771433948359125,10306
10307,Spots,Weird-Pupil-Blue,Beanie-Creepz,Green-5,Ngmi-Hoody,None,TShirt-Purple,Techno,Snouty,None,None,None,Gappy,Grey,Mottled,Green,47.15695780724155,10307
10308,Little-Bumps,Chameleon-Circle-Orange,Gypsy-King,Orange-4,Wizard,None,None,Stripes,Deep,None,None,None,Cheerful,Grey,Mottled,Blue,20.5654262478162,10308
10309,Spots,Bosseyed-Blue,Raptors,Orange-3,None,Argyle-1,None,Speckled,Flared,None,Green,Chest-Hair,Razor-Sharp,Grey,Stripy,Blue,46.29881527756053,10309
10310,Spikes,Vr3,Raptors,Orange-6,None,Vote-for-Pedro,None,Scales,Wide,None,None,Chest-Hair,Cheerful,Purple,Curvy,Teal,28.849696859678037,10310
10311,Spikes,Caiman,Pimp,Red-6,Tech-2,None,TShirt-Navy,Mottling,Wide,None,Neon-Green,None,Spiky,Green,Mottled,Teal,64.09829735465327,10311
10312,Frills,Weird-Pupil-Yellow,Miner,Tech,None,Gorn,None,Mottling,Snouty,None,None,Colour-Tatts,Goofy,Yellow,Waves,Blue,32.40754051484954,10312
10313,Armoured,Crazed-Grey,Pyramid,Ophiocordyceps,Puffer-vest,None,TShirt-Olive,Ovals,Deep,None,Green,None,Awkward,Grey,Sharp,Light-Green,68.97270344734719,10313
10314,Armoured,Peace,Red-Camo,Red-1,Tech-2,None,TShirt-Pink,Black-Tatts,Deep,Cigarette,None,None,Closed,Green,Sharp,Blue,72.32464668415876,10314
10315,Plasters,Chameleon-Circle-Blue,Red-Camo,Red-2,Bullets,None,TShirt-White,Scales,Flared,None,Green,None,Awkward,Blue,Stripy,Purple,62.644742051775935,10315
10316,Lines,Crosseyed-Green,Raptors,Pink-4,None,Slugger,None,Stripes,Wide,None,Orange,Black-Tatts,Goofy,Blue,Waves,Green,50.05705859000796,10316
10317,Plasters,Squint-Blue,Lumpy,Pink-4,None,Lemuria-Wyoming-2,None,Bumps,Wide,None,Gradient,Colour-Tatts,Razor-Sharp,Grey,Colour-Tatts,Light-Green,61.0759083407768,10317
10318,Spikes,Chameleon-Circle-Blue,Camo,Green-5,None,None,TShirt-Turquoise,Spots,Snouty,None,Gradient,None,Checkerboard,Yellow,Curvy,Purple,46.862403954272544,10318
10319,Lines,Caiman,Gatorade,Green-3,None,Dystopian,None,Bumps,Wide,Pipe,None,None,Closed,Blue,Sharp,Purple,47.2703278201773,10319
10320,Frills,Vr5,Purple-Camo,Pink-9,None,Her-Maj,None,Speckled,Original,None,None,Black-Tatts,Gappy,Blue,Techno,Brown,32.46850000833805,10320
10321,Stubble,Benedict,Headband-1,Red-2,Police-vest,None,None,Spots,Original,None,None,None,Grills,Blue,Spotty,Green,22.60821362367653,10321
10322,Creases,Bosseyed-Green,Hermes,Green-5,Og-Hoody,None,Sweater-Navy,Spots,Snouty,None,None,None,Gappy,Green,Spotty,Sky,45.15538455314213,10322
10323,Spots,Purple-Shades,Pyramid,Purple-6,None,None,None,Ovals,Wide,None,None,Colour-Tatts,Befuddled,Green,Stripy,Sky,10.076891876418099,10323
10324,Creases,Gorn,Lumpy,Purple-3,None,Camo-Desert,None,Black-Tatts,Wide,None,None,Colour-Tatts,Closed,Grey,Techno,Light-Green,35.51209362246316,10324
10325,Frills,Vr1,Queen,Purple-2,None,None,None,Spots,Flared,None,Red,Chest-Hair,Spiky,Green,Colour-Tatts,Lilac,28.609326820865732,10325
10326,Spikes,Dopey-Yellow,Raptors,Purple-5,None,None,None,Techno,Wide,None,None,Chest-Hair,Scaly,Purple,Mottled,Green,9.627493145326959,10326
10327,Armoured,Crosseyed-Blue,Creepz,Orange-4,None,Her-Maj,None,Speckled,Wide,None,Orange,Chest-Hair,Checkerboard,Blue,Mottled,Purple,42.42155620781878,10327
10328,Spikes,Vr5,Backwards-Cap-Black,Purple-2,None,Camo-Brown,None,Ovals,Snouty,Pipe,None,Colour-Tatts,Closed,Green,Waves,Lilac,62.13020128076492,10328
10329,Plasters,Crazed-Grey,Pharrell,Red-9,Creepz-Hoody,None,Sweater-Purple,Markings,Snouty,None,Red,None,Cheesy,Blue,Curvy,Brown,69.49344888397876,10329
10330,Plasters,Diamond,Five-Panel-Red,Red-9,Dyor-Hoody,None,Sweater-Olive,Colour-Tatts,Original,None,None,None,Gappy,Blue,Stripy,Grey,46.146022700218246,10330
10331,Spikes,Demon-Realm-1,Camo,Orange-9,None,Dystopian,None,Markings,Deep,Pipe,None,None,Closed,Grey,Mottled,Light-Green,54.81695896738654,10331
10332,Spots,Bowie-Red,Line,Green-4,Vest-2,None,Sweater-White,Scales,Snouty,None,None,None,Goofy,Green,Mottled,Blue,40.01877844836946,10332
10333,Big-Bumps,Vr5,Raptors,Orange-8,Vest-2,None,Sweater-Navy,Flaps,Flared,None,None,None,Disgusted,Blue,Mottled,Yellow,46.816626741271016,10333
10334,Spots,Benedict,Red-Camo,Pink-2,None,Dystopian,None,Scales,Snouty,None,None,None,Cheerful,Yellow,Sharp,Teal,19.905335647105403,10334
10335,Big-Bumps,Vertical-Yellow,Bucket-Orange,Orange-2,None,Slugger,None,Spots,Flared,Cigarette,None,Black-Tatts,Closed,Purple,Curvy,Blue,65.00989323616201,10335
10336,Flaps,Demon-Realm-3,Line,Purple-6,None,Fanboy,None,Mottling,Deep,None,Green,Chest-Hair,Cheesy,Grey,Spotty,Pink,51.00311115513604,10336
10337,Veiny,Bosseyed-Purple,Gatorade,Orange-4,None,None,None,Techno,Snouty,Cigarette,None,Chest-Hair,Closed,Yellow,Rainbow,Light-Blue,51.30371505447583,10337
10338,Stubble,Crosseyed-Yellow,Creepz-Trucker,Green-8,Cardigan,None,None,Ovals,Wide,Cigarette,None,None,Closed,Blue,Sharp,Purple,51.00757095058819,10338
10339,Veiny,Dopey-Purple,Dad-Cap-Pink,Tech,None,Burger-King,None,Bumps,Flared,None,None,Black-Tatts,Gappy,Green,Waves,Purple,26.45683719373667,10339
10340,Big-Bumps,Chameleon-Circle-Blue,Purple-Camo,Purple-3,None,Lemuria-Wyoming-1,None,Mottling,Flared,None,Neon-Green,Chest-Hair,Checkerboard,Purple,Mottled,Blue,50.49936227700521,10340
10341,Little-Bumps,Purple-Shades,Duckhead,Green-8,None,Gorn,None,Mottling,Flared,None,None,Black-Tatts,Checkerboard,Purple,Sharp,Blue,34.344501764939615,10341
10342,Soft-Spikes,Crosseyed-Pink,Creepz-Trucker,Pink-8,None,Camo-Green,None,Speckled,Original,None,Green,Chest-Hair,Spiky,Green,Curvy,Sky,45.43400143287533,10342
10343,Flaps,Dopey-Yellow,Raptors,Green-1,Iridescent-Bag,None,TShirt-Purple,Speckled,Original,None,None,None,Cheerful,Green,Plain,Blue,41.608408886137596,10343
10344,None,Bosseyed-Yellow,Bunny-Balaclava,None,Masonic-Collar,None,None,None,Original,None,None,None,Befuddled,Green,Bone,Sky,26.709700371868127,10344
10345,Creases,Demon-Realm-1,Headband-1,Pink-6,None,None,Sweater-Olive,Stripes,Deep,None,None,None,Gappy,Grey,Colour-Tatts,Purple,24.412344376290125,10345
10346,Little-Bumps,Trippy,Pink-Bucket,Purple-4,None,Agamids-Black,None,Sharp,Deep,None,None,Black-Tatts,Cheesy,Purple,Curvy,Blue,32.6185915218355,10346
10347,Stubble,Bowie-Green,Valhalla,Pink-4,None,Lemuria-Wyoming-2,None,Ovals,Wide,Cigarette,None,Chest-Hair,Closed,Purple,Curvy,Blue,61.3503356303953,10347
10348,Armoured,Peace,Raptors,Pink-4,Cbc-Hoody,None,None,Speckled,Snouty,None,Neon-Green,None,Cheesy,Green,Sharp,Sky,39.7441869594016,10348
10349,Kaiju,Kaiju,None,Kaiju,None,None,None,Kaiju,Kaiju,None,None,None,Kaiju,Kaiju,None,Kaiju,34.48008608467097,10349
10350,Frills,Caiman,Bucket-Creepz,Pink-2,Ngmi-Hoody,None,Sweater-Purple,Scales,Snouty,None,None,None,Cheerful,Green,Curvy,Sky,42.445699557186,10350
10351,Spots,Chameleon-Almond-Green,Dad-Cap-Pink,Pink-2,Baracus,None,Sweater-White,Sharp,Deep,None,None,None,Befuddled,Blue,Plain,Brown,46.598660842723,10351
10352,Flaps,Purple-Shades,Pharrell,Green-5,None,Gorn-Hub,None,Flaps,Original,None,None,Chest-Hair,Cheerful,Grey,Colour-Tatts,Green,29.390825039103408,10352
10353,Armoured,Crazed-Grey,Creepz,Green-7,None,None,None,Stripes,Deep,None,None,Black-Tatts,Closed,Blue,Curvy,Yellow,8.555347284569846,10353
10354,Soft-Spikes,Blank,Ushanka,None,None,Godziller,None,None,Flared,None,None,Black-Tatts,Befuddled,Green,Sharp,Blue,26.94683962071282,10354
10355,Flaps,Chameleon-Almond-Grey,Creepz-Trucker,Orange-4,Puffer-vest,None,Sweater-Pink,Colour-Tatts,Wide,None,None,None,Scaly,Grey,Black-Tatts,Light-Green,49.968640234948246,10355
10356,Creases,Sunglasses-1,Bucket-Orange,Green-3,Lanyard,None,TShirt-Pink,Techno,Snouty,None,Purple,None,Cheesy,Grey,Sharp,Light-Green,72.13143295865146,10356
10357,Stubble,Diamond,Lwa,Purple-5,Police-vest,None,TShirt-Purple,Ovals,Original,None,None,None,Gappy,Grey,Curvy,Purple,42.847436584117595,10357
10358,Techno,Chameleon-Circle-Blue,Gatorade,Purple-1,Military-Vest,None,Sweater-Purple,Ovals,Deep,None,None,None,Razor-Sharp,Blue,Plain,Brown,50.60893579658926,10358
10359,Triple,Vertical-Green,Skull-And-Bones,Red-8,Og-Hoody,None,Sweater-White,Sharp,Wide,None,None,None,Scaly,Blue,Mottled,Purple,39.39211988150696,10359
10360,Veiny,Gorn,Pink-Bucket,Orange-9,Poncho,None,TShirt-Turquoise,Flaps,Wide,None,None,None,Gappy,Green,Curvy,Teal,44.17504871790051,10360
10361,Armoured,Bosseyed-Green,Dad-Cap-Pink,Orange-5,None,Astro-Creepz,None,Spots,Flared,None,None,Colour-Tatts,Awkward,Blue,Curvy,Purple,24.315681281884398,10361
10362,Creases,Vr3,Beanie-Mustard,Purple-1,None,None,None,Spots,Snouty,None,Red,Black-Tatts,Spiky,Green,Waves,Lilac,31.79228060367334,10362
10363,Techno,Crosseyed-Purple,Lwa,Tech,None,Lucky-Lizards,None,Speckled,Flared,None,None,Colour-Tatts,Cheesy,Green,Mottled,Sky,30.977694088184027,10363
10364,Spots,Crazed-Grey,Pimp,Red-2,Creepz-Bag,None,TShirt-Turquoise,Spots,Original,Cigarette,None,None,Closed,Green,Curvy,Sky,75.90882428008675,10364
10365,Flaps,Bosseyed-Pink,Five-Panel-Olive,Orange-4,None,Cold-Blooded,None,Hatching,Flared,None,None,Colour-Tatts,Awkward,Purple,Stripy,Blue,34.450024519334576,10365
10366,Spikes,Bosseyed-Purple,Sneakerhead,Pink-7,None,None,None,Stripes,Original,None,Red,Chest-Hair,Awkward,Green,Sharp,Purple,21.34130819527971,10366
10367,Stubble,Peace,Creepz-Trucker,Pink-3,Gillet,None,TShirt-Turquoise,Scales,Original,None,None,None,Befuddled,Green,Sharp,Lilac,43.42270497795011,10367
10368,Stubble,Crazed-Green,Creepz-Trucker,Orange-6,None,Agamids-Red,None,Mottling,Flared,None,None,Chest-Hair,Scaly,Grey,Spotty,Blue,24.95183746001305,10368
10369,Armoured,Squint-Green,Lumpy,Green-8,None,None,Sweater-Black,Sharp,Wide,None,None,None,Razor-Sharp,Grey,Stripy,Blue,19.881450271077313,10369
10370,Flaps,Dopey-Blue,Ears,Red-7,None,None,None,Hatching,Wide,None,None,Black-Tatts,Awkward,Green,Waves,Purple,7.346913337508101,10370
10371,Frills,Veins-2,Crazy-Hair,Purple-7,Cardigan,None,None,Techno,Snouty,None,None,None,Closed,Green,Mottled,Teal,18.032857389495604,10371
10372,Triple,Demon-Realm-3,Bobble-Hat-Purple,Red-8,Fire-Hoody,None,Sweater-Olive,Stripes,Snouty,None,None,None,Gappy,Grey,Sharp,Pink,50.33633021280092,10372
10373,Veiny,Nerd,Bucket-Navy,Orange-9,None,None,TShirt-Turquoise,Bumps,Wide,None,Orange,None,Razor-Sharp,Blue,Bone,Yellow,50.24930755328345,10373
10374,Flaps,Purple-Shades,Broad-Brim,Green-2,Puffer-vest,None,TShirt-White,Speckled,Flared,None,Red,None,Cheesy,Grey,Black-Tatts,Blue,65.62987770086349,10374
10375,Creases,Chameleon-Almond-Grey,Eggscellent,Pink-2,None,None,Sweater-Turquoise,Bumps,Wide,None,None,None,Disgusted,Grey,Curvy,Light-Green,26.45140049556347,10375
10376,Spots,Benedict,Purple-Camo,Pink-2,None,Argyle-3,None,Black-Tatts,Snouty,None,Green,Colour-Tatts,Checkerboard,Yellow,Waves,Light-Blue,57.92715694736358,10376
10377,Spots,Veins-1,Raptors,Purple-4,None,None,None,Scales,Deep,Spliff,None,Black-Tatts,Closed,Grey,Stripy,Light-Green,48.9482920159525,10377
10378,Flaps,Sunglasses-2,Jurassic,Pink-6,Tech-2,None,Sweater-Turquoise,Hatching,Snouty,None,Purple,None,Grills,Green,Sharp,Purple,64.68387048274661,10378
10379,None,Chameleon-Circle-Blue,Balaclava,None,None,Fanboy,None,None,Deep,None,Neon-Green,Colour-Tatts,Goofy,Yellow,Mottled,Purple,54.76794724892342,10379
10380,Flaps,Caiman,Five-Panel-Purple,Purple-9,Sneakers,None,Sweater-Turquoise,Speckled,Deep,None,Green,None,Spiky,Purple,Spotty,Teal,71.36215241397389,10380
10381,Little-Bumps,Blinky,Pyramid,Pink-2,Fire-Hoody,None,None,Sharp,Deep,None,Red,None,Cheesy,Grey,Mottled,Blue,39.60465945300819,10381
10382,Creases,Blank,Backwards-Cap-Olive,Green-4,None,Three-Wolf-Moon,None,Ovals,Flared,None,Orange,Chest-Hair,Cheesy,Grey,Spotty,Light-Green,52.98768906516609,10382
10383,Spikes,Vr4,Koopa-Green,Green-5,Tech-2,None,Sweater-Olive,Techno,Deep,None,Neon-Green,None,Cheesy,Green,Rainbow,Sky,69.90196381593789,10383
10384,Spots,Dopey-Yellow,Five-Panel-Olive,Green-6,None,Black-Puffer,None,Spots,Flared,None,Neon-Green,Colour-Tatts,Jaws,Purple,Mottled,Blue,57.10355873895714,10384
10385,Little-Bumps,Vertical-Red,Bucket-Navy,Purple-2,None,Cold-Blooded,None,Ovals,Snouty,None,None,Colour-Tatts,Gappy,Green,Spotty,Teal,26.960510368269574,10385
10386,Little-Bumps,Crosseyed-Yellow,Line,Orange-7,None,Tie-Dye-2,None,Colour-Tatts,Wide,None,None,Black-Tatts,Jaws,Yellow,Mottled,Blue,32.86707607449977,10386
10387,Plasters,Bosseyed-Pink,Backwards-Cap-Olive,Orange-3,None,Dyor-Sweater,None,Ovals,Original,None,None,Chest-Hair,Cheerful,Green,Waves,Purple,20.893879344265596,10387
10388,Little-Bumps,Weird-Pupil-Blue,Purple-Camo,Purple-8,None,None,None,Stripes,Flared,None,None,Chest-Hair,Cheerful,Blue,Rainbow,Brown,9.981539062516811,10388
10389,Spots,Veins-2,Valhalla,Purple-6,None,Diamond-Hands,None,Markings,Deep,None,Green,Chest-Hair,Checkerboard,Blue,Mottled,Green,46.36672675813058,10389
10390,Spots,Weird-Pupil-Purple,Eggscellent,Pink-9,None,Dyor-Sweater,None,Ovals,Wide,None,Purple,Chest-Hair,Spiky,Green,Mottled,Sky,45.97190705684756,10390
10391,Soft-Spikes,Vertical-Yellow,Line,Bones,None,Lousy-Lemuria,None,Stripes,Flared,None,None,Chest-Hair,Scaly,Grey,Stripy,Light-Green,27.692187903673354,10391
10392,Frills,Trippy,Lumpy,Pink-9,Vest-1,None,Sweater-White,Scales,Wide,None,None,None,Razor-Sharp,Yellow,Stripy,Teal,45.30871516639982,10392
10393,Lines,Vertical-Blue,Line,Bones,Tech-3,None,TShirt-Pink,Techno,Original,None,Red,None,Spiky,Green,Black-Tatts,Teal,64.60887284538084,10393
