,Ethnicity,Tatoos,Neck Accessories,Head Accessories,Hair,Color Eyes,Clothes,Body Accessories,Earings,Nose Accessories,Rarity score,Token Id
7676,3,None,None,None,Leia,Pk M3rm4id,Mam3-000,None,None,None,16.91427695449216,7676
7677,3,Angel3,Sh4ggy Sl,None,Br Leia,None,Str4w-Pur,4-Smakras Sl,Ring Hysteria ,None,40.092526209746225,7677
7678,1,None,D4isy,None,Dk Mkia-Wa,None,M3b Gr,Maua,None,None,16.561672070504827,7678
7679,4,THO,Damondy,Copper Hk-Tk,Macca,None,Blue Kroko,Purple Padm3,Ona Jenta,None,44.18712976627732,7679
7680,3,None,None,Sonmi-451,Dk Leia,Mahubiri,Str4w-1r1,None,Ring Hysteria ,None,37.79202944024121,7680
7681,3,Ohm,None,Sonmi-451,Pk Motok-0,None,Kiya-T4 Rd,B3cky,None,None,20.19576821364784,7681
7682,2,None,Double 50X-TS Silver,None,Xtail,None,Pandora Bl Cl,N0v4,None,None,16.008878678092888,7682
7683,2,None,None,Ltt Loop  HT-X,M1ley,None,SG1,Nek_Gl7,Pyram1d,None,31.185423083180176,7683
7684,3,Ohm,None,Atlas,Dk Motok-0,Pk M3rm4id,Str4w-1r1,Pk J4w,None,None,36.76953071785283,7684
7685,1,THO,70 Purple,M0-Nonok3,lanu,None,Coco-Bl,None,None,None,19.942526259717727,7685
7686,2,None,None,Nebula,Brown Tifa ,None,buildy white silver,Plav4,Pyram1d,None,32.35801490900691,7686
7687,1,None,Gl J0sh1,None,Dk Mkia-Wa,Sapphire,Wh 1ungle,3mr0s,None,None,30.866079395399304,7687
7688,1,THO,D4isy,Tiger,Mahogany,None,M3b Dk,V0l-T4n,None,None,26.423821469549146,7688
7689,2,None,Diamond Perly,Nebula,Blond shorty,None,Pr Paiesly,Plav4,None,None,23.285077773866405,7689
7690,4,H3art,Gyraphe,Copper Hk-Tk,Brado,Sunny,Blue Kroko,None,Ring Hysteria ,Silver Innoza,77.57694785705309,7690
7691,2,None,None,Ltt Loop  HT-X,Blond shorty,None,Pandora Br,Nek_Gl7,None,None,14.613724776581769,7691
7692,1,Ohm,Sl J0sh1,M0-Nonok3,Pr F4la,None,Cameron,V0l-T4n,None,None,27.96854098734267,7692
7693,1,THO,Gl J0sh1,L3x4,Dk F4la,None,Leeloo Dk,V0l-T4n,None,None,27.1796294370248,7693
7694,2,Angel3,Diamond Perly,None,Fr33zy,Fire,Pandora Wh,Clavi Tw1,None,None,42.08998304094189,7694
7695,3,Ohm,Sh4ggy Sl,Arkosmel,Dk Motok-0,None,P13N-FU Dk,None,None,None,21.29347607259277,7695
7696,3,None,None,None,Br Leia,None,Mam3-Shib0r1,B3cky Br,None,None,8.054627328260251,7696
7697,4,H3art,Gyraphe,None,Skrill,Emerald,Kruel,None,Ona Jenta,None,51.39020526552487,7697
7698,2,None,None,Ltt Loop  HT-X,Fr33zy,None,buildy pink gold,Plav4,None,None,14.708200615244927,7698
7699,1,THO,70 Blue,L3x4,Dk F4la,None,M3b Pr,None,None,None,20.990091178627374,7699
7700,2,None,94 Blue PU,Teal'c,Blond Tifa,None,Pandora Br,Neckilver,None,None,22.823821585614926,7700
7701,3,Ohm,Bl Pr1s,None,Dk Leia,Fire,Mam3-Shib0r1,Pk Priam,3-Ncke,None,56.047839069054184,7701
7702,3,None,Glody Cora,None,Dk Leia,None,P13N-FU Wh,Pk Priam,None,None,15.12545408501152,7702
7703,1,Angel3,D4isy,Tiger Chain,Dk Mkia-Wa,None,Rd PSLV,3mr0s,None,None,30.05780696954478,7703
7704,2,Yddre,None,Nebula,Xtail,Fire,Dk Flowpow,Nek_Gl7,None,None,35.88892722200776,7704
7705,1,THO,Sl J0sh1,Tiger Chain,Dk F4la,None,Dk 1ungle,None,None,None,20.381544871937177,7705
7706,2,None,None,Teal'c,Brown Tifa ,None,BL Kombinacija,None,None,None,7.112321050050093,7706
7707,2,Ohm,None,P-43cock Blue,Blond Tifa,None,Gr Paiesly,Nek_Gl7,Pyram1d,None,38.57247992690489,7707
7708,3,Yddre,Sh4ggy Gl,None,Leia,Esmerald,Str4w-1r1,Pk Priam,None,None,37.19713834842432,7708
7709,1,None,Sl J0sh1,Tiger,Pr F4la,Sapphire,Coco-Br,None,None,None,30.5354488007249,7709
7710,4,None,Goldy Flewer,blue jewels,Brado,None,Blue Kroko,Goldy Nek-T2,None,None,22.10495781539028,7710
7711,2,Ohm,94 Blue PU,Meronym,M1ley,None,Pk Paiesly,Clavi Tw1,None,None,30.547331835695026,7711
7712,4,Mothered,Gyraphe,None,Shorty,None,Blue Kroko,Silver Nek-T2,Ona Jenta,Silver Innoza,61.32546164874492,7712
7713,2,None,None,P-43cock Dark,Xtail,None,buildy yellow silver,None,None,None,7.067860598772692,7713
7714,4,None,Goldy Flewer,blue jewels,Brado,None,Vintegio,None,Ona Jenta,Goldy Innoza,53.84777917809033,7714
7715,4,None,Damondy,Dark Tb2,Macca,None,Ivor snake,Dark Padm3,Ring Hysteria ,Silver Innoza,60.31734152758072,7715
7716,2,Ohm,Double 50X-TS Silver,P-43cock Dark,Fr33zy,None,BL Kombinacija,Goldy J4w,None,None,29.63875323960466,7716
7717,1,Ohm,Sl J0sh1,Yoona-939,Mahogany,None,Leeloo Bl,None,None,None,20.539693164310613,7717
7718,3,Ohm,Sh4ggy Gl,Arkosmel,Pk Motok-0,None,Kiya-T4 Rd,Pk J4w,None,None,28.369327512591635,7718
7719,3,Mothered,None,None,Leia,None,Kiya-T4 Rd,Pk Priam,3-Ncke,None,32.70836084164025,7719
7720,2,Mothered,None,None,Blond Tifa,None,buildy yellow silver,N0v4,None,None,16.458907747923984,7720
7721,1,Mothered,Big J0sh1,L3x4,lanu,None,Br PSLV,Maua,None,None,30.61657487665057,7721
7722,2,Scy Fy,Double 50X-TS Silver,Metropolis Noisa,Xtail,None,BL Kombinacija,Clavi Tw1,None,None,31.955716945297315,7722
7723,2,THO,None,Teal'c,Fr33zy,None,Gr Flowpow,N0v4,None,None,19.595168646992942,7723
7724,1,Ciblo,70 Blue,M0-Nonok3,Gi Mkia-Wa,None,Br  Kn1-ght,None,None,None,23.943382453564098,7724
7725,2,Ohm,None,Metropolis Noisa,M1ley,None,Dk Flowpow 0,Smakras,None,None,20.962074810217963,7725
7726,1,Yddre,Sl J0sh1,L3x4,Dk Mkia-Wa,None,Br PSLV,3mr0s,None,None,26.690668596413147,7726
7727,3,Yddre,None,None,Gamo-Gr31,Pk M3rm4id,Kiya-T4 Rd,B3cky Br,None,None,30.78839997607505,7727
7728,1,None,U-4yeb,L3x4,Pr F4la,Sapphire,Tq 1ungle,3mr0s,None,None,38.46409786145862,7728
7729,4,Mothered,Damondy,Silver Liner Kb2,Macca,None,Blue Kroko,None,Ona Jenta,None,38.21993280301233,7729
7730,3,Ciblo,Sh4ggy Gl,None,Dk Motok-0,Fire,Kiya-T4 Pk,Pk J4w,Itz4,None,57.66451547473365,7730
7731,4,None,None,None,Macca,None,Ivor snake,Silver Nek-T2,Ona Jenta,None,24.16880747326698,7731
7732,3,THO,None,None,Pk Motok-0,None,Mam3-Shib0r1,Pk J4w,None,None,13.344527338516038,7732
7733,1,Ciblo,Sl J0sh1,Kida,Mahogany,None,Gr PSLV,3mr0s,None,None,29.968902324560336,7733
7734,2,None,None,Teal'c,Xtail,None,buildy pink gold,None,None,None,6.4231401138639,7734
7735,4,Fl3wy,Gyraphe,Purple Hk-Tk,White tiger king,None,Vintegio Br,None,None,None,23.791299294500952,7735
7736,2,THO,None,P-43cock Blue,Fr33zy,None,buildy pink,Smakras,None,None,20.867833151027103,7736
7737,4,Fl3wy,Brown River Cubo,blue jewels,Tiger king,None,Vintegio Br,None,None,Silver Innoza,45.77598839586412,7737
7738,3,Mothered,None,None,Leia,None,Mam3-Shib0r1,None,None,None,8.07970567746625,7738
7739,4,None,Damondy,blue jewels,Blond shorty 0,Sunny,Amy Snake,Silver Nek-T2,None,None,38.94293383141973,7739
7740,1,None,Gl J0sh1,None,Pr F4la,Sapphire,Rd PSLV,V0l-T4n,None,None,31.26343207007607,7740
7741,2,None,None,None,Blond shorty,None,Mono Red,Nek_Gl7,None,None,8.287600133995868,7741
7742,4,H3art,Green River Cubo,blue jewels,Shorty,None,Ruby snake,Goldy Nek-T2,None,None,31.50353767333028,7742
7743,4,None,Brown River Cubo,Goldy Liner Kb2,Double line,None,Kruel,None,None,Silver Innoza,37.147645410251904,7743
7744,2,Angel3,Double 50X-TS Goldy,Teal'c,Xtail,None,Pandora Dk,Sw1 Tch,None,None,31.197222030689144,7744
7745,2,Mothered,Goldy Perly,Metropolis Noisa,M1ley,None,BL Kombinacija,None,None,None,22.86020209442425,7745
7746,2,None,Double 50X-TS Goldy,Nebula,Blond shorty,None,Dk Flowpow 0,None,None,None,14.92530688284493,7746
7747,3,None,None,Sonmi-451,Leia,Mahubiri,Str4w-Pur,Pk J4w,Ring Hysteria ,None,45.175685567000116,7747
7748,2,None,None,P-43cock Dark,M1ley,None,Pr Paiesly,Neckilver,None,None,14.777696281693828,7748
7749,3,Yddre,Sh4ggy Sl,Sonmi-451,Dk Leia,Mahubiri,Str4w-Pur,Pk Priam,Ring Hysteria ,None,57.5422314761057,7749
7750,2,None,94 Blue PU,Teal'c,Xtail,None,Dk Paiesly,None,None,None,14.753020953379545,7750
7751,1,Ohm,Sl J0sh1,Tiger Chain,Dk Mkia-Wa,None,M3b Goldy Ye,V0l-T4n,None,None,27.58785124932369,7751
7752,1,None,None,Kida,Mahogany,None,M3b Pr,None,None,None,6.934522417068886,7752
7753,3,THO,None,None,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,Pk J4w,None,None,28.95735401546754,7753
7754,2,None,None,P-43cock Blue,Blond Tifa,None,Pk Paiesly,None,None,None,7.5625033297952085,7754
7755,3,Yddre,Sh4ggy Gl,Neo,Pk Motok-0,Fire,Str4w-Pur,None,None,None,36.07260936462277,7755
7756,2,None,None,None,Blond Tifa,Sapphire,buildy blue silver,None,None,None,16.83926483174246,7756
7757,2,Ohm,Diamond Perly,Ltt Loop  HT-X,Fr33zy,Sapphire,Pandora Dk,None,None,None,37.836690929639076,7757
7758,1,None,Gl J0sh1,Tiger,Dk F4la,None,Coco-Bl,3mr0s,None,None,21.309163202002708,7758
7759,3,Ciblo,Sh4ggy Sl,Atlas,Pk Motok-0,None,Str4w-1r1,None,None,None,23.24388298172504,7759
7760,2,None,None,P-43cock Blue,Brown Tifa ,None,Mono Red,None,None,None,7.787569448600632,7760
7761,1,Mothered,Gl J0sh1,M0-Nonok3,lanu,None,Ye  Kn1-ght,None,None,None,21.962397579205405,7761
7762,4,None,Brown River Cubo,blue jewels,Blond shorty 0,None,Ivor snake,Goldy Nek-T2,Ring Hysteria ,None,38.15080231681645,7762
7763,1,Mothered,Gl J0sh1,Tiger,Mahogany,None,Rd  Kn1-ght,3mr0s,None,None,28.93270366355018,7763
7764,3,Yddre,Sh4ggy Sl,Neo,Dk Leia,None,Kiya-T4 Rd,B3cky Br,Ring Hysteria ,None,41.814820186445544,7764
7765,3,Yddre,Sh4ggy Sl,Neo,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,Abydoss,None,None,42.8116666377131,7765
7766,1,Ohm,None,Tiger Chain,Dk Mkia-Wa,Sapphire,Gr PSLV,None,None,None,29.038166564276185,7766
7767,2,Angel3,Double 50X-TS Goldy,None,M1ley,None,Gr Flowpow,Smakras,None,None,24.999365585800437,7767
7768,1,Ohm,70 Blue,M0-Nonok3,lanu,None,M3b Gr,3mr0s,None,None,27.60452168770307,7768
7769,1,Yddre,D4isy,None,lanu,None,Bl PSLV,3mr0s,None,None,20.362142144552138,7769
7770,4,Mothered,Green River Cubo,Silver Liner Kb2,Brado,None,White Aredeko,Goldy Nek-T2,None,None,29.3004006283604,7770
7771,4,H3art,Gyraphe,Silver Liner Kb2,Guerti,None,Ruby snake,Purple Padm3,None,Silver Innoza,52.22061647799448,7771
7772,1,Yddre,Dk J0sh1,None,Dk F4la,Sapphire,Br PSLV,3mr0s,None,None,36.87801224695858,7772
7773,1,Mothered,None,Kida,Dk Mkia-Wa,None,Wh 1ungle,V0l-T4n,None,None,21.20955423996059,7773
7774,2,THO,Double 50X-TS Goldy,None,Fr33zy,None,Pandora Br,N0v4,None,None,21.923929782625176,7774
7775,1,Angel3,D4isy,Tiger,Mahogany,None,Cameron Light,V0l-T4n,None,None,29.135282710765313,7775
7776,3,THO,None,None,Pk Motok-0,Pk M3rm4id,X-0c Bitum Gr,B3cky,Itz4,None,47.856157472129645,7776
7777,2,Mothered,None,Teal'c,Xtail,None,Dk Flowpow 0,Neckilver,Pyram1d,None,38.413944245388706,7777
7778,3,Ciblo,None,Neo,Dk Motok-0,Fire,P13N-FU Gr,Abydoss,None,None,39.74235570785142,7778
7779,4,None,Gyraphe,Purple Hk-Tk,Macca,None,Sun snake,None,Ona Jenta,None,30.913735717642183,7779
7780,2,None,Double 50X-TS Goldy,Teal'c,Fr33zy,None,Pandora Bl,Nek_Gl7,None,None,21.798472346539082,7780
7781,3,THO,Glody Cora,None,Pk Motok-0,None,X-0c Bitum,B3cky Br,None,None,22.28796313336047,7781
7782,4,THO,Green River Cubo,Copper Hk-Tk,Brado,None,Red kroko,Goldy Nek-T2,Ring Hysteria ,Silver Innoza,65.18916883459308,7782
7783,1,THO,Dk J0sh1,L3x4,Pr F4la,None,Coco-Bl,V0l-T4n,None,None,27.877082571255812,7783
7784,4,None,Damondy,blue jewels,Brado,Sunny,Amy Snake,Silver Nek-T2,Ring Hysteria ,None,54.131827726360015,7784
7785,2,Angel3,None,Meronym,M1ley,Sapphire,Gr Flowpow,Goldy J4w,Pyram1d,None,56.49250264749151,7785
7786,4,None,Green River Cubo,blue jewels,Tiger king,Sunny,Pryzo Blue,None,None,None,32.18395208378892,7786
7787,1,None,None,Tiger,Dk Mkia-Wa,None,Gr  Kn1-ght,3mr0s,None,None,13.463482798570443,7787
7788,1,None,None,Tiger Chain,Dk F4la,None,Dk 1ungle,V0l-T4n,None,None,13.305076238324846,7788
7789,2,Angel3,Double 50X-TS Goldy,Teal'c,M1ley,None,Zippy,Nek_Gl7,None,None,30.474785590411695,7789
7790,4,None,Gyraphe,blue jewels,Macca,None,Vintegio Br,Purple Padm3,None,None,21.324210635167496,7790
7791,1,None,None,M0-Nonok3,Dk F4la,Sapphire,Coco-Dk,V0l-T4n,None,None,28.679491795422194,7791
7792,3,Ciblo,None,None,Leia,None,Kiya-T4 Rd,None,Ring Hysteria ,None,24.474179609949047,7792
7793,2,None,None,None,Brown Tifa ,None,Pk Paiesly,Nek_Gl7,None,None,8.951770558904574,7793
7794,4,THO,Green River Cubo,Dark Tb2,Tiger king,None,Purple Aredeko,None,Ring Hysteria ,None,36.625564655134546,7794
7795,4,THO,Goldy Flewer,Dark Tb2,Shorty,None,Blue Kroko,Purple Padm3,None,None,27.811327443179717,7795
7796,3,Yddre,None,Sonmi-451,Dk Motok-0,Pk M3rm4id,Zh0ra Rd,Pk J4w,None,None,35.06103636030695,7796
7797,3,Yddre,None,Neo,Dk Motok-0,None,P13N-FU Wh,B3cky,None,None,19.47080334036209,7797
7798,2,None,None,Ltt Loop  HT-X,Xtail,None,Mono White,Plav4,None,None,14.274675955622898,7798
7799,2,None,None,P-43cock Blue,Brown Tifa ,None,Pandora Wh,Neckilver,None,None,15.555745263736172,7799
7800,4,Yddre,Gyraphe,Dark Tb2,White tiger king,Sunny,Pryzo Red,Purple Padm3,None,Silver Innoza,66.26208769098079,7800
7801,3,None,Glody Cora,Arkosmel,Dk Motok-0,None,Str4w-Pur,B3cky Br,None,None,22.79660466450622,7801
7802,1,None,None,None,lanu,Sapphire,Gr PSLV,3mr0s,None,None,22.65670202356823,7802
7803,3,Yddre,None,None,Br Leia,None,Zh0ra Rd,None,None,None,6.215388257756219,7803
7804,2,THO,None,P-43cock Blue,Blond shorty,None,buildy yellow silver,M3tr0 Tw1,None,None,20.81225876030284,7804
7805,2,None,None,Metropolis Noisa,Fr33zy,None,Mono White,Goldy J4w,Pyram1d,None,31.504960042553737,7805
7806,2,Scy Fy,Goldy Perly,Teal'c,M1ley,None,Pandora Wh,Smakras,None,None,31.763990144323557,7806
7807,3,None,None,Neo,Br Leia,None,Kiya-T4 Pk,Pk Priam,None,None,13.725371236750572,7807
7808,4,None,Brown River Cubo,Goldy Liner Kb2,Tiger king,None,Black Aredeko,Purple Padm3,None,None,22.421695574700035,7808
7809,4,THO,Goldy Flewer,Copper Hk-Tk,Grand line,None,Amy Snake,None,Ona Jenta,Goldy Innoza,60.01444626956178,7809
7810,2,Angel3,Goldy Perly,P-43cock Blue,Fr33zy,Sapphire,Dk Flowpow 0,Goldy J4w,Pyram1d,None,64.29262378120436,7810
7811,1,Angel3,D4isy,Kida,Mahogany,Sapphire,Br  Kn1-ght,None,None,None,39.20593045217521,7811
7812,1,THO,D4isy,Tiger,Gi Mkia-Wa,None,Dk 1ungle,V0l-T4n,None,None,27.21576795862249,7812
7813,4,Fl3wy,Brown River Cubo,blue jewels,Grand line,None,Black Aredeko,None,Ring Hysteria ,Silver Innoza,61.15317386724376,7813
7814,4,Mothered,Damondy,Purple Hk-Tk,Double line,None,Ruby snake,None,Ring Hysteria ,None,38.63133961197842,7814
7815,3,Yddre,Glody Cora,Arkosmel,Leia,Fire,Mam3-Shib0r1,None,None,None,36.50326008317019,7815
7816,1,THO,70 Purple,Kida,Pr F4la,None,Coco-Br,V0l-T4n,None,None,27.991027743513524,7816
7817,4,None,Goldy Flewer,None,Macca,None,Vintegio Br,Silver Nek-T2,Ring Hysteria ,None,30.51943610150813,7817
7818,4,THO,Brown River Cubo,Copper Hk-Tk,Macca,None,Ruby snake,Silver Nek-T2,None,None,27.43901998775607,7818
7819,2,THO,None,Metropolis Noisa,Blond shorty,None,buildy yellow,None,Pyram1d,None,29.857839218825543,7819
7820,1,None,None,Yoona-939,lanu,None,Cameron Light,3mr0s,None,None,12.849344337203666,7820
7821,1,Ciblo,None,M0-Nonok3,Mahogany,None,Bl PSLV,V0l-T4n,None,None,21.45941794287536,7821
7822,4,None,Gyraphe,None,Skrill,None,Vintegio Br,None,Ona Jenta,None,25.046544856772268,7822
7823,2,Yddre,None,Loop HT-X,Blond shorty,None,Gr Flowpow 0,Plav4,Pyram1d,None,36.844508119425555,7823
7824,1,Yddre,Sl J0sh1,None,Dk F4la,None,Cameron,V0l-T4n,None,None,20.30103001633586,7824
7825,2,None,None,P-43cock Dark,M1ley,None,buildy white,None,None,None,7.15123688325879,7825
7826,3,Mothered,C3d-Gl,None,Dk Motok-0,None,Zh0ra Gr,Abydoss,None,None,24.235476112253135,7826
7827,2,Angel3,None,None,Xtail,None,Mono White,Goldy J4w,None,None,17.047763973446656,7827
7828,1,None,Gl J0sh1,Tiger Chain,Pr F4la,None,Leeloo Bl,None,None,None,15.158359745931188,7828
7829,4,None,Brown River Cubo,blue jewels,Double line,None,Vintegio,Silver Nek-T2,Ona Jenta,None,38.41734335461658,7829
7830,3,None,Sh4ggy Gl,None,Dk Leia,Esmerald,X-0c Bitum Bl,Abydoss,Itz4,None,50.07579019474484,7830
7831,2,Mothered,Double 50X-TS Silver,None,Fr33zy,None,Zippy,Plav4,None,None,24.113192456275435,7831
7832,4,Yddre,Green River Cubo,Silver Liner Kb2,Bald,Sunny,Blue Kroko,None,Ona Jenta,None,52.98723697429063,7832
7833,3,None,C3d-Gl,None,Dk Motok-0,Pk M3rm4id,X-0c Bitum Bl,None,None,None,24.92948944132879,7833
7834,2,Yddre,None,Metropolis Noisa,Xtail,None,SG1,M3tr0 Tw1,None,None,19.561867475330573,7834
7835,1,None,Big J0sh1,Tiger,Dk Mkia-Wa,Sapphire,Coco-Bl,None,None,None,30.602138384048928,7835
7836,1,Ciblo,70 Blue,Tiger Chain,lanu,Sapphire,Rd PSLV,None,None,None,38.747473148957795,7836
7837,4,Yddre,Gyraphe,Purple Hk-Tk,Macca,None,Red kroko,Silver Nek-T2,None,None,26.34160820789907,7837
7838,2,None,None,Ltt Loop  HT-X,Xtail,Sapphire,Mono Red,None,None,None,22.39824057287173,7838
7839,4,Yddre,Goldy Flewer,Silver Liner Kb2,Skrill,None,Amy Snake,Goldy Nek-T2,Ring Hysteria ,None,42.5621145559051,7839
7840,3,Ciblo,None,None,Pk Motok-0,None,Mam3-Shib0r1,Pk Priam,None,None,16.375640259225978,7840
7841,2,None,Double 50X-TS Goldy,Loop HT-X,M1ley,None,Gr Flowpow 0,None,Pyram1d,None,31.56646924165763,7841
7842,1,THO,Gl J0sh1,Tiger,Dk F4la,None,Rd PSLV,3mr0s,None,None,27.149087131536938,7842
7843,3,None,Sh4ggy Gl,Sonmi-451,Dk Leia,Esmerald,X-0c Bitum Gr,B3cky Br,Ring Hysteria ,None,53.631623874621184,7843
7844,4,THO,Gyraphe,Purple Hk-Tk,Blond shorty 0,None,Purple Aredeko,None,None,Silver Innoza,42.31184917108458,7844
7845,1,None,Sl J0sh1,None,Mahogany,None,Wh 1ungle,3mr0s,None,None,14.630400212179323,7845
7846,1,Yddre,70 Blue,None,Mahogany,Fire,Wh 1ungle,None,None,None,29.91897858135479,7846
7847,4,None,Gyraphe,None,Grand line,None,Kruel,None,None,None,8.624723029241121,7847
7848,1,Yddre,None,None,Mahogany,None,Cameron Light,None,None,None,5.662280660136361,7848
7849,1,Yddre,Dk J0sh1,None,lanu,None,Br  Kn1-ght,None,None,None,13.952885738471958,7849
7850,1,None,Sl J0sh1,Kida,Mahogany,None,Coco-Dk,None,None,None,14.366386984976048,7850
7851,1,None,70 Blue,L3x4,Mahogany,Sapphire,M3b Pr,3mr0s,None,None,37.09148513992794,7851
7852,1,None,None,Tiger,Mahogany,None,Tq 1ungle,None,None,None,6.134195514047263,7852
7853,1,THO,None,M0-Nonok3,Gi Mkia-Wa,None,Wh 1ungle,None,None,None,12.722006638639579,7853
7854,2,Yddre,None,Teal'c,Blond Tifa,Sapphire,Pandora Br,Clavi Tw1,None,None,35.77774842695041,7854
7855,3,Mothered,Sh4ggy Sl,Neo,Leia,None,Kiya-T4 Rd,None,None,None,21.37681294587059,7855
7856,1,None,None,Kida,lanu,Sapphire,Leeloo Bl,None,None,None,22.25662173252642,7856
7857,2,Yddre,None,P-43cock Blue,Xtail,Sapphire,Pandora Wh,Nek_Gl7,None,None,35.49988929260838,7857
7858,1,Ohm,Dk J0sh1,None,Gi Mkia-Wa,None,Wh 1ungle,3mr0s,None,None,22.673766054355557,7858
7859,1,Mothered,70 Purple,Yoona-939,Dk Mkia-Wa,None,Rd PSLV,None,None,None,22.559823376712433,7859
7860,3,Ohm,Sh4ggy Sl,Sonmi-451,Leia,None,Kiya-T4 Rd,B3cky,Itz4,None,44.58432362071469,7860
7861,4,None,Brown River Cubo,Silver Liner Kb2,Blond shorty 0,None,Sun snake,None,Ona Jenta,None,30.791481751182882,7861
7862,4,Mothered,Gyraphe,Dark Tb2,Skrill,None,Vintegio Br,None,Ona Jenta,None,39.31462604678446,7862
7863,4,THO,Brown River Cubo,Dark Tb2,Tiger king,None,Vintegio Br,None,Ring Hysteria ,Goldy Innoza,59.09226933926938,7863
7864,4,None,Brown River Cubo,blue jewels,Blond shorty 0,None,Red kroko,None,Ona Jenta,None,31.35551132212803,7864
7865,4,None,Goldy Flewer,Light Tb2,Goldy Skrill,None,Ruby snake,Purple Padm3,Ring Hysteria ,Silver Innoza,59.96172514914886,7865
7866,3,Ohm,Sh4ggy Gl,None,Dk Motok-0,None,Mam3-Shib0r1,4-Smakras Sl,None,None,22.526660376008813,7866
7867,1,None,Sl J0sh1,M0-Nonok3,Gi Mkia-Wa,None,Leeloo Dk,V0l-T4n,None,None,21.06739411516059,7867
7868,1,None,Big J0sh1,L3x4,Dk F4la,None,Bl PSLV,None,None,None,15.514050548200734,7868
7869,1,None,D4isy,Yoona-939,lanu,None,M3b Dk,3mr0s,None,None,20.970134397731922,7869
7870,3,None,Sh4ggy Gl,None,Dk Motok-0,None,Str4w-1r1,Pk J4w,None,None,14.766988471055317,7870
7871,2,None,94 Goldy PU,Ltt Loop  HT-X,Blond Tifa,Sapphire,Dk Paiesly,Plav4,Pyram1d,None,56.012198836222815,7871
7872,3,None,Sh4ggy Sl,None,Dk Motok-0,Fire,Str4w-1r1,Pk Priam,None,None,30.804903759585883,7872
7873,4,None,Green River Cubo,Silver Liner Kb2,Brado,Sunny,Black Aredeko,Silver Nek-T2,None,None,37.41486602032898,7873
7874,1,None,Sl J0sh1,None,Mahogany,None,Coco-Bl,V0l-T4n,None,None,14.294159980164006,7874
7875,2,Yddre,None,Metropolis Noisa,M1ley,None,buildy blue gold,None,None,None,12.324652385209365,7875
7876,3,Ciblo,None,None,Pk Motok-0,None,Zh0ra Gr,Pk J4w,None,None,16.584041567903938,7876
7877,3,None,Glody Cora,Neo,Pk Motok-0,None,Str4w-Pur,Pk J4w,None,None,21.7407534585083,7877
7878,2,None,Double 50X-TS Silver,P-43cock Blue,Xtail,None,Gr Flowpow,Goldy J4w,None,None,22.75157362604034,7878
7879,1,Yddre,Dk J0sh1,Yoona-939,Dk F4la,None,Dk  Kn1-ght,None,None,None,20.612253481197985,7879
7880,1,None,Big J0sh1,Yoona-939,lanu,None,M3b Gr,V0l-T4n,None,None,21.056283615466224,7880
7881,2,None,None,Teal'c,M1ley,Sapphire,buildy yellow gold,None,None,None,22.18152546361588,7881
7882,2,THO,Goldy Perly,P-43cock Dark,Fr33zy,None,Dk Flowpow 0,Smakras,Pyram1d,None,45.55659504651366,7882
7883,4,None,Perly,blue jewels,Blond shorty 0,None,Kruel,Silver Nek-T2,Geometria,None,40.19272986686206,7883
7884,4,Mothered,Damondy,Light Tb2,Skrill,None,Red kroko,Purple Padm3,None,None,30.3395376170761,7884
7885,4,Yddre,Gyraphe,Light Tb2,Tiger king,None,Vintegio Br,None,Ring Hysteria ,None,36.03387107124914,7885
7886,4,H3art,Goldy Flewer,None,Brado,Sunny,Vintegio Br,Dark Padm3,None,None,42.165541245688125,7886
7887,1,None,Gl J0sh1,M0-Nonok3,Mahogany,None,Coco-Dk,V0l-T4n,None,None,20.38380877637499,7887
7888,2,Yddre,Double 50X-TS Goldy,Teal'c,M1ley,None,Gr Flowpow 0,None,None,None,19.50946216138463,7888
7889,1,Ohm,None,Tiger Chain,Dk F4la,None,Cameron Light,3mr0s,None,None,20.181420505845672,7889
7890,1,Ohm,Gl J0sh1,Yoona-939,Gi Mkia-Wa,None,Leeloo Bl,None,None,None,21.581730978456633,7890
7891,4,None,Goldy Flewer,Silver Liner Kb2,Bald,None,Red kroko,Silver Nek-T2,None,Goldy Innoza,43.800880794359195,7891
7892,1,Yddre,None,None,lanu,None,Coco-Dk,V0l-T4n,None,None,11.971761742365853,7892
7893,3,Yddre,None,Neo,TGIF,Pk M3rm4id,Str4w-J4p,B3cky,Ring Hysteria ,None,52.284387455195116,7893
7894,2,Ohm,None,Nebula,M1ley,None,Rorschach,None,None,None,13.421971297399725,7894
7895,1,None,70 Purple,Kida,Mahogany,Sapphire,Gr  Kn1-ght,3mr0s,None,None,37.397123652101364,7895
7896,2,None,None,Ltt Loop  HT-X,Blond shorty,None,Mono White,None,None,None,7.056735399753065,7896
7897,3,Yddre,C3d-Gl,Neo,Dk Motok-0,None,Mam3-Shib0r1,4-Smakras Sl,None,None,27.913902022530085,7897
7898,3,THO,Bl Pr1s,None,Dk Leia,None,Zh0ra Gr,None,None,None,14.375546565364033,7898
7899,1,THO,Gl J0sh1,M0-Nonok3,Mahogany,None,Coco-Pr,V0l-T4n,None,None,26.465516492368884,7899
7900,4,Yddre,Goldy Flewer,Purple Hk-Tk,Double line,Ruby,Red kroko,Purple Padm3,Ring Hysteria ,Goldy Innoza,82.42114367483944,7900
