,Beard Gene,Bones Gene,Teeth Gene,Nose Gene,Eyes Gene,Hair Gene,Skull Gene,Background ID,NAME,UNIQUENESS INDEX,Noname Trait,Rarity score,Token Id
7026,#8,#15,#10,#7,#10,#82,#13,#62,Zaomoihlao,22,None,0.9371036568038523,7026
7027,#3,#15,#10,#0,#68,#122,#10,#71,Yiocounsath,15,None,42.27086274214891,7027
7028,#8,#15,#0,#3,#7,#23,#13,#26,Yiagibbath,22,None,0.38222248968538614,7028
7029,#8,#15,#4,#2,#47,#86,#5,#61,Diuphun,22,None,0.4274605112123518,7029
7030,#8,#15,#5,#6,#40,#64,#4,#101,Ghiunsealreaz,22,None,0.9288743746844418,7030
7031,#8,#15,#1,#4,#27,#56,#1,#2,Zimliatheal,22,None,0.8960004161765428,7031
7032,#8,#15,#0,#1,#66,#79,#4,#107,Ecass,22,None,0.5712513426428572,7032
7033,#8,#15,#6,#7,#64,#122,#14,#26,Sluudhoishuuh,25,None,1.8416230821837354,7033
7034,#4,#2,#9,#0,#34,#15,#4,#85,Cojao,2,None,85.54352962350143,7034
7035,#8,#15,#7,#2,#31,#53,#10,#70,Bubrarsirm,22,None,0.6000283322232294,7035
7036,#8,#15,#3,#7,#11,#122,#3,#30,Chuuntess,25,None,2.149853575427919,7036
7037,#8,#14,#4,#3,#35,#45,#8,#86,Ourse,12,None,45.74764867027188,7037
7038,#8,#15,#9,#1,#48,#98,#2,#125,Drenudrahr,22,None,0.5301567323785019,7038
7039,#8,#15,#6,#6,#51,#35,#6,#126,Xaaxhuul,22,None,1.163136313662103,7039
7040,#3,#11,#5,#2,#75,#14,#8,#66,Vonturm,2,None,85.00934742651187,7040
7041,#8,#15,#9,#2,#75,#122,#9,#98,Iuddeh,25,None,1.3361332334653588,7041
7042,#8,#15,#5,#3,#55,#98,#5,#84,Thicez,22,None,0.24247312578982194,7042
7043,#8,#15,#6,#7,#29,#122,#14,#15,Uthu,25,None,1.7101099897982375,7043
7044,#5,#15,#1,#6,#85,#113,#13,#74,Uknurth,11,None,52.82850057882307,7044
7045,#8,#15,#2,#3,#85,#102,#12,#67,Thashaacaoth,22,None,0.42333476738352266,7045
7046,#8,#15,#5,#3,#14,#122,#13,#28,Edhiannio,26,Game Token,40.02600986796078,7046
7047,#7,#15,#10,#3,#19,#104,#0,#10,Niussianneah,11,None,52.125743948152035,7047
7048,#8,#3,#0,#1,#37,#12,#7,#3,Keabbibaaz,12,None,45.83398211611756,7048
7049,#8,#4,#4,#2,#75,#12,#4,#129,Prunthaatt,12,None,45.677784471452156,7049
7050,#8,#15,#6,#5,#7,#14,#6,#119,Ugez,22,None,0.9001010794128622,7050
7051,#4,#15,#5,#1,#30,#6,#14,#95,Agraxuurr,11,None,52.018893207525906,7051
7052,#8,#0,#2,#0,#63,#119,#1,#7,Agi,12,None,46.113430280942275,7052
7053,#8,#15,#5,#5,#40,#15,#1,#116,Bemmeghauw,22,None,0.7069526565031591,7053
7054,#8,#15,#7,#5,#12,#122,#11,#88,Aaxhu,25,None,1.6854344827087153,7054
7055,#8,#15,#0,#2,#46,#122,#14,#82,Doikrion,26,Game Token,39.8738795849298,7055
7056,#8,#15,#4,#4,#85,#40,#11,#10,Shrustrealdian,22,None,0.6453345955542706,7056
7057,#8,#15,#2,#4,#21,#65,#3,#88,Trodophez,22,None,0.7768032894531532,7057
7058,#8,#15,#1,#5,#2,#111,#1,#107,Waukhuthuuz,22,None,0.9699817235356669,7058
7059,#8,#15,#10,#3,#84,#90,#11,#104,Kausze,22,None,0.46853332821142407,7059
7060,#8,#15,#7,#2,#88,#122,#9,#42,Gaazu,25,None,1.5498219642707163,7060
7061,#8,#15,#0,#5,#29,#42,#14,#80,Fruubboiche,22,None,0.7521614911295507,7061
7062,#8,#15,#5,#0,#44,#122,#1,#99,Urtiknith,25,None,1.574479790150574,7062
7063,#8,#15,#4,#7,#43,#54,#3,#54,Raagnihr,22,None,1.3111704532237958,7063
7064,#8,#15,#4,#1,#39,#122,#1,#124,Zaorpoldos,25,None,1.5374447399002482,7064
7065,#8,#4,#9,#3,#30,#33,#2,#71,Groindres,12,None,45.60380522189985,7065
7066,#8,#14,#3,#7,#26,#122,#8,#89,Toxouz,16,None,37.963888847033665,7066
7067,#8,#15,#10,#0,#1,#34,#12,#126,Tiossel,22,None,0.7192517702455448,7067
7068,#8,#15,#5,#3,#57,#122,#8,#24,Stirphuth,26,Game Token,40.02598396847867,7068
7069,#8,#15,#8,#7,#84,#122,#2,#29,Metraguk,25,None,1.3032115818451364,7069
7070,#3,#15,#2,#2,#9,#32,#0,#117,Jaadriaxxion,11,None,52.15454108071983,7070
7071,#8,#15,#10,#2,#46,#79,#9,#72,Leloibhaah,22,None,0.443866451758549,7071
7072,#8,#15,#5,#2,#79,#46,#5,#26,Dholdeabrou,22,None,0.3658021600007639,7072
7073,#8,#15,#1,#3,#19,#19,#1,#121,Droudraphruurr,22,None,0.8137766762030978,7073
7074,#8,#15,#4,#3,#3,#122,#5,#109,Prarphiuh,26,Game Token,40.108197441495946,7074
7075,#8,#0,#10,#7,#79,#105,#1,#41,Taocul,12,None,46.24492610913508,7075
7076,#8,#15,#6,#0,#82,#47,#2,#42,Slauhiolthea,22,None,0.7397846833199049,7076
7077,#4,#15,#5,#3,#36,#73,#0,#112,Aanthachoi,11,None,51.850416178190414,7077
7078,#8,#15,#2,#2,#67,#75,#12,#1,Grauddehruul,22,None,0.46034679749385204,7078
7079,#8,#15,#2,#3,#11,#62,#3,#2,Bluhe,22,None,0.7398089389103302,7079
7080,#8,#15,#6,#4,#35,#122,#8,#91,Korphandrus,25,None,1.4552962329461547,7080
7081,#8,#12,#7,#5,#66,#122,#4,#45,Bintaolman,16,None,37.968024453756485,7081
7082,#8,#5,#7,#3,#36,#122,#4,#82,Yiddarm,16,None,37.4666562179265,7082
7083,#8,#4,#7,#1,#59,#38,#7,#27,Ziobaohliath,12,None,46.25726550711892,7083
7084,#8,#15,#2,#4,#83,#21,#8,#106,Sthephroustho,22,None,0.5753939320052376,7084
7085,#8,#15,#1,#2,#0,#122,#1,#98,Krorzhurdi,25,None,1.4100985026854298,7085
7086,#8,#15,#0,#5,#52,#14,#10,#92,Shrinsougraos,22,None,0.6206064672353618,7086
7087,#8,#15,#2,#5,#32,#70,#9,#118,Iaphoi,22,None,0.9535071293685844,7087
7088,#8,#15,#0,#7,#69,#122,#11,#46,Geknaoghoc,25,None,1.4717473971635138,7088
7089,#6,#15,#3,#1,#53,#122,#3,#64,Xauttorpho,15,None,42.8791150154629,7089
7090,#8,#15,#4,#1,#46,#59,#9,#20,Roxirtoss,22,None,0.8630882303216952,7090
7091,#8,#15,#0,#4,#82,#122,#8,#79,Zuxxauxio,26,Game Token,39.95611936632662,7091
7092,#1,#9,#3,#5,#22,#32,#2,#36,Chioldougrun,2,None,85.57639906005275,7092
7093,#8,#15,#8,#2,#17,#122,#4,#100,Sthrexiddohr,26,Game Token,39.99305904312464,7093
7094,#8,#6,#4,#6,#22,#86,#2,#100,Wadri,12,None,46.088776145995666,7094
7095,#0,#7,#9,#3,#10,#116,#12,#27,Lointuz,2,None,85.21064992151184,7095
7096,#8,#15,#2,#0,#42,#59,#2,#3,Srealtathes,22,None,0.6822389182349854,7096
7097,#8,#8,#8,#7,#48,#106,#8,#24,Sthrikringux,12,None,46.05180070298983,7097
7098,#8,#2,#2,#0,#78,#66,#6,#17,Urphea,12,None,46.13806344890292,7098
7099,#8,#15,#10,#0,#31,#81,#5,#99,Taalthiaz,22,None,0.6945404948498995,7099
7100,#8,#15,#9,#1,#18,#68,#8,#130,Blognea,22,None,0.4602830798358974,7100
7101,#8,#15,#0,#5,#56,#122,#7,#108,Yeansoil,25,None,1.4881327758806921,7101
7102,#8,#15,#10,#7,#35,#87,#8,#98,Uszoixiath,22,None,0.7685801753715547,7102
7103,#8,#15,#7,#4,#13,#51,#11,#75,Praageakus,22,None,0.7932269087457777,7103
7104,#8,#15,#3,#0,#6,#122,#14,#62,Wamlial,25,None,2.014245988847455,7104
7105,#8,#15,#5,#4,#37,#19,#3,#116,Ghabeghorm,22,None,0.7275057135684813,7105
7106,#8,#11,#8,#6,#1,#73,#12,#110,Chummarth,12,None,46.14634780718715,7106
7107,#8,#8,#1,#5,#54,#84,#1,#23,Birkon,12,None,46.3106990973466,7107
7108,#8,#15,#10,#1,#34,#122,#9,#67,Pocorm,25,None,1.5169492440414079,7108
7109,#1,#15,#8,#3,#24,#25,#5,#27,Haondraadaus,11,None,51.8832868490974,7109
7110,#8,#15,#7,#4,#77,#34,#10,#16,Issulmorth,22,None,0.9247449333537345,7110
7111,#8,#15,#3,#5,#64,#17,#9,#20,Lousaath,22,None,1.3563233767391056,7111
7112,#8,#15,#2,#2,#83,#122,#0,#32,Thruuleamlos,25,None,1.336100345231204,7112
7113,#8,#15,#5,#3,#62,#2,#14,#14,Gicau,22,None,0.4809126003532944,7113
7114,#8,#15,#3,#0,#83,#35,#6,#56,Hiuntoiz,22,None,1.1754868111763639,7114
7115,#8,#15,#6,#6,#21,#41,#8,#52,Sthroikhialphus,22,None,1.1220289647196469,7115
7116,#8,#15,#8,#7,#28,#60,#3,#95,Rizzeas,22,None,1.10975328320776,7116
7117,#8,#15,#0,#6,#76,#88,#10,#117,Tahleagroil,22,None,0.8959667064070821,7117
7118,#8,#15,#10,#0,#31,#35,#14,#55,Stuuxxuullou,22,None,0.789107335417998,7118
7119,#8,#15,#10,#3,#77,#14,#9,#61,Phrarnaoh,22,None,0.6246952079462562,7119
7120,#8,#15,#0,#4,#38,#103,#0,#79,Glorsaszaa,22,None,0.5178946197469685,7120
7121,#8,#15,#0,#1,#28,#70,#11,#11,Praziorpaw,22,None,0.53017153543205,7121
7122,#8,#15,#8,#0,#71,#36,#5,#103,Pliahrirnith,22,None,0.538364224060791,7122
7123,#8,#15,#6,#6,#65,#84,#8,#5,Chetra,22,None,1.0521598328563846,7123
7124,#8,#15,#8,#4,#56,#122,#6,#20,Brishuhr,25,None,1.3730951019345135,7124
7125,#8,#15,#9,#3,#44,#84,#2,#84,Odianriss,22,None,0.3986621380851929,7125
7126,#8,#15,#5,#4,#31,#19,#1,#73,Kruthrunroc,22,None,0.5302068868124262,7126
7127,#8,#15,#2,#4,#22,#122,#4,#96,Drethriow,25,None,1.4018609972758618,7127
7128,#0,#7,#7,#4,#2,#20,#10,#110,Wrougnaa,2,None,85.51886521366156,7128
7129,#8,#15,#5,#6,#81,#40,#14,#15,Thubliw,22,None,0.8713545047937807,7129
7130,#8,#9,#2,#0,#37,#122,#5,#44,Thousorphao,16,None,37.524140733791086,7130
7131,#8,#15,#9,#0,#8,#122,#7,#2,Liunto,25,None,1.767640953015612,7131
7132,#8,#1,#2,#0,#70,#122,#1,#130,Grejaxan,16,None,37.62690108835493,7132
7133,#8,#10,#7,#5,#73,#122,#9,#86,Drithrerko,16,None,37.93516488165008,7133
7134,#8,#15,#9,#0,#70,#26,#11,#11,Thustrihic,22,None,0.7726808401588012,7134
7135,#8,#11,#10,#3,#35,#19,#14,#116,Dralmujiss,12,None,45.94491625770318,7135
7136,#8,#15,#5,#2,#79,#9,#7,#10,Seszaxtrus,22,None,0.521987471236247,7136
7137,#8,#15,#4,#3,#11,#122,#11,#68,Srizelfir,25,None,1.2744703575602636,7137
7138,#8,#15,#5,#5,#88,#76,#11,#20,Pimmionthu,22,None,0.6411993984587161,7138
7139,#8,#8,#2,#2,#82,#122,#2,#29,Sthomlilmean,16,None,37.00631023868364,7139
7140,#8,#15,#0,#1,#16,#122,#5,#72,Joubruuphruu,26,Game Token,40.062954080308806,7140
7141,#8,#15,#5,#3,#87,#39,#6,#69,Rorul,22,None,0.3945832642824538,7141
7142,#8,#15,#4,#7,#33,#122,#10,#24,Froilphiulleh,25,None,1.7512021268809594,7142
7143,#8,#15,#8,#0,#82,#74,#3,#18,Phiunnean,22,None,0.9823005658941955,7143
7144,#5,#15,#10,#4,#72,#35,#9,#89,Vaathauh,11,None,52.314792943093394,7144
7145,#8,#15,#3,#0,#1,#117,#6,#85,Roknimmius,22,None,1.122057330449839,7145
7146,#8,#15,#3,#3,#31,#122,#10,#67,Thringuss,25,None,1.5128284314314964,7146
7147,#8,#15,#2,#0,#17,#104,#4,#51,Presostruuc,22,None,0.9658280309023921,7147
7148,#8,#15,#1,#4,#59,#122,#7,#32,Bateltharth,25,None,1.767680831461502,7148
7149,#8,#14,#2,#7,#67,#59,#6,#54,Choimmaas,12,None,46.30655527262502,7149
7150,#8,#15,#5,#7,#1,#66,#12,#16,Branerzoss,22,None,0.6617775332883866,7150
7151,#8,#15,#1,#6,#28,#92,#8,#24,Blirziabir,22,None,1.2864439690702711,7151
7152,#0,#15,#3,#2,#2,#122,#2,#22,Zinraaz,15,None,42.17633372358835,7152
7153,#1,#15,#10,#4,#11,#122,#2,#124,Sthrelranthas,15,None,41.85578314259103,7153
7154,#8,#15,#9,#0,#85,#39,#5,#122,Glahrouth,22,None,0.5876811219449641,7154
7155,#8,#15,#0,#3,#70,#30,#6,#110,Viphis,22,None,0.34522238082324735,7155
7156,#8,#15,#4,#2,#84,#32,#2,#127,Ami,22,None,0.3206196363083741,7156
7157,#8,#15,#2,#6,#71,#89,#9,#9,Vriaxxeathul,22,None,1.1261267502560046,7157
7158,#8,#0,#1,#6,#49,#122,#0,#25,Chazzerm,16,None,38.21875070480071,7158
7159,#8,#15,#4,#5,#46,#119,#12,#91,Joutru,22,None,0.7234108071917813,7159
7160,#4,#7,#2,#1,#72,#5,#9,#55,Yoignorean,2,None,85.54765289095553,7160
7161,#8,#15,#9,#7,#20,#92,#5,#10,Laansirnao,22,None,0.7603582952806887,7161
7162,#8,#11,#1,#1,#13,#68,#7,#72,Dondal,12,None,46.36002298015111,7162
7163,#8,#15,#8,#5,#86,#100,#4,#9,Blaabhuu,22,None,0.7809199867231298,7163
7164,#8,#15,#7,#5,#2,#122,#12,#22,Throphrauhlou,25,None,1.7717325736160126,7164
7165,#8,#15,#6,#5,#88,#122,#0,#45,Slousoiz,25,None,1.784043606599507,7165
7166,#8,#15,#1,#2,#18,#47,#11,#9,Blaaxixhou,22,None,0.5795167935725543,7166
7167,#8,#15,#9,#3,#5,#122,#10,#90,Xuthruul,25,None,1.3402482831944036,7167
7168,#7,#15,#9,#1,#9,#83,#10,#37,Ristrukherth,11,None,52.09694229499614,7168
7169,#8,#15,#6,#3,#81,#87,#14,#87,Ghoubrel,22,None,0.7398389466163621,7169
7170,#8,#15,#1,#0,#13,#105,#2,#64,Duxxoknik,22,None,0.8959884943809661,7170
7171,#8,#6,#10,#6,#77,#49,#5,#112,Yiabhurse,12,None,46.162727855640945,7171
7172,#8,#15,#0,#3,#70,#86,#9,#65,Iophiu,22,None,0.48084518318637914,7172
7173,#8,#15,#8,#4,#61,#45,#0,#90,Crojuuphirr,22,None,0.5713183468069596,7173
7174,#8,#15,#9,#0,#54,#50,#13,#53,Husthuth,22,None,0.9165473077585217,7174
7175,#8,#15,#10,#7,#47,#122,#8,#10,Dagrississ,25,None,1.5333580545329302,7175
7176,#8,#15,#5,#5,#22,#118,#1,#103,Ibrezzeh,22,None,0.6247420709475581,7176
7177,#8,#15,#7,#4,#10,#95,#4,#92,Iaghignaz,22,None,0.8918516526638723,7177
7178,#8,#15,#2,#5,#49,#59,#7,#4,Olfuth,22,None,0.9576295806700188,7178
7179,#8,#5,#8,#2,#62,#31,#2,#75,Khaahez,13,None,50.73294164609978,7179
7180,#8,#15,#0,#4,#37,#97,#0,#31,Murzhuth,22,None,0.5589900471675409,7180
7181,#8,#15,#10,#7,#53,#9,#5,#60,Sthrioshogrol,22,None,0.7685501660233645,7181
7182,#8,#15,#2,#7,#43,#1,#14,#23,Thujekoirth,22,None,1.006991693923331,7182
7183,#8,#15,#10,#4,#17,#122,#14,#44,Wiakhaaxhoh,25,None,1.336159540841351,7183
7184,#8,#15,#0,#1,#30,#31,#3,#75,Ithrea,22,None,0.8260893555415202,7184
7185,#8,#15,#3,#7,#66,#122,#0,#7,Vahlatraz,25,None,2.092318909873422,7185
7186,#8,#15,#5,#7,#30,#115,#10,#75,Dregakra,22,None,0.8425803913624429,7186
7187,#8,#15,#5,#3,#56,#122,#5,#52,Xokoss,26,Game Token,39.91502927984346,7187
7188,#8,#15,#2,#6,#2,#59,#12,#104,Krurchukes,22,None,1.0110886617560857,7188
7189,#8,#15,#9,#4,#68,#46,#6,#26,Riultaphre,22,None,0.7316084331519183,7189
7190,#0,#15,#8,#1,#38,#122,#6,#17,Judduth,15,None,42.1475982496857,7190
7191,#8,#15,#10,#3,#45,#122,#4,#118,Thradrorath,25,None,1.3731066177520657,7191
7192,#8,#15,#3,#0,#18,#52,#14,#123,Xammas,22,None,1.1672641051711032,7192
7193,#2,#15,#10,#1,#11,#122,#8,#111,Porsaulro,15,None,41.966720987791,7193
7194,#8,#15,#7,#1,#86,#122,#8,#20,Khoibroth,25,None,1.5867805499741952,7194
7195,#8,#15,#8,#3,#12,#105,#5,#68,Griokkaka,22,None,0.4027751351163607,7195
7196,#8,#15,#6,#1,#73,#122,#2,#121,Laaddiodhuu,25,None,1.3853958625792138,7196
7197,#8,#15,#4,#0,#44,#72,#7,#50,Xakrirth,22,None,1.0727503005685934,7197
7198,#8,#15,#5,#6,#40,#9,#11,#103,Gliungao,22,None,0.7932404727908873,7198
7199,#8,#11,#10,#5,#82,#21,#4,#103,Suggagou,12,None,46.17096042435773,7199
7200,#8,#15,#7,#1,#87,#73,#3,#85,Sthulfi,22,None,0.9986929420303593,7200
7201,#8,#1,#1,#7,#27,#20,#1,#115,Sthiogauchioth,12,None,46.32712559306194,7201
7202,#8,#15,#4,#1,#55,#52,#9,#28,Rerrirkor,22,None,0.7439059023639959,7202
7203,#1,#15,#0,#6,#44,#17,#7,#36,Rubilrahr,11,None,52.57779364549048,7203
7204,#8,#15,#8,#4,#33,#83,#14,#95,Vuphealu,22,None,0.5425479264984111,7204
7205,#8,#15,#10,#2,#6,#122,#5,#125,Puurluu,26,Game Token,39.964302607344955,7205
7206,#8,#15,#8,#3,#25,#6,#4,#9,Idrir,22,None,0.46854195939545745,7206
7207,#2,#15,#10,#2,#35,#67,#10,#82,Stuulfomlaol,11,None,51.821640829034955,7207
7208,#8,#15,#0,#4,#81,#99,#6,#74,Braszaanthiahr,22,None,0.5672028826154055,7208
7209,#7,#11,#5,#7,#16,#61,#2,#33,Phroxiabrun,2,None,85.30518510208897,7209
7210,#8,#15,#8,#1,#42,#112,#3,#60,Riacotriuh,22,None,0.9042013332043783,7210
7211,#8,#15,#10,#4,#63,#115,#4,#113,Hobrulmirth,22,None,0.637027204357705,7211
7212,#8,#15,#10,#1,#67,#122,#7,#36,Stiurphiu,25,None,1.5827066098536113,7212
7213,#8,#15,#1,#6,#73,#93,#6,#25,Voxxisaurr,22,None,1.2289039597501987,7213
7214,#8,#15,#2,#6,#60,#43,#14,#38,Ghophiun,22,None,1.159045925592739,7214
7215,#8,#15,#6,#1,#10,#20,#1,#115,Wrorpitan,22,None,0.8548474388621348,7215
7216,#1,#15,#9,#7,#45,#119,#13,#98,Redruur,11,None,52.40110377961235,7216
7217,#8,#15,#8,#4,#44,#41,#3,#104,Shiorruul,22,None,0.9165727956062902,7217
7218,#8,#15,#3,#2,#82,#49,#3,#112,Shruuszuth,22,None,0.9288879393681684,7218
7219,#8,#15,#2,#5,#15,#38,#9,#5,Trothrozas,22,None,0.8959736967100481,7219
7220,#6,#15,#9,#4,#26,#48,#4,#63,Bliamu,11,None,52.261362638733246,7220
7221,#8,#15,#6,#4,#88,#122,#13,#112,Blognus,25,None,1.5416037777587948,7221
7222,#5,#15,#10,#2,#11,#19,#11,#69,Sliliaz,11,None,51.82165151528887,7222
7223,#8,#15,#9,#7,#2,#31,#8,#35,Tuussiuth,22,None,0.7480353391331525,7223
7224,#8,#15,#8,#1,#12,#31,#10,#66,Witrexao,22,None,0.5342816516614015,7224
7225,#2,#15,#6,#1,#17,#122,#12,#100,Irdax,15,None,42.172221141110924,7225
7226,#8,#1,#6,#5,#4,#5,#3,#108,Draaxuss,12,None,46.44630093482208,7226
7227,#8,#12,#2,#0,#73,#11,#14,#21,Pozzi,12,None,46.15039544814253,7227
7228,#8,#15,#9,#7,#2,#15,#1,#96,Slolrerzhirth,22,None,0.8425853234936708,7228
7229,#8,#15,#9,#3,#23,#122,#0,#128,Montur,25,None,1.3689952636090474,7229
7230,#8,#15,#1,#2,#10,#96,#4,#58,Netigga,22,None,0.6288229995464876,7230
7231,#8,#15,#7,#1,#40,#55,#5,#74,Ghedhuuz,22,None,0.7972749506614797,7231
7232,#8,#15,#7,#4,#31,#19,#3,#112,Sralrez,22,None,0.9535182290814691,7232
7233,#8,#15,#8,#3,#29,#102,#14,#122,Llegriokus,22,None,0.43156980280454293,7233
7234,#8,#3,#4,#5,#16,#24,#12,#26,Haltaz,12,None,46.15452940321902,7234
7235,#8,#9,#1,#3,#5,#99,#7,#12,Jaalmaorphi,12,None,46.1175366977539,7235
7236,#8,#15,#10,#2,#74,#33,#14,#53,Xedriorth,22,None,0.43565608173768117,7236
7237,#8,#15,#6,#2,#74,#14,#1,#95,Jatraaxi,22,None,0.5424998332468483,7237
7238,#8,#15,#1,#2,#13,#25,#14,#109,Wraohluukoiz,22,None,0.7069559437391548,7238
7239,#8,#15,#2,#4,#16,#116,#5,#4,Khechu,22,None,0.6123780067424881,7239
7240,#8,#9,#0,#3,#65,#121,#0,#122,Jessuur,12,None,45.61202792361725,7240
7241,#8,#15,#1,#2,#54,#67,#5,#127,Iussuphas,22,None,0.5301900329768526,7241
7242,#8,#15,#3,#7,#78,#92,#14,#57,Thriabhaukou,22,None,1.21249267133303,7242
7243,#3,#15,#5,#7,#2,#102,#14,#48,Krissuc,11,None,52.31481637039742,7243
7244,#8,#15,#3,#4,#70,#29,#4,#65,Phrelfokioth,22,None,1.043979058451046,7244
7245,#8,#15,#3,#3,#56,#122,#12,#45,Chorparpe,25,None,1.549824428146786,7245
7246,#8,#15,#2,#5,#46,#60,#13,#82,Churzhiossurth,22,None,0.8302459281555321,7246
7247,#8,#15,#9,#2,#86,#122,#7,#130,Thrakhiostraw,26,Game Token,40.08762177318805,7247
7248,#8,#15,#4,#7,#29,#89,#3,#123,Yughouss,22,None,1.130321964588243,7248
7249,#8,#15,#2,#2,#23,#122,#8,#0,Daagnoimeh,26,Game Token,40.09989827796863,7249
7250,#8,#15,#9,#5,#68,#84,#3,#95,Dhaukis,22,None,1.019299028948792,7250
7251,#8,#15,#4,#4,#88,#63,#10,#125,Wotruth,22,None,0.6946255933177106,7251
7252,#8,#15,#1,#2,#26,#122,#3,#105,Sthretraknok,25,None,1.5375183316736085,7252
7253,#8,#15,#7,#4,#0,#56,#9,#43,Sluggiziun,22,None,0.9329577713560676,7253
7254,#7,#15,#0,#7,#5,#122,#12,#76,Bhiuphroi,15,None,42.12699380830111,7254
7255,#3,#15,#6,#5,#82,#122,#2,#24,Vrudralmarm,15,None,42.29959986204157,7255
7256,#8,#15,#7,#4,#20,#85,#9,#119,Vratras,22,None,0.8877477042898707,7256
7257,#8,#15,#7,#2,#87,#2,#13,#44,Wrassohr,22,None,0.6740507483697353,7257
7258,#8,#15,#3,#1,#3,#122,#12,#64,Gluukrabruu,25,None,1.7142114781278721,7258
7259,#6,#15,#6,#2,#52,#28,#5,#51,Kuxtrerm,11,None,52.17920343521614,7259
7260,#8,#15,#7,#5,#21,#40,#8,#49,Soixhaure,22,None,0.8671987571818535,7260
7261,#8,#15,#6,#3,#42,#26,#6,#64,Sriaszouphrin,22,None,0.7562502307456728,7261
7262,#8,#6,#4,#1,#0,#16,#6,#46,Thrishudrao,12,None,45.994219175893726,7262
7263,#8,#12,#4,#1,#57,#122,#0,#106,Frubouciol,16,None,37.66801665529614,7263
7264,#0,#6,#7,#0,#35,#41,#8,#119,Prutrouldaa,2,None,85.74900593541975,7264
7265,#8,#6,#8,#3,#28,#84,#0,#98,Sriutroghorr,12,None,45.85451667189761,7265
7266,#8,#15,#9,#5,#4,#122,#1,#33,Srukho,25,None,1.6237859963982002,7266
7267,#8,#15,#10,#6,#46,#108,#13,#120,Jaszoulfouth,22,None,1.1261563493383122,7267
7268,#8,#10,#8,#3,#22,#0,#6,#47,Thimmerr,12,None,45.75588123634297,7268
7269,#2,#15,#0,#3,#37,#116,#3,#107,Ruumlos,11,None,52.109292789043614,7269
7270,#8,#15,#0,#1,#74,#78,#9,#112,Tineddol,22,None,0.5630327505178352,7270
7271,#8,#15,#1,#1,#47,#98,#8,#85,Vraknutuss,22,None,0.7603229393387615,7271
7272,#8,#13,#5,#5,#81,#16,#1,#46,Brildirraac,12,None,45.99425781359779,7272
7273,#8,#15,#1,#6,#8,#16,#12,#82,Plediol,22,None,1.2083969440596414,7273
7274,#3,#15,#5,#7,#24,#63,#14,#105,Fraarnuphrau,11,None,52.335353808256514,7274
7275,#7,#15,#10,#0,#75,#122,#3,#96,Pretrol,15,None,42.43111048863514,7275
7276,#8,#15,#5,#2,#65,#6,#11,#76,Ghenaazuuz,22,None,0.11508494894675225,7276
7277,#8,#15,#8,#0,#38,#88,#11,#86,Thrabbuubral,22,None,0.6494019581922393,7277
7278,#8,#7,#10,#3,#84,#44,#14,#9,Khitraoltatt,12,None,45.80928071392501,7278
7279,#8,#1,#7,#3,#73,#9,#10,#85,Blexoblith,12,None,45.88739638772129,7279
7280,#3,#2,#6,#4,#63,#89,#11,#1,Ghaltaarth,2,None,85.4531382579754,7280
7281,#8,#1,#3,#2,#42,#121,#14,#105,Hiunneasaa,12,None,46.00655980777707,7281
7282,#8,#15,#6,#7,#23,#118,#13,#106,Wrouxhaollaz,22,None,1.011085783782431,7282
7283,#2,#15,#2,#1,#80,#53,#5,#43,Locarpe,11,None,52.031202190366,7283
7284,#8,#15,#10,#3,#86,#27,#13,#0,Iuszemmos,22,None,0.5589616838093551,7284
7285,#8,#15,#9,#4,#53,#122,#12,#46,Sikkixi,25,None,1.323813970349381,7285
7286,#8,#12,#3,#0,#1,#58,#4,#22,Bhuumlion,12,None,46.56135177340398,7286
7287,#5,#3,#4,#0,#22,#122,#4,#18,Phangurraun,5,None,74.53056011861747,7287
7288,#8,#15,#8,#1,#76,#118,#9,#48,Nosziol,22,None,0.6740260818748105,7288
7289,#8,#15,#2,#1,#43,#120,#10,#91,Keldioxxaw,22,None,0.7562062448057154,7289
7290,#8,#15,#10,#2,#57,#79,#2,#28,Siunnaorriu,22,None,0.1726142724690628,7290
7291,#8,#15,#0,#3,#16,#26,#10,#111,Blirphiasa,22,None,0.40686305502179737,7291
7292,#8,#15,#5,#7,#15,#98,#12,#50,Idio,22,None,0.66999571277552,7292
7293,#7,#13,#2,#0,#7,#122,#8,#54,Jilthorr,5,None,74.26345217367682,7293
7294,#8,#15,#2,#4,#59,#13,#10,#106,Bingeajirm,22,None,0.7562485866715198,7294
7295,#8,#15,#5,#0,#56,#122,#12,#21,Ondar,25,None,1.3854283325191568,7295
7296,#8,#15,#1,#7,#37,#122,#11,#85,Erdihor,25,None,1.7019078453483025,7296
7297,#8,#4,#6,#6,#54,#122,#1,#30,Hahax,16,None,38.08720102987227,7297
7298,#8,#0,#1,#3,#49,#61,#11,#88,Khaazzurzirth,12,None,45.94491707641032,7298
7299,#8,#15,#9,#6,#40,#120,#5,#32,Khaldaumul,22,None,0.8959605447554413,7299
7300,#8,#15,#1,#4,#1,#122,#10,#33,Trentith,25,None,1.5539489315987112,7300
7301,#8,#15,#9,#5,#41,#87,#10,#23,Greshouszu,22,None,0.8343379582919667,7301
7302,#5,#15,#6,#5,#44,#49,#9,#87,Lurrir,11,None,52.6641127050259,7302
