,Colors,Chest,Arms,Jaws,Mask,Eyes,Helmet,Meka Type,Color,Material,Weapon,Legendary,Rarity score,Token Id
7946,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Assault,F9 Green E21,F9 Spikes,F9,White,None,None,None,30.986191685842346,7947
7947,3.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Heavy,OG Blue E4,OG Delta Elite,OG Meka,Dark Brown,None,None,None,17.002865508630542,7948
7948,3.0,MI Radar C1,MI Racer A1,MI Radar W1,MI Radar M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,29.860664086451767,7949
7949,0.0,OG Trooper C2,OG Solid Tank,OG Sabotage S7,OG Pain,OG Blue E4,OG Darya Master,OG Meka,None,Gold Helmet,None,None,59.43361083199853,7950
7950,3.0,MI Radar C1,MI Racer A1,MI Radar W1,MI Racer M2,MI Pink Visor,MI Radar,Mirage,White,None,None,None,26.068049614091365,7951
7951,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Filter,OG Rose E1,OG Delta Elite,OG Meka,White,Gold Helmet,None,None,31.02091276398683,7952
7952,3.0,MI Racer C2,MI Racer A2,MI Racer W2,MI Racer M2,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,31.347882117335562,7953
7953,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Sphere,OG Rose E1,OG Radiant Trooper,OG Meka,Camo Green,None,OG Gatling Gun,None,34.310508491535074,7954
7954,4.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Trooper M2,OG Blue E4,OG Delta Heavy,OG Meka,White,None,OG Cannons,None,38.84889517420233,7955
7955,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Sphere,OG Rose E1,OG Rombus Trooper,OG Meka,Dark Brown,None,None,None,13.341060688790577,7956
7956,4.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J1,GAI Bastion M1,Pink Circle,GAI Tetra H2,Gādian,White,None,None,None,36.047314040256644,7957
7957,0.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J2,GAI Jingasa M1,Green Circle,GAI Citadel,Gādian,None,Siberie,None,None,70.40956184561166,7958
7958,3.0,F9 Fortress C2,F9 Bastion,F9 Assault,F9 Bastion M1,F9 Green E21,F9 Spikes,F9,Black,None,None,None,41.82339693109696,7959
7959,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Radiant Elite,OG Meka,White,Gold Helmet,None,None,28.32826353596463,7960
7960,3.0,MI Racer C1,MI Racer A1,MI Radar W1,MI Racer M2,MI Pink Visor,MI Racer,Mirage,White,None,None,None,23.341905156828968,7961
7961,4.0,GAI Jingasa C1,GAI Yasuke,Brachyura,GAI Youma,Green Circle,GAI Janjin H1,Gādian,Grey,None,None,None,43.01357661270479,7962
7962,3.0,MI Racer C2,MI Sonic A1,MI WS-1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,26.503509596102266,7963
7963,5.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Radiant Heavy,OG Meka,Blue Grey,None,None,None,23.577841540214788,7964
7964,4.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Ukiyo-E,Pink Delta,GAI Jingasa H2,Gādian,Dark Brown,None,None,None,37.184965674446055,7965
7965,3.0,GAI Jingasa C1,GAI Yasuke,Bastion J1,GAI Bastion M2,Pink Delta,GAI Janjin H1,Gādian,White,None,None,None,32.16432116164603,7966
7966,0.0,MI Racer C2,MI Racer A2,MI Sonar J2,MI Radar M1,MI Pink Visor,MI Eagle,Mirage,None,Camo blue,None,None,67.70728022691314,7967
7967,0.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Bastion M2,F9 Green E4,F9 Ronin H1,F9,None,Silver Weapon,GAI Katana x2,None,92.76326938696081,7968
7968,3.0,GAI Sōhei C1,GAI Sōhei A1,GAI Jingasa J1,GAI Bastion M2,Pink Delta,GAI Jingasa H1,Gādian,Grey,None,None,None,34.41815699204455,7969
7969,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Heavy,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,5.422805778899245,7970
7970,0.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Jingasa M2,F9 Green E21,F9 Kagen,F9,None,Camo blue,None,None,71.81216439935305,7971
7971,4.0,OG Trooper C1,OG Squadron 4,OG Trooper S1,OG Trooper M1,OG Blue E4,OG Delta Trooper,OG Meka,Camo Green,None,None,None,18.37595703837626,7972
7972,0.0,GAI Sōhei C2,GAI Sōhei A1,GAI Jingasa J1,GAI Bastion M1,Pink Circle,GAI Bastion,Gādian,None,Silver Helmet,None,None,69.10677117682803,7973
7973,4.0,OG Trooper C1,OG Trooper A1,OG Sabotage S7,OG Trooper M2,OG Green E7,OG Rombus Trooper,OG Meka,Grey,None,None,None,20.721192739152432,7974
7974,3.0,GAI Sōhei C1,GAI Youma,GAI Jingasa J1,GAI Jingasa M1,White Circle,GAI Jingasa H2,Gādian,Dark Brown,None,None,None,35.898806651728634,7975
7975,5.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Radiant Trooper,OG Meka,Grey,None,None,None,25.210271613148706,7976
7976,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,11.554622349654542,7977
7977,0.0,MI Radar C1,MI Racer A2,MI Sonar J2,MI Kaiman,MI Pink Visor,MI Sonar,Mirage,None,Camo blue,MI Rockets X,None,89.37151445614492,7978
7978,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Trooper M2,OG Violet E1,OG Rombus Master,OG Meka,Light Green,Silver Helmet,None,None,43.795816579726164,7979
7979,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Filter,OG Rose E1,OG Radiant Trooper,OG Meka,White,None,None,None,4.19702812187792,7980
7980,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,Orange,None,None,None,38.00331656712569,7981
7981,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Sphere,OG Blue E4,OG Rombus Trooper,OG Meka,Dark Brown,None,None,None,12.973988245617635,7982
7982,2.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,White,None,None,None,13.505379685102437,7983
7983,0.0,F9 Fortress C1,F9 Jingasa A2,F9 Assault,F9 Assault,F9 Green E4,F9 Ronin H1,F9,None,Camo green,None,None,71.79915253608769,7984
7984,4.0,OG Trooper C1,OG Squadron 3,OG Assault jaw,OG Trooper M2,OG Rose E1,OG Delta Heavy,OG Meka,Dark Brown,None,OG Thunder Gun,None,39.31933287009247,7985
7985,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,8.106592842186222,7986
7986,4.0,GAI Sōhei C2,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Bastion,Gādian,Light Green,None,None,None,40.694082219815634,7987
7987,3.0,MI Racer C2,MI Racer A1,MI Sonic J1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,24.56452444244764,7988
7988,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Filter,OG Blue E4,OG Delta Elite,OG Meka,Grey,None,None,None,18.609151749658018,7989
7989,2.0,OG Trooper C1,OG Squadron 3,OG Sabotage S3,OG Monkey R-7,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,22.139850812949287,7990
7990,3.0,GAI Jingasa C1,GAI Jingasa A1,Brachyura,GAI Youma,Red Hexa,GAI Janjin H2,Gādian,White,Silver Weapon,GAI Kochi x2,None,79.26420542993046,7991
7991,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Darya Trooper,OG Meka,Grey,None,OG Thunder Gun,None,40.87050264221101,7992
7992,4.0,OG Trooper C1,OG Squadron 4,OG Assault jaw,OG Knight,OG Rose E1,OG Darya Trooper,OG Meka,Light Green,None,None,None,19.424419455508314,7993
7993,3.0,OG Heavy C2,OG Metal spike,OG Assault jaw,OG Heavy,OG Blue E4,OG Oblong Elite,OG Meka,Blood Red,None,None,None,29.74643633386896,7994
7994,2.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E7,F9 Ronin H2,F9,White,None,None,None,43.39033261125096,7995
7995,3.0,GAI Youma,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M2,Green Circle,GAI Youma H1,Gādian,White,None,None,None,33.157863448364544,7996
7996,4.0,OG Trooper C1,OG Squadron 4,OG Trooper S1,OG Last Breath,OG Green E7,OG Radiant Trooper,OG Meka,Red,None,None,None,23.572424152082874,7997
7997,4.0,F9 Bastion C1,F9 Bastion,F9 Aura J-0,F9 Heavy,F9 Green E7,F9 Spikes,F9,Grey,None,None,None,42.029318960417655,7998
7998,0.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Last Breath,OG White E13,OG Rombus Elite,OG Meka,None,Camo blue,OG Omega,None,77.7029907254952,7999
7999,3.0,F9 Bastion C1,F9 Samourai A0,F9 Assault,F9 Bastion M1,F9 White E0,F9 Ronin H2,F9,White,None,None,None,33.84781026052715,8000
8000,3.0,F9 Fortress C2,F9 Jingasa A1,F9 Aura J-0,F9Youma,F9 Red E3,F9 Ronin H1,F9,White,None,None,None,36.931493014058454,8001
8001,4.0,GAI Jingasa C1,GAI Youma,Bastion J1,GAI Ukiyo-E,Green Circle,GAI Jingasa H1,Gādian,Camo Green,None,None,None,43.80025456749302,8002
8002,3.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M1,Pink Circle,GAI Jingasa H1,Gādian,White,None,None,None,28.87389125757239,8003
8003,0.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,None,Silver Helmet,GAI Katana,None,86.82324734087086,8004
8004,4.0,OG Heavy C1,OG Solid Tank,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,Grey,Silver Helmet,OG Dawn Sword,None,62.672777250484266,8005
8005,2.0,MI Racer C1,MI Radar A1,MI Falcon W0,MI Racer M1,MI Aqua Eye,MI Sonar,Mirage,Black,Silver Helmet,None,None,66.31414203734819,8006
8006,0.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J2,GAI Jingasa M1,Pink Delta,GAI Youma H2,Gādian,None,Fire,None,None,68.85173443692545,8007
8007,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Trooper M2,OG Blue E4,OG Delta Elite,OG Meka,White,None,None,None,13.216301738370689,8008
8008,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Last Breath,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,7.609403705525822,8009
8009,0.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Darya Elite,OG Meka,None,Camo green,None,None,42.77881170144845,8010
8010,4.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Soft Red,None,None,None,35.11674015913599,8011
8011,4.0,MI Radar C1,MI Radar A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,31.0178360674129,8012
8012,4.0,MI Racer C1,MI Radar A1,MI Radar W1,MI Racer M2,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,32.07900944118644,8013
8013,3.0,MI Radar C1,MI Racer A1,MI Radar W1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,MI Rockets,None,48.23885378275076,8014
8014,0.0,MI Racer C2,MI Racer A2,MI Falcon W1,MI Radar M1,MI Pink Visor,MI Racer H2,Mirage,None,Fire,None,None,68.15883095559089,8015
8015,2.0,OG Trooper C2,OG Solid Tank,OG Trooper S1,OG Heavy,OG Red E0,OG Oblong Elite,OG Meka,Black,None,None,None,35.064043393575176,8016
8016,3.0,OG Heavy C2,OG Trooper A1,OG Trooper S1,OG Sphere,OG Blue E4,OG Quartz Trooper,OG Meka,Grey,None,None,None,18.88969533860395,8017
8017,3.0,OG Trooper C1,OG Metal spike,OG Assault jaw,OG Mantis,OG Rose E1,OG Darya Elite,OG Meka,Dark Brown,None,None,None,15.619132868295752,8018
8018,4.0,OG Trooper C1,OG Trooper A1,OG Sabotage S7,OG Monkey R-7,OG Rose E1,OG Quartz Trooper,OG Meka,Blue Grey,None,None,None,19.037171882348314,8019
8019,3.0,MI Racer C2,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,28.808864625765345,8020
8020,0.0,MI Sonic C1,MI Racer A2,MI WS-2,MI Racer M2,MI Pink Visor,MI Racer H2,Mirage,None,Camo blue,None,None,67.56208152369125,8021
8021,2.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Blurple,Brick,None,None,68.76284345067451,8022
8022,2.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Filter,OG Rose E1,OG Oblong Elite,OG Meka,Dark Brown,None,None,None,23.19473348981122,8023
8023,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Sphere,OG Rose E1,OG Radiant Trooper,OG Meka,Dark Brown,None,OG Cannons,None,37.052398702396864,8024
8024,2.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J2,GAI Bastion M1,Pink Delta,GAI Jingasa H1,Gādian,Dark Brown,None,GAI Katana,None,66.43977429547344,8025
8025,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,Black,None,None,None,16.48256827768258,8026
8026,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Pink E0,OG Delta Elite,OG Meka,Dark Brown,None,None,None,12.119210246449928,8027
8027,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Trooper M1,OG White E13,OG Darya Heavy,OG Meka,Camo Green,None,OG Smiley K1,None,44.04456769898426,8028
8028,4.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Mantis,OG Blue E4,OG Delta Trooper,OG Meka,Red,None,None,None,27.542928819549463,8029
8029,0.0,OG Trooper C1,OG Metal spike,OG Trooper S2,OG Mantis,OG Green E21,OG Darya Master,OG Meka,None,Ghost,None,None,55.063766881474955,8030
8030,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Sphere,OG Rose E1,OG Quartz Trooper,OG Meka,Yellow,Gold Weapon,OG Smiley K1,None,62.72724196222701,8031
8031,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Blue E4,OG Delta Trooper,OG Meka,Blurple,None,None,None,15.312038847075597,8032
8032,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Filter,OG Violet E1,OG Oblong Heavy,OG Meka,White,None,None,None,7.626109764909299,8033
8033,3.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J2,GAI Bastion M1,Pink Delta,GAI Tetra H1,Gādian,Dark Brown,None,GAI Tessen x2,None,57.75933272690118,8034
8034,2.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Jingasa H1,Gādian,Camo Green,None,None,None,44.44068083673902,8035
8035,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Sphere,OG Green E21,OG Quartz Trooper,OG Meka,White,None,None,None,9.093805273559099,8036
8036,4.0,MI Radar C1,MI Radar A1,MI WS-2,MI Sonic M1,MI Aqua Eye,MI Falcon H0,Mirage,White,Silver Helmet,None,None,56.763501648220036,8037
8037,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Darya Heavy,OG Meka,White,None,None,None,9.793181552031824,8038
8038,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Mantis,OG Rose E1,OG Radiant Trooper,OG Meka,Dark Brown,None,None,None,12.3926888950568,8039
8039,3.0,OG Heavy C2,OG Solid Tank,OG Sabotage S7,OG Sphere,OG Violet E1,OG Quartz Heavy,OG Meka,Black,None,None,None,26.343646356584294,8040
8040,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M2,OG Blue E4,OG Darya Trooper,OG Meka,White,None,None,None,6.967954585700883,8041
8041,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Red,None,None,None,14.295185862079926,8042
8042,3.0,OG Heavy C1,OG Solid Tank,OG Trooper S2,OG Sphere,OG Violet E1,OG Rombus Elite,OG Meka,Dark Brown,Silver Helmet,OG Dawn Sword,None,64.48266869512584,8043
8043,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Trooper M2,OG Blue E4,OG Radiant Heavy,OG Meka,White,None,None,None,14.893120860813442,8044
8044,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Mantis,OG Violet E1,OG Delta Trooper,OG Meka,White,None,None,None,9.361417573671465,8045
8045,2.0,OG Heavy C1,OG Trooper A2,OG Assault jaw,OG Trooper M2,OG Rose E1,OG Darya Heavy,OG Meka,Camo Green,Silver Weapon,OG Gatling Gun,None,72.53702037277549,8046
8046,3.0,MI Radar C1,MI Racer A1,MI Sonic J1,MI Racer M1,MI Pink Visor,MI Eagle,Mirage,Black,None,None,None,32.985928106268815,8047
8047,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Aura J-0,F9 Heavy,F9 White E0,F9 Spikes,F9,Light Green,None,None,None,39.130075112495746,8048
8048,3.0,GAI Youma,GAI Jingasa A1,Brachyura,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,White,Silver Helmet,GAI Tessen x2,None,76.26500891002554,8049
8049,4.0,OG Heavy C1,OG Trooper A1,OG Rocket jaw,OG Filter,OG Green E7,OG Radiant Trooper,OG Meka,Dark Brown,None,None,None,25.54336092151111,8050
8050,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Heavy,OG Rose E1,OG Darya Master,OG Meka,None,Silver Helmet,None,None,41.52423342562694,8051
8051,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Sphere,OG Pink E0,OG Delta Trooper,OG Meka,Light Green,None,None,None,16.508149808229966,8052
8052,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Monkey R-9,OG Rose E1,OG Delta Elite,OG Meka,Grey,None,None,None,11.38383229684575,8053
8053,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Knight,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,10.140713316336672,8054
8054,4.0,OG Heavy C1,OG Squadron 3,OG Sabotage S7,OG Last Breath,OG Rose E1,OG Rombus Trooper,OG Meka,Grey,None,None,None,23.30162400750402,8055
8055,4.0,MI Racer C2,MI Racer A1,MI Radar W1,MI Kaiman,MI Aqua Eye,MI Racer H2,Mirage,Aqua Lite,None,MI Rockets,None,65.00884800937924,8056
8056,2.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Heavy,F9 Green E4,F9 Spikes,F9,White,None,None,None,40.725727528702855,8057
8057,3.0,MI Racer C1,MI Racer A2,MI Racer W1,MI Salamender,MI Aqua Eye,MI Eagle,Mirage,Dark Brown,None,None,None,33.10258030876055,8058
8058,4.0,F9 Bastion C1,F9 Bastion,F9 Aura J-0,F9 Assault,F9 Green E7,F9 Spikes,F9,Red,None,None,None,44.89646872149973,8059
8059,0.0,OG Trooper C2,OG Squadron 3,OG Trooper S1,OG Mantis,OG Pink E0,OG Rombus Heavy,OG Meka,None,Full Silver,None,None,57.64057368611212,8060
8060,4.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Last Breath,OG Rose E1,OG Delta Trooper,OG Meka,Light Green,None,None,None,16.427713098733353,8061
8061,4.0,MI Racer C1,MI Racer A1,MI Radar W1,MI Kaiman,MI Pink Visor,MI Radar,Mirage,Red,None,None,None,36.74288365255738,8062
8062,3.0,OG Heavy C2,OG Squadron 3,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Trooper,OG Meka,Grey,Silver Weapon,OG Cannons,None,58.92911619231964,8063
8063,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Pain,OG Rose E1,OG Rombus Elite,OG Meka,Light Green,None,None,None,15.185916574526209,8064
8064,3.0,GAI Sōhei C1,GAI Jingasa A2,Brachyura,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,Grey,None,None,None,35.753656943621905,8065
8065,4.0,MI Racer C1,MI Racer A1,MI Radar W1,MI Racer M2,MI Pink Visor,MI Racer H2,Mirage,Blue Grey,None,None,None,36.60087638907652,8066
8066,4.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Aqua Eye,MI Racer H2,Mirage,Grey,None,None,None,34.14655250995496,8067
8067,2.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Last Breath,OG Green E7,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,27.41339148699431,8068
8068,5.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,17.220402979027693,8069
8069,3.0,MI Racer C1,MI Racer A2,MI Sonar J2,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Orange,Silver Helmet,None,None,54.117941857390164,8070
8070,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,25.143941187966107,8071
8071,4.0,GAI Sōhei C2,GAI Jingasa A1,GAI Jingasa J1,GAI Youma,Cyan Square,GAI Tetra H1,Gādian,White,None,GAI Kochi x2,None,59.091601272972525,8072
8072,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,White,Gold Helmet,None,None,32.43427354190936,8073
8073,2.0,OG Trooper C2,OG Trooper A2,OG Assault jaw,OG Heavy,OG Red E0,OG Delta Elite,OG Meka,Grey,Gold Helmet,None,None,55.222113474008,8074
8074,4.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Red,Brick,None,None,61.69760408845947,8075
8075,3.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Cyan Square,GAI Tetra H1,Gādian,Orange,None,GAI Katana,None,60.04883234590348,8076
8076,0.0,OG Trooper C1,OG Solid Tank,OG Assault jaw,OG Filter,OG Rose E1,OG Quartz Elite,OG Meka,None,Siberie,None,None,47.007230606293874,8077
8077,2.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Radar M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,33.20740904296698,8078
8078,4.0,OG Trooper C1,OG Trooper A1,OG Rocket jaw,OG Monkey R-7,OG Rose E1,OG Darya Trooper,OG Meka,Grey,None,None,None,15.463399024840447,8079
8079,2.0,MI Racer C1,MI Radar A1,MI Sonic J1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,Light Green,None,None,None,40.80939645629498,8080
8080,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E4,F9 Loop,F9,Dark Brown,None,None,None,38.96813117556756,8081
8081,3.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Sphere,OG Pink E0,OG Delta Trooper,OG Meka,Dark Brown,None,OG Smiley K1,None,38.0586773200245,8082
8082,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Aura J-0,F9 Heavy,F9 Green E4,F9 Spikes,F9,Camo Green,None,None,None,38.59115336898222,8083
8083,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Sphere,OG Rose E1,OG Rombus Heavy,OG Meka,White,None,None,None,7.0964581522552725,8084
8084,4.0,F9 Fortress C1,F9 Jingasa A1,F9 Aura J-0,F9 Knight,F9 Red E21,F9 Loop,F9,Aqua Lite,None,None,None,48.76697825690614,8085
8085,4.0,OG Trooper C2,OG Trooper A1,OG Trooper S2,OG Knight,OG Rose E1,OG Radiant Trooper,OG Meka,Camo Green,None,None,None,21.227410957151662,8086
8086,4.0,OG Heavy C1,OG Solid Tank,OG Sabotage S7,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,Yellow,None,OG Dawn Sword x2,None,46.979072347492924,8087
8087,3.0,MI Racer C2,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer H2,Mirage,Camo Green,None,None,None,32.34731975556465,8088
8088,3.0,GAI Jingasa C1,GAI Yasuke,Bastion J2,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,Camo Green,None,None,None,37.34025121802571,8089
8089,2.0,OG Trooper C1,OG Solid Tank,OG Sabotage S7,OG Trooper M2,OG Green E7,OG Delta Elite,OG Meka,Black,None,None,None,30.987219866060716,8090
8090,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Falcon M0,MI Pink Visor,MI Radar,Mirage,White,None,MI Rockets X,None,51.36355592562575,8091
8091,0.0,OG Trooper C2,OG Trooper A2,OG Trooper S1,OG Last Breath,OG Violet E1,OG Quartz Heavy,OG Meka,None,Camo green,None,None,52.04161038610299,8092
8092,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Radar M1,MI Aqua Eye,MI Racer,Mirage,Grey,None,MI Ray guns,None,53.78915429215089,8093
8093,0.0,MI Racer C2,MI Radar A1,MI Sonar J2,MI Racer M2,MI Pink Visor,MI Falcon H0,Mirage,None,Camo blue,None,None,66.2848586734949,8094
8094,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E21,F9 Ronin H1,F9,Blue,None,None,None,39.0974354882031,8095
8095,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Assault,F9 Green E7,F9 Spikes,F9,Dark Brown,None,None,None,45.12764451433825,8096
8096,4.0,MI Racer C1,MI Racer A1,MI Sonic J1,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,28.466823134420398,8097
8097,4.0,OG Heavy C1,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Radiant Elite,OG Meka,Red,None,OG Solid Blade x2,None,43.4828395934016,8098
8098,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H2,Gādian,Sky Blue,None,None,None,40.08073055152812,8099
8099,3.0,GAI Sōhei C2,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,White Circle,GAI Jingasa H2,Gādian,Grey,None,None,None,36.418180822396664,8100
8100,0.0,F9 Bastion C1,F9 Samourai A1,F9 Assault,F9 Bastion M1,F9 White E0,F9 Ronin H1,F9,None,Camo green,None,None,71.48636755062174,8101
8101,4.0,GAI Sōhei C2,GAI Youma,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Citadel,Gādian,White,None,None,None,34.44415168440363,8102
8102,2.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,17.67527577899721,8103
