,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
8445,cap monochrome,cig white,black headphones,flat,regular eyes,charcoal mfer,orange,None,sub turquoise,None,None,None,None,None,None,34.98319703458825,8445
8446,None,cig black,blue headphones,smile,eye mask,plain mfer,green,collared shirt blue,None,long hair black,None,None,None,None,None,44.10330796694835,8446
8447,None,cig white,white headphones,flat,regular eyes,plain mfer,yellow,collared shirt white,sub black,None,None,messy black,None,None,None,44.05290204966145,8447
8448,None,None,blue headphones,flat,regular eyes,plain mfer,red,hoodie down blue,sub red,None,None,None,None,None,None,36.99313131802837,8448
8449,None,cig black,black headphones,smile,vr,plain mfer,green,None,oyster silver,None,None,None,hoodie,None,None,37.195369686115896,8449
8450,None,cig black,gold headphones,smile,regular eyes,charcoal mfer,red,None,argo white,None,full beard,None,None,None,None,33.66543094749039,8450
8451,None,None,green headphones,smile,regular eyes,charcoal mfer,orange,None,sub blue,None,None,None,None,None,None,18.355438117187337,8451
8452,None,pipe,white headphones,smile,regular eyes,plain mfer,red,collared shirt green,sub black,long hair yellow,None,None,None,None,None,35.954845147855444,8452
8453,bandana dark gray,cig black,black headphones,flat,purple shades,plain mfer,blue,None,sub black,long hair yellow,None,None,None,gold chain,None,74.92910901168098,8453
8454,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,hoodie down gray,sub turquoise,long hair yellow,None,None,None,None,None,28.54327423306441,8454
8455,knit atlanta,cig white,white headphones,smile,purple shades,charcoal mfer,blue,None,None,long hair black,None,None,None,None,None,47.71027392547707,8455
8456,None,cig black,black headphones,flat,regular eyes,plain mfer,orange,None,sub black,None,None,messy yellow,None,None,None,30.044823135398385,8456
8457,knit chicago,None,white headphones,smile,regular eyes,charcoal mfer,blue,hoodie down blue,sub red,None,None,None,None,None,None,38.89178680876127,8457
8458,None,cig white,white headphones,smile,regular eyes,charcoal mfer,blue,collared shirt pink,sub blue,long hair yellow,None,None,top hat,None,None,55.453299557520054,8458
8459,knit new york,None,blue headphones,flat,purple shades,plain mfer,yellow,None,None,None,None,None,None,None,None,52.54397191819857,8459
8460,None,cig white,black headphones,smile,regular eyes,charcoal mfer,blue,None,None,None,None,mohawk yellow,None,None,None,20.80524055553359,8460
8461,knit kc,cig black,pink headphones,smile,nerd glasses,plain mfer,yellow,collared shirt green,sub lantern (green),None,None,None,None,None,None,49.63456861326342,8461
8462,bandana red,None,green headphones,flat,purple shades,charcoal mfer,yellow,None,oyster silver,None,None,None,None,silver chain,None,77.66320423235814,8462
8463,knit dallas,None,lined headphones,smile,regular eyes,charcoal mfer,orange,None,sub bat (blue/black),None,full beard,None,None,None,None,52.491849078472875,8463
8464,None,cig black,black headphones,flat,regular eyes,plain mfer,yellow,collared shirt pink,sub lantern (green),None,None,mohawk black,None,None,None,43.697701443881215,8464
8465,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,cowboy hat,None,None,30.088956288047452,8465
8466,knit cleveland,cig white,black headphones,smile,eye mask,charcoal mfer,blue,None,sub lantern (green),None,full beard,None,None,None,None,53.72592068668657,8466
8467,None,cig black,black headphones,smile,regular eyes,plain mfer,orange,collared shirt pink,sub red,None,full beard,None,None,None,None,29.610630505684927,8467
8468,None,cig black,lined headphones,flat,regular eyes,charcoal mfer,green,None,sub black,long hair black,None,None,None,silver chain,None,56.24264966430131,8468
8469,None,pipe,red headphones,smile,shades,plain mfer,red,None,sub rose,None,None,None,None,None,None,31.969525147668936,8469
8470,None,cig black,white headphones,smile,regular eyes,plain mfer,red,collared shirt blue,sub blue,None,None,messy black,None,None,None,34.582335539743944,8470
8471,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,oyster silver,None,None,None,None,None,None,13.665256203432378,8471
8472,None,cig white,red headphones,smile,regular eyes,plain mfer,blue,collared shirt blue,sub red,None,None,None,None,None,None,19.347740178165946,8472
8473,None,cig white,black headphones,smile,regular eyes,charcoal mfer,red,hoodie down gray,None,None,None,None,cowboy hat,None,None,34.818098540450784,8473
8474,None,None,green headphones,smile,purple shades,charcoal mfer,blue,None,oyster silver,None,None,mohawk yellow,None,None,None,48.30166524183724,8474
8475,None,cig white,blue headphones,smile,regular eyes,plain mfer,blue,None,sub black,None,None,None,None,None,None,8.198197053476301,8475
8476,None,cig black,green headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,sub blue,long hair black,None,None,None,None,None,32.04007264560583,8476
8477,knit pittsburgh,pipe,blue headphones,smile,regular eyes,charcoal mfer,green,None,sub black,None,None,None,None,None,None,33.28530617039765,8477
8478,None,None,black headphones,smile,regular eyes,plain mfer,green,None,sub turquoise,None,None,mohawk pink,None,silver chain,None,44.61254236187499,8478
8479,None,cig black,white headphones,smile,shades,plain mfer,green,None,None,None,None,None,None,None,None,17.45917787048155,8479
8480,bandana dark gray,None,black headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,18.689336201098804,8480
8481,knit las vegas,None,black headphones,smile,purple shades,plain mfer,green,None,None,None,None,None,None,None,None,33.153475816447525,8481
8482,None,cig black,black headphones,smile,regular eyes,plain mfer,red,None,sub blue,long hair yellow,None,None,None,None,None,17.824598669269694,8482
8483,headband blue/white,cig black,pink headphones,smile,nerd glasses,plain mfer,green,collared shirt blue,sub black,long hair black,None,None,None,None,None,57.598426659420014,8483
8484,cap monochrome,cig white,black headphones,smile,eye mask,plain mfer,red,None,oyster silver,None,None,None,None,None,None,32.42236955469205,8484
8485,headband blue/green,cig white,white headphones,smile,regular eyes,plain mfer,blue,None,None,long hair black,None,None,None,None,None,29.505945430468717,8485
8486,None,None,black headphones,smile,regular eyes,plain mfer,green,collared shirt blue,sub red,None,None,mohawk blue,None,None,None,33.68598354254612,8486
8487,headband green/white,cig black,black headphones,smile,regular eyes,plain mfer,yellow,None,sub turquoise,None,None,None,None,None,None,18.58913262533323,8487
8488,None,cig black,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub rose,None,None,None,None,None,None,8.655560031033145,8488
8489,None,None,black headphones,smile,3D glasses,plain mfer,orange,None,argo white,None,None,None,None,None,None,23.74088621390989,8489
8490,None,cig white,green headphones,smile,regular eyes,charcoal mfer,yellow,None,oyster gold,None,None,None,None,None,None,14.812315216234525,8490
8491,knit chicago,cig white,white headphones,smile,regular eyes,plain mfer,red,None,oyster silver,long hair black,None,None,None,None,None,32.8900297023803,8491
8492,None,pipe,black headphones,smile,purple shades,plain mfer,green,None,sub black,None,None,None,None,None,None,21.524381409279307,8492
8493,bandana dark gray,cig black,pink headphones,smile,shades,plain mfer,blue,collared shirt pink,sub turquoise,None,None,None,None,None,None,49.1813190075087,8493
8494,None,cig white,white headphones,smile,shades,plain mfer,blue,None,None,None,None,None,None,gold chain,None,37.1161071827482,8494
8495,knit las vegas,pipe,black headphones,smile,regular eyes,charcoal mfer,blue,collared shirt white,sub black,None,None,None,None,None,None,36.27847885719939,8495
8496,None,pipe,white headphones,smile,eye mask,charcoal mfer,red,None,None,None,None,None,None,None,None,28.702207332825687,8496
8497,None,cig white,green headphones,smile,purple shades,charcoal mfer,blue,None,sub turquoise,None,None,None,None,None,None,28.67089172238663,8497
8498,None,cig black,green headphones,flat,nerd glasses,plain mfer,blue,hoodie down green,sub blue,long hair black,None,None,None,None,None,58.70752080717316,8498
8499,knit new york,cig black,red headphones,smile,regular eyes,charcoal mfer,blue,None,sub red,long hair yellow,None,None,None,None,None,41.23108354575953,8499
8500,knit new york,cig black,pink headphones,flat,regular eyes,charcoal mfer,orange,hoodie down white,sub red,None,full beard,None,None,None,None,66.1764055600271,8500
8501,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,hoodie down blue,sub lantern (green),None,None,messy yellow,None,None,None,31.574107302700423,8501
8502,None,None,white headphones,smile,regular eyes,plain mfer,yellow,hoodie down gray,oyster gold,long hair black,None,None,None,None,None,33.80726793601055,8502
8503,None,None,black headphones,smile,regular eyes,plain mfer,red,None,sub rose,None,None,None,None,None,None,9.142412295747839,8503
8504,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,collared shirt blue,oyster silver,long hair black,None,None,None,None,None,28.396858567945255,8504
8505,None,None,black headphones,smile,purple shades,charcoal mfer,orange,None,sub red,None,None,None,None,None,None,24.494820194513196,8505
8506,None,cig white,black headphones,smile,regular eyes,charcoal mfer,green,None,sub lantern (green),None,None,None,None,None,None,8.283643266749573,8506
8507,None,cig white,black headphones,smile,regular eyes,plain mfer,green,hoodie down white,sub turquoise,None,None,None,None,None,None,14.929208664367511,8507
8508,knit chicago,cig black,black headphones,smile,regular eyes,charcoal mfer,blue,None,None,None,None,None,None,None,None,18.591123305259682,8508
8509,None,cig black,pink headphones,flat,vr,plain mfer,blue,None,None,long hair yellow,None,None,None,None,None,46.732970465494596,8509
8510,None,cig black,red headphones,flat,regular eyes,charcoal mfer,blue,None,oyster silver,None,None,None,None,None,None,25.961419521635428,8510
8511,None,None,black headphones,smile,regular eyes,plain mfer,blue,hoodie down white,None,None,None,None,None,None,None,14.910371068255596,8511
8512,None,None,white headphones,smile,regular eyes,plain mfer,yellow,None,sub lantern (green),None,full beard,None,None,None,None,28.219565243448013,8512
8513,knit kc,cig black,white headphones,smile,regular eyes,charcoal mfer,red,None,sub lantern (green),None,None,None,None,None,None,26.166071284699665,8513
8514,None,cig black,white headphones,smile,regular eyes,charcoal mfer,green,collared shirt turquoise,sub red,None,None,None,None,None,None,20.695111673000838,8514
8515,None,cig black,red headphones,smile,regular eyes,plain mfer,blue,None,sub lantern (green),long hair yellow,None,None,None,None,None,24.49703383283011,8515
8516,bandana dark gray,cig white,red headphones,smile,vr,plain mfer,yellow,collared shirt pink,oyster gold,None,None,None,None,None,None,50.51810181798646,8516
8517,None,pipe,white headphones,flat,regular eyes,plain mfer,yellow,None,sub black,None,None,None,hoodie,None,None,42.670266469778745,8517
8518,None,cig white,blue headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,long hair black,full beard,None,None,None,None,40.681510175321954,8518
8519,cap purple,cig white,black headphones,smile,regular eyes,plain mfer,green,None,sub red,None,full beard,None,None,silver chain,None,52.541336713688125,8519
8520,None,cig white,black headphones,flat,regular eyes,plain mfer,yellow,hoodie down gray,sub black,None,None,None,None,None,None,24.012127003536158,8520
8521,None,cig black,black headphones,flat,shades,charcoal mfer,orange,hoodie down gray,sub red,long hair yellow,None,None,None,None,None,56.84234741408911,8521
8522,knit buffalo,cig black,white headphones,flat,regular eyes,plain mfer,yellow,None,None,long hair black,None,None,None,None,None,41.959720733429485,8522
8523,None,cig black,white headphones,smile,nerd glasses,plain mfer,green,None,sub black,None,None,None,None,None,None,18.179911081156927,8523
8524,None,cig black,black headphones,flat,nerd glasses,charcoal mfer,blue,None,None,long hair yellow,None,None,None,None,None,44.18040334375626,8524
8525,None,None,black headphones,smile,regular eyes,charcoal mfer,red,hoodie down gray,None,None,None,None,top hat,None,None,39.06483809788048,8525
8526,None,None,pink headphones,smile,regular eyes,charcoal mfer,yellow,None,sub red,None,None,None,None,None,None,16.700837885476595,8526
8527,None,pipe,green headphones,smile,regular eyes,charcoal mfer,red,collared shirt turquoise,None,None,None,mohawk black,None,None,None,45.04325322338549,8527
8528,headband pink/white,cig black,green headphones,smile,regular eyes,plain mfer,orange,hoodie down gray,sub black,None,None,None,None,None,None,32.36819471924517,8528
8529,headband blue/white,pipe,black headphones,smile,purple shades,plain mfer,yellow,None,sub blue,None,None,None,None,silver chain,None,57.46051287201034,8529
8530,None,cig white,black headphones,smile,regular eyes,charcoal mfer,red,None,oyster gold,long hair yellow,None,None,None,None,None,22.579188936560644,8530
8531,None,cig white,pink headphones,flat,regular eyes,plain mfer,yellow,hoodie down green,sub black,None,None,None,None,None,None,30.734583350482474,8531
8532,None,cig black,pink headphones,smile,shades,plain mfer,yellow,hoodie down green,argo black,None,None,None,None,None,None,35.769127316397345,8532
8533,None,None,white headphones,smile,nerd glasses,plain mfer,blue,None,argo white,None,None,mohawk black,None,silver chain,None,61.706736552515686,8533
8534,None,cig white,black headphones,smile,regular eyes,plain mfer,green,None,sub turquoise,None,None,messy yellow,None,None,None,21.133389327223743,8534
8535,None,cig black,black headphones,smile,purple shades,plain mfer,yellow,hoodie down pink,sub black,None,None,None,None,None,None,26.475226877545353,8535
8536,None,cig black,pink headphones,smile,purple shades,plain mfer,blue,None,sub black,long hair black,None,None,None,None,None,32.67090169279317,8536
8537,knit baltimore,cig black,white headphones,smile,regular eyes,charcoal mfer,yellow,collared shirt blue,sub red,None,None,None,None,None,None,34.53427812508599,8537
8538,None,cig black,white headphones,smile,regular eyes,plain mfer,green,None,sub black,long hair black,None,None,None,None,None,15.986026254983903,8538
8539,None,cig black,red headphones,smile,regular eyes,plain mfer,blue,None,sub lantern (green),long hair black,full beard,None,None,None,None,38.830918553200725,8539
8540,None,cig white,black headphones,flat,nerd glasses,plain mfer,green,collared shirt blue,None,None,None,None,None,None,None,37.04078811998075,8540
8541,None,cig black,lined headphones,smile,regular eyes,plain mfer,yellow,None,sub black,long hair black,None,None,None,None,None,20.841150685727484,8541
8542,None,None,black headphones,flat,zombie eyes,zombie mfer,graveyard,None,None,None,None,None,None,None,None,47.902928694836746,8542
8543,None,cig black,black headphones,smile,regular eyes,plain mfer,red,collared shirt white,sub red,None,None,None,None,None,None,12.718905739784695,8543
8544,headband green/white,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,None,argo black,None,None,None,None,None,None,23.003193910818993,8544
8545,headband blue/white,cig white,white headphones,flat,eye mask,plain mfer,blue,hoodie down white,sub black,long hair black,None,None,None,None,None,67.62144158727702,8545
8546,None,cig black,gold headphones,smile,vr,plain mfer,green,collared shirt pink,None,None,None,mohawk blue,None,None,None,49.943523619197194,8546
8547,headband blue/white,cig white,black headphones,smile,nerd glasses,plain mfer,orange,None,sub black,None,None,None,None,gold chain,None,49.076345386916195,8547
8548,None,cig white,white headphones,smile,regular eyes,charcoal mfer,orange,collared shirt white,sub turquoise,None,None,None,None,None,None,21.850304229604006,8548
8549,None,pipe,black headphones,flat,regular eyes,plain mfer,red,None,sub blue,long hair yellow,full beard,None,None,None,None,53.09310653822482,8549
8550,None,cig white,black headphones,flat,regular eyes,plain mfer,yellow,collared shirt turquoise,None,None,None,None,None,None,None,23.93692389096936,8550
8551,bandana red,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,None,None,None,18.680884391594716,8551
8552,knit pittsburgh,cig white,red headphones,smile,regular eyes,plain mfer,red,None,sub black,None,None,None,None,None,None,22.802836366154157,8552
8553,None,cig black,gold headphones,smile,eye mask,plain mfer,orange,None,oyster gold,None,None,None,None,None,None,26.231129495886464,8553
8554,None,cig black,black headphones,smile,regular eyes,plain mfer,orange,None,sub black,None,None,mohawk green,None,None,None,17.675968125202395,8554
8555,headband pink/white,cig black,green headphones,smile,regular eyes,plain mfer,orange,hoodie down pink,sub blue,None,None,None,None,None,None,35.735599334846256,8555
8556,None,None,black headphones,flat,3D glasses,charcoal mfer,green,None,None,None,None,None,None,None,None,35.386425218119975,8556
8557,None,cig white,green headphones,smile,regular eyes,plain mfer,yellow,hoodie down white,sub black,None,None,None,None,None,None,18.28434109812725,8557
8558,None,cig black,green headphones,smile,regular eyes,plain mfer,orange,None,None,long hair yellow,None,None,None,None,None,20.47350060576956,8558
8559,None,cig white,green headphones,smile,regular eyes,charcoal mfer,blue,hoodie down green,sub lantern (green),long hair black,None,None,None,None,None,37.24769978948844,8559
8560,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt turquoise,sub blue,None,None,mohawk black,None,None,None,31.30668041717029,8560
8561,None,cig black,white headphones,smile,regular eyes,charcoal mfer,blue,None,sub blue,None,None,None,None,silver chain,None,29.763130015945823,8561
8562,knit chicago,cig black,red headphones,smile,nerd glasses,plain mfer,red,collared shirt blue,oyster gold,None,None,None,None,None,None,50.00637984007621,8562
8563,None,cig black,black headphones,smile,nerd glasses,plain mfer,red,None,sub cola (blue/red),None,None,None,None,None,None,19.16376904955501,8563
8564,None,cig white,blue headphones,smile,regular eyes,charcoal mfer,yellow,None,None,long hair black,None,None,None,None,None,23.314407743077297,8564
8565,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub lantern (green),None,None,mohawk pink,None,None,None,25.292560366148813,8565
8566,knit san fran,cig black,white headphones,smile,3D glasses,charcoal mfer,red,None,sub black,long hair black,None,None,None,None,None,49.35410778435612,8566
8567,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,hoodie down green,sub turquoise,None,None,None,None,None,None,15.330335021460131,8567
8568,None,pipe,black headphones,smile,vr,charcoal mfer,yellow,None,sub turquoise,None,None,messy red,None,None,None,45.88485212100118,8568
8569,None,cig black,black headphones,smile,vr,plain mfer,yellow,None,sub blue,None,None,mohawk blue,None,None,None,34.740872216501316,8569
8570,headband blue/white,cig black,white headphones,smile,regular eyes,charcoal mfer,green,None,sub turquoise,None,None,None,None,None,None,25.81723877130041,8570
8571,headband blue/green,None,pink headphones,smile,regular eyes,plain mfer,red,None,sub red,None,None,None,None,None,None,27.31718715621989,8571
8572,None,cig white,blue headphones,smile,regular eyes,plain mfer,blue,None,sub black,long hair black,None,None,None,None,None,19.878048835988157,8572
8573,knit buffalo,cig white,white headphones,smile,nerd glasses,charcoal mfer,blue,hoodie down white,sub red,None,None,None,None,None,None,48.38324936911946,8573
8574,None,cig black,red headphones,smile,regular eyes,plain mfer,green,hoodie down red,sub red,None,None,None,None,None,None,20.386067037673747,8574
8575,None,cig white,white headphones,smile,shades,charcoal mfer,yellow,hoodie down green,sub red,long hair black,None,None,None,None,None,46.440432159526324,8575
8576,headband green/white,cig black,black headphones,smile,nerd glasses,plain mfer,red,collared shirt blue,oyster silver,None,None,None,None,None,None,42.108448011456176,8576
8577,knit buffalo,pipe,white headphones,smile,regular eyes,plain mfer,yellow,None,sub lantern (green),None,None,None,None,None,None,28.238488341380872,8577
8578,None,cig white,white headphones,smile,shades,plain mfer,orange,None,sub black,None,None,None,None,None,None,18.415943926927913,8578
8579,knit las vegas,cig black,white headphones,flat,regular eyes,plain mfer,green,collared shirt blue,oyster silver,None,None,None,None,None,None,43.66879669117024,8579
8580,None,cig black,pink headphones,flat,eye mask,plain mfer,green,collared shirt green,None,None,None,None,None,None,None,44.12846109713101,8580
8581,bandana dark gray,cig white,black headphones,smile,regular eyes,plain mfer,blue,collared shirt blue,sub black,None,None,None,None,None,None,25.68543322904408,8581
8582,None,cig black,green headphones,smile,regular eyes,plain mfer,orange,collared shirt pink,sub black,None,None,None,None,None,None,18.384660439567146,8582
8583,None,cig white,black headphones,flat,regular eyes,plain mfer,yellow,None,None,None,None,mohawk pink,None,None,None,29.643708247652466,8583
8584,None,cig white,white headphones,smile,purple shades,charcoal mfer,orange,collared shirt white,sub red,None,None,None,None,None,None,33.799103706807735,8584
8585,None,pipe,pink headphones,flat,regular eyes,plain mfer,orange,collared shirt white,None,long hair black,full beard,None,None,None,None,63.435955992760874,8585
8586,None,cig white,green headphones,flat,regular eyes,charcoal mfer,blue,None,sub rose,long hair yellow,None,None,None,None,None,41.19353515267436,8586
8587,None,None,black headphones,flat,regular eyes,plain mfer,green,hoodie down white,None,None,None,None,None,None,None,27.387978222066977,8587
8588,None,cig black,black headphones,smile,regular eyes,plain mfer,orange,collared shirt pink,sub black,None,None,None,None,None,None,11.970995749148518,8588
8589,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,red,collared shirt white,None,None,None,None,None,None,None,20.94991349547649,8589
8590,None,cig black,white headphones,smile,purple shades,charcoal mfer,blue,collared shirt blue,sub black,None,None,None,top hat,None,None,52.43945704196846,8590
8591,None,cig white,black headphones,smile,regular eyes,charcoal mfer,green,None,oyster silver,None,None,mohawk yellow,None,None,None,23.899119019274238,8591
8592,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,None,None,long hair yellow,None,None,None,None,None,14.108046814167494,8592
8593,None,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,hoodie down gray,oyster silver,None,None,messy red,None,None,None,34.38564428002188,8593
8594,None,cig white,white headphones,smile,regular eyes,plain mfer,red,hoodie down gray,None,None,None,None,None,None,None,14.264926265940705,8594
8595,None,cig white,pink headphones,smile,regular eyes,plain mfer,green,None,None,long hair yellow,full beard,None,None,None,None,37.00104155318794,8595
8596,None,cig white,red headphones,smile,regular eyes,plain mfer,blue,hoodie down green,sub black,None,None,None,None,None,None,18.86307652846247,8596
8597,None,cig black,blue headphones,smile,shades,charcoal mfer,yellow,hoodie down blue,sub black,None,None,None,None,None,None,37.2604812482617,8597
8598,None,None,green headphones,flat,vr,plain mfer,blue,hoodie down green,sub black,long hair black,None,None,None,None,None,61.12828344508701,8598
8599,None,cig white,blue headphones,smile,shades,charcoal mfer,yellow,None,sub red,None,None,messy red,None,None,None,44.335040181971905,8599
8600,headband blue/white,cig white,white headphones,smile,regular eyes,charcoal mfer,green,None,sub turquoise,None,None,None,None,None,None,25.97389255337943,8600
8601,None,None,pink headphones,smile,eye mask,plain mfer,blue,hoodie down blue,oyster gold,long hair black,None,None,None,None,None,51.37228216724381,8601
8602,knit miami,pipe,red headphones,smile,regular eyes,plain mfer,blue,hoodie down green,sub red,None,None,None,None,None,None,40.713441599956646,8602
8603,knit dallas,cig black,black headphones,flat,regular eyes,charcoal mfer,yellow,hoodie down gray,None,None,None,None,None,None,None,41.598565747109184,8603
8604,None,cig black,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub lantern (green),long hair yellow,None,None,None,None,None,21.866863321857597,8604
8605,None,None,None,smile,shades,plain mfer,orange,collared shirt green,sub black,None,None,None,pilot helmet,None,None,58.36737695987493,8605
8606,None,cig white,black headphones,smile,purple shades,plain mfer,yellow,hoodie down white,sub blue,None,None,None,None,None,None,28.37409048707548,8606
8607,None,None,black headphones,smile,regular eyes,plain mfer,green,None,sub lantern (green),None,None,None,None,None,None,8.384061055753882,8607
8608,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,green,None,sub red,long hair black,None,None,None,None,None,23.995451737323386,8608
8609,knit cleveland,cig white,pink headphones,smile,regular eyes,plain mfer,blue,hoodie down blue,None,None,None,None,None,None,None,31.56813937578718,8609
8610,knit chicago,cig black,white headphones,flat,regular eyes,charcoal mfer,orange,collared shirt blue,sub black,long hair black,None,None,None,None,None,57.27016221303889,8610
8611,beanie monochrome,pipe,black headphones,smile,regular eyes,charcoal mfer,blue,None,None,None,None,None,None,None,None,25.077608955599974,8611
8612,bandana red,None,green headphones,smile,regular eyes,charcoal mfer,green,hoodie down green,None,long hair black,None,None,None,None,None,52.14696462195013,8612
8613,None,cig white,green headphones,smile,regular eyes,charcoal mfer,yellow,hoodie down red,oyster silver,long hair black,None,None,None,None,None,36.98865652142092,8613
8614,None,cig white,red headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,None,None,None,11.076920145693467,8614
8615,None,None,black headphones,smile,regular eyes,plain mfer,red,None,sub red,None,None,mohawk green,None,silver chain,None,42.51111736438354,8615
8616,headband green/white,cig white,white headphones,smile,regular eyes,charcoal mfer,green,None,sub black,long hair black,full beard,None,None,None,None,51.1773587496863,8616
8617,None,cig white,black headphones,smile,regular eyes,charcoal mfer,green,None,None,None,None,mohawk yellow,None,None,None,21.016234139083746,8617
8618,None,None,None,None,None,None,None,None,None,None,None,None,None,None,fidenz mfer,81.56284059010763,8618
8619,None,cig black,None,smile,regular eyes,plain mfer,blue,None,None,None,None,None,pilot helmet,silver chain,None,47.00859227070206,8619
8620,None,pipe,black headphones,flat,regular eyes,charcoal mfer,blue,None,sub rose,None,None,None,hoodie,None,None,46.73288456734926,8620
8621,beanie monochrome,cig black,black headphones,smile,regular eyes,charcoal mfer,blue,None,argo black,None,None,None,None,None,None,22.98445058960303,8621
8622,None,pipe,white headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,None,None,None,None,None,14.693253390485836,8622
8623,knit cleveland,None,white headphones,smile,regular eyes,plain mfer,blue,None,sub rose,None,None,None,None,None,None,26.364688403065166,8623
8624,None,cig white,lined headphones,smile,regular eyes,charcoal mfer,green,hoodie down gray,None,None,None,None,None,None,None,22.90529592360688,8624
8625,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,red,None,sub red,None,None,None,None,None,None,12.739885008946066,8625
8626,None,cig black,white headphones,smile,regular eyes,charcoal mfer,green,collared shirt white,sub rose,None,None,mohawk yellow,None,None,None,38.67018724875927,8626
8627,None,cig black,gold headphones,flat,regular eyes,charcoal mfer,yellow,None,None,None,None,None,hoodie,None,None,43.94438634802885,8627
8628,None,cig white,white headphones,smile,regular eyes,plain mfer,green,collared shirt blue,None,long hair black,full beard,None,None,None,None,42.377537566265005,8628
8629,knit buffalo,cig white,pink headphones,flat,regular eyes,charcoal mfer,green,hoodie down white,sub red,None,None,None,None,None,None,49.87244202965613,8629
8630,None,cig white,white headphones,smile,regular eyes,plain mfer,blue,hoodie down white,sub red,None,None,mohawk black,None,None,None,32.24686526426557,8630
8631,bandana dark gray,cig white,pink headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,20.57583669975184,8631
8632,None,cig white,black headphones,smile,regular eyes,charcoal mfer,green,hoodie down gray,sub blue,None,full beard,mohawk green,None,None,None,51.55759990388007,8632
8633,None,None,black headphones,smile,regular eyes,charcoal mfer,orange,None,oyster gold,None,None,None,None,None,None,12.449440823569567,8633
8634,None,pipe,green headphones,smile,regular eyes,plain mfer,orange,collared shirt white,sub red,long hair black,None,None,None,None,None,36.840434734069284,8634
8635,headband pink/white,cig white,black headphones,smile,regular eyes,plain mfer,orange,collared shirt white,sub black,None,None,None,None,None,None,25.97788603900875,8635
8636,headband pink/white,cig white,pink headphones,flat,regular eyes,plain mfer,yellow,hoodie down white,None,long hair black,None,None,None,None,None,55.49489254397702,8636
8637,None,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,collared shirt pink,sub black,None,None,None,None,None,None,16.21804333728307,8637
8638,knit baltimore,cig white,pink headphones,smile,regular eyes,charcoal mfer,green,None,sub turquoise,None,None,None,None,None,None,29.06770218856748,8638
8639,None,None,green headphones,smile,nerd glasses,plain mfer,blue,None,oyster silver,None,None,mohawk yellow,None,None,None,44.07405020718335,8639
8640,None,pipe,pink headphones,flat,eye mask,plain mfer,orange,hoodie down green,sub black,long hair yellow,None,None,None,None,None,65.32443357233181,8640
8641,None,cig black,red headphones,smile,nerd glasses,plain mfer,red,None,None,None,None,mohawk yellow,None,None,None,37.62992580197758,8641
8642,beanie monochrome,cig white,white headphones,flat,purple shades,plain mfer,blue,hoodie down gray,oyster silver,long hair black,None,None,None,None,None,69.20879586120367,8642
8643,knit kc,pipe,green headphones,smile,regular eyes,charcoal mfer,orange,hoodie down blue,sub black,None,None,None,None,None,None,43.31809421910949,8643
8644,None,cig black,white headphones,smile,regular eyes,plain mfer,blue,hoodie down gray,oyster gold,None,None,messy red,None,None,None,34.241834922730014,8644
8645,headband blue/white,cig black,blue headphones,smile,regular eyes,plain mfer,orange,None,sub red,None,None,None,None,None,None,23.508944232476107,8645
8646,None,cig white,white headphones,smile,nerd glasses,charcoal mfer,orange,hoodie down white,sub red,None,None,mohawk black,None,None,None,50.31721357276684,8646
8647,None,cig black,black headphones,flat,regular eyes,charcoal mfer,blue,None,None,None,None,mohawk yellow,None,None,None,32.914950109867675,8647
8648,knit kc,cig black,black headphones,smile,vr,charcoal mfer,red,None,argo black,None,None,None,None,None,None,37.89317463901861,8648
8649,knit san fran,cig white,white headphones,flat,regular eyes,plain mfer,yellow,None,sub black,long hair black,None,None,None,None,None,42.98740384811156,8649
